"tollgate_id","time_window_month","time_window_day","time_window_hour","time_window_minute","direction","volume"
"3",9,26,7,20,1,87
"1",9,26,7,20,0,39
"1",9,26,7,20,1,120
"2",9,26,7,40,0,126
"3",9,26,7,40,0,151
"3",9,26,7,40,1,137
"1",9,26,7,40,0,46
"1",9,26,7,40,1,116
"2",9,26,8,0,0,117
"3",9,26,8,0,0,180
"3",9,26,8,0,1,138
"1",9,26,8,0,0,49
"1",9,26,8,0,1,125
"2",9,26,8,20,0,130
"3",9,26,8,20,0,172
"3",9,26,8,20,1,164
"1",9,26,8,20,0,52
"1",9,26,8,20,1,91
"2",9,26,8,40,0,121
"3",9,26,8,40,0,170
"3",9,26,8,40,1,150
"1",9,26,8,40,0,45
"1",9,26,8,40,1,116
"2",9,26,9,0,0,126
"3",9,26,9,0,0,136
"3",9,26,9,0,1,145
"1",9,26,9,0,0,48
"1",9,26,9,0,1,120
"2",9,26,9,20,0,120
"3",9,26,9,20,0,148
"3",9,26,9,20,1,113
"1",9,26,9,20,0,52
"1",9,26,9,20,1,130
"2",9,26,9,40,0,81
"3",9,26,9,40,0,117
"3",9,26,9,40,1,104
"1",9,26,9,40,0,51
"1",9,26,9,40,1,102
"2",9,26,10,0,0,78
"3",9,26,10,0,0,112
"3",9,26,10,0,1,85
"1",9,26,10,0,0,47
"1",9,26,10,0,1,89
"2",9,26,10,20,0,57
"3",9,26,10,20,0,105
"3",9,26,10,20,1,88
"1",9,26,10,20,0,52
"1",9,26,10,20,1,105
"2",9,26,10,40,0,58
"3",9,26,10,40,0,100
"3",9,26,10,40,1,93
"1",9,26,10,40,0,36
"1",9,26,10,40,1,82
"2",9,26,11,0,0,65
"3",9,26,11,0,0,103
"3",9,26,11,0,1,60
"1",9,26,11,0,0,36
"1",9,26,11,0,1,78
"2",9,26,11,20,0,47
"3",9,26,11,20,0,74
"3",9,26,11,20,1,76
"1",9,26,11,20,0,35
"1",9,26,11,20,1,81
"2",9,26,11,40,0,62
"3",9,26,11,40,0,112
"3",9,26,11,40,1,54
"1",9,26,11,40,0,52
"1",9,26,11,40,1,72
"2",9,26,12,0,0,63
"3",9,26,12,0,0,66
"3",9,26,12,0,1,79
"1",9,26,12,0,0,48
"1",9,26,12,0,1,71
"2",9,26,12,20,0,71
"3",9,26,12,20,0,82
"3",9,26,12,20,1,82
"1",9,26,12,20,0,37
"1",9,26,12,20,1,89
"2",9,26,12,40,0,72
"3",9,26,12,40,0,95
"3",9,26,12,40,1,84
"1",9,26,12,40,0,48
"1",9,26,12,40,1,82
"2",9,26,13,0,0,61
"3",9,26,13,0,0,98
"3",9,26,13,0,1,87
"1",9,26,13,0,0,54
"1",9,26,13,0,1,87
"2",9,26,13,20,0,51
"3",9,26,13,20,0,117
"3",9,26,13,20,1,77
"1",9,26,13,20,0,49
"1",9,26,13,20,1,92
"2",9,26,13,40,0,64
"3",9,26,13,40,0,111
"3",9,26,13,40,1,89
"1",9,26,13,40,0,49
"1",9,26,13,40,1,93
"2",9,26,14,0,0,52
"3",9,26,14,0,0,104
"3",9,26,14,0,1,110
"1",9,26,14,0,0,44
"1",9,26,14,0,1,92
"2",9,26,14,20,0,90
"3",9,26,14,20,0,146
"3",9,26,14,20,1,98
"1",9,26,14,20,0,29
"1",9,26,14,20,1,108
"2",9,26,14,40,0,77
"3",9,26,14,40,0,117
"3",9,26,14,40,1,77
"1",9,26,14,40,0,63
"1",9,26,14,40,1,87
"2",9,26,15,0,0,76
"3",9,26,15,0,0,97
"3",9,26,15,0,1,102
"1",9,26,15,0,0,33
"1",9,26,15,0,1,92
"2",9,26,15,20,0,71
"3",9,26,15,20,0,116
"3",9,26,15,20,1,77
"1",9,26,15,20,0,51
"1",9,26,15,20,1,108
"2",9,26,15,40,0,72
"3",9,26,15,40,0,98
"3",9,26,15,40,1,93
"1",9,26,15,40,0,43
"1",9,26,15,40,1,83
"2",9,26,16,0,0,64
"3",9,26,16,0,0,118
"3",9,26,16,0,1,82
"1",9,26,16,0,0,44
"1",9,26,16,0,1,106
"2",9,26,16,20,0,75
"3",9,26,16,20,0,121
"3",9,26,16,20,1,89
"1",9,26,16,20,0,56
"1",9,26,16,20,1,112
"2",9,26,16,40,0,73
"3",9,26,16,40,0,136
"3",9,26,16,40,1,78
"1",9,26,16,40,0,46
"1",9,26,16,40,1,103
"2",9,26,17,0,0,71
"3",9,26,17,0,0,120
"3",9,26,17,0,1,85
"1",9,26,17,0,0,47
"1",9,26,17,0,1,106
"2",9,26,17,20,0,67
"3",9,26,17,20,0,106
"3",9,26,17,20,1,90
"1",9,26,17,20,0,42
"1",9,26,17,20,1,112
"2",9,26,17,40,0,63
"3",9,26,17,40,0,101
"3",9,26,17,40,1,82
"1",9,26,17,40,0,30
"1",9,26,17,40,1,102
"2",9,26,18,0,0,63
"3",9,26,18,0,0,95
"3",9,26,18,0,1,91
"1",9,26,18,0,0,33
"1",9,26,18,0,1,74
"2",9,26,18,20,0,52
"3",9,26,18,20,0,88
"3",9,26,18,20,1,55
"1",9,26,18,20,0,22
"1",9,26,18,20,1,85
"2",9,26,18,40,0,48
"3",9,26,18,40,0,62
"3",9,26,18,40,1,70
"1",9,26,18,40,0,29
"1",9,26,18,40,1,54
"2",9,26,19,0,0,35
"3",9,26,19,0,0,64
"3",9,26,19,0,1,59
"1",9,26,19,0,0,31
"1",9,26,19,0,1,50
"2",9,26,19,20,0,37
"3",9,26,19,20,0,49
"3",9,26,19,20,1,57
"1",9,26,19,20,0,15
"1",9,26,19,20,1,55
"2",9,26,19,40,0,32
"3",9,26,19,40,0,48
"3",9,26,19,40,1,52
"1",9,26,19,40,0,22
"1",9,26,19,40,1,47
"2",9,26,20,0,0,35
"3",9,26,20,0,0,49
"3",9,26,20,0,1,44
"1",9,26,20,0,0,19
"1",9,26,20,0,1,33
"2",9,26,20,20,0,35
"3",9,26,20,20,0,40
"3",9,26,20,20,1,58
"1",9,26,20,20,0,19
"1",9,26,20,20,1,38
"2",9,26,20,40,0,44
"3",9,26,20,40,0,49
"3",9,26,20,40,1,33
"1",9,26,20,40,0,24
"1",9,26,20,40,1,32
"2",9,26,21,0,0,28
"3",9,26,21,0,0,46
"3",9,26,21,0,1,27
"1",9,26,21,0,0,14
"1",9,26,21,0,1,33
"2",9,26,21,20,0,26
"3",9,26,21,20,0,38
"3",9,26,21,20,1,40
"1",9,26,21,20,0,19
"1",9,26,21,20,1,32
"2",9,26,21,40,0,23
"3",9,26,21,40,0,42
"3",9,26,21,40,1,28
"1",9,26,21,40,0,10
"1",9,26,21,40,1,26
"2",9,26,22,0,0,27
"3",9,26,22,0,0,30
"3",9,26,22,0,1,19
"1",9,26,22,0,0,10
"1",9,26,22,0,1,9
"2",9,26,22,20,0,18
"3",9,26,22,20,0,26
"3",9,26,22,20,1,27
"1",9,26,22,20,0,12
"1",9,26,22,20,1,28
"2",9,26,22,40,0,17
"3",9,26,22,40,0,15
"3",9,26,22,40,1,29
"1",9,26,22,40,0,5
"1",9,26,22,40,1,14
"2",9,26,23,0,0,11
"3",9,26,23,0,0,17
"3",9,26,23,0,1,14
"1",9,26,23,0,0,3
"1",9,26,23,0,1,16
"2",9,26,23,20,0,1
"3",9,26,23,20,0,19
"3",9,26,23,20,1,12
"1",9,26,23,20,0,6
"1",9,26,23,20,1,14
"2",9,26,23,40,0,12
"3",9,26,23,40,0,14
"3",9,26,23,40,1,8
"1",9,26,23,40,0,4
"1",9,26,23,40,1,20
"2",9,27,0,0,0,1
"3",9,27,0,0,0,14
"3",9,27,0,0,1,123
"1",9,27,0,0,0,12
"1",9,27,0,0,1,128
"2",9,27,0,20,0,1
"3",9,27,0,20,0,17
"3",9,27,0,20,1,87
"1",9,27,0,20,0,20
"1",9,27,0,20,1,78
"2",9,27,0,40,0,1
"3",9,27,0,40,0,14
"3",9,27,0,40,1,59
"1",9,27,0,40,0,8
"1",9,27,0,40,1,40
"2",9,27,1,0,0,1
"3",9,27,1,0,0,23
"3",9,27,1,0,1,12
"1",9,27,1,0,0,5
"1",9,27,1,0,1,6
"2",9,27,1,20,0,1
"3",9,27,1,20,0,20
"3",9,27,1,20,1,7
"1",9,27,1,20,0,8
"1",9,27,1,20,1,9
"2",9,27,1,40,0,3
"3",9,27,1,40,0,12
"3",9,27,1,40,1,5
"1",9,27,1,40,0,6
"1",9,27,1,40,1,10
"3",9,27,2,0,0,11
"3",9,27,2,0,1,4
"1",9,27,2,0,0,7
"1",9,27,2,0,1,12
"3",9,27,2,20,0,11
"3",9,27,2,20,1,3
"1",9,27,2,20,0,5
"1",9,27,2,20,1,10
"3",9,27,2,40,0,14
"3",9,27,2,40,1,4
"1",9,27,2,40,0,8
"1",9,27,2,40,1,8
"3",9,27,3,0,0,12
"3",9,27,3,0,1,5
"1",9,27,3,0,0,9
"1",9,27,3,0,1,10
"3",9,27,3,20,0,12
"3",9,27,3,20,1,1
"1",9,27,3,20,0,7
"1",9,27,3,20,1,9
"3",9,27,3,40,0,12
"3",9,27,3,40,1,4
"1",9,27,3,40,0,6
"1",9,27,3,40,1,12
"3",9,27,4,0,0,12
"3",9,27,4,0,1,6
"1",9,27,4,0,0,16
"1",9,27,4,0,1,19
"3",9,27,4,20,0,16
"3",9,27,4,20,1,1
"1",9,27,4,20,0,11
"1",9,27,4,20,1,22
"3",9,27,4,40,0,21
"3",9,27,4,40,1,8
"1",9,27,4,40,0,16
"1",9,27,4,40,1,19
"2",9,27,5,0,0,18
"3",9,27,5,0,0,14
"3",9,27,5,0,1,14
"1",9,27,5,0,0,6
"1",9,27,5,0,1,26
"2",9,27,5,20,0,17
"3",9,27,5,20,0,9
"3",9,27,5,20,1,8
"1",9,27,5,20,0,4
"1",9,27,5,20,1,29
"2",9,27,5,40,0,19
"3",9,27,5,40,0,19
"3",9,27,5,40,1,22
"1",9,27,5,40,0,10
"1",9,27,5,40,1,34
"2",9,27,6,0,0,28
"3",9,27,6,0,0,33
"3",9,27,6,0,1,25
"1",9,27,6,0,0,12
"1",9,27,6,0,1,45
"2",9,27,6,20,0,31
"3",9,27,6,20,0,41
"3",9,27,6,20,1,42
"1",9,27,6,20,0,20
"1",9,27,6,20,1,63
"2",9,27,6,40,0,43
"3",9,27,6,40,0,71
"3",9,27,6,40,1,53
"1",9,27,6,40,0,35
"1",9,27,6,40,1,79
"2",9,27,7,0,0,51
"3",9,27,7,0,0,113
"3",9,27,7,0,1,71
"1",9,27,7,0,0,56
"1",9,27,7,0,1,74
"2",9,27,7,20,0,89
"3",9,27,7,20,0,139
"3",9,27,7,20,1,73
"1",9,27,7,20,0,50
"1",9,27,7,20,1,98
"2",9,27,7,40,0,104
"3",9,27,7,40,0,142
"3",9,27,7,40,1,97
"1",9,27,7,40,0,41
"1",9,27,7,40,1,113
"2",9,27,8,0,0,128
"3",9,27,8,0,0,188
"3",9,27,8,0,1,96
"1",9,27,8,0,0,60
"1",9,27,8,0,1,118
"2",9,27,8,20,0,117
"3",9,27,8,20,0,137
"3",9,27,8,20,1,118
"1",9,27,8,20,0,45
"1",9,27,8,20,1,116
"2",9,27,8,40,0,131
"3",9,27,8,40,0,189
"3",9,27,8,40,1,144
"1",9,27,8,40,0,64
"1",9,27,8,40,1,125
"2",9,27,9,0,0,111
"3",9,27,9,0,0,150
"3",9,27,9,0,1,117
"1",9,27,9,0,0,58
"1",9,27,9,0,1,129
"2",9,27,9,20,0,90
"3",9,27,9,20,0,127
"3",9,27,9,20,1,109
"1",9,27,9,20,0,65
"1",9,27,9,20,1,97
"2",9,27,9,40,0,94
"3",9,27,9,40,0,123
"3",9,27,9,40,1,94
"1",9,27,9,40,0,45
"1",9,27,9,40,1,73
"2",9,27,10,0,0,96
"3",9,27,10,0,0,136
"3",9,27,10,0,1,80
"1",9,27,10,0,0,50
"1",9,27,10,0,1,79
"2",9,27,10,20,0,66
"3",9,27,10,20,0,118
"3",9,27,10,20,1,69
"1",9,27,10,20,0,35
"1",9,27,10,20,1,89
"2",9,27,10,40,0,56
"3",9,27,10,40,0,99
"3",9,27,10,40,1,88
"1",9,27,10,40,0,58
"1",9,27,10,40,1,97
"2",9,27,11,0,0,50
"3",9,27,11,0,0,102
"3",9,27,11,0,1,55
"1",9,27,11,0,0,31
"1",9,27,11,0,1,89
"2",9,27,11,20,0,53
"3",9,27,11,20,0,99
"3",9,27,11,20,1,51
"1",9,27,11,20,0,47
"1",9,27,11,20,1,89
"2",9,27,11,40,0,65
"3",9,27,11,40,0,86
"3",9,27,11,40,1,79
"1",9,27,11,40,0,33
"1",9,27,11,40,1,74
"2",9,27,12,0,0,49
"3",9,27,12,0,0,97
"3",9,27,12,0,1,96
"1",9,27,12,0,0,34
"1",9,27,12,0,1,88
"2",9,27,12,20,0,62
"3",9,27,12,20,0,93
"3",9,27,12,20,1,90
"1",9,27,12,20,0,44
"1",9,27,12,20,1,80
"2",9,27,12,40,0,66
"3",9,27,12,40,0,102
"3",9,27,12,40,1,84
"1",9,27,12,40,0,37
"1",9,27,12,40,1,74
"2",9,27,13,0,0,68
"3",9,27,13,0,0,129
"3",9,27,13,0,1,95
"1",9,27,13,0,0,57
"1",9,27,13,0,1,89
"2",9,27,13,20,0,82
"3",9,27,13,20,0,119
"3",9,27,13,20,1,91
"1",9,27,13,20,0,54
"1",9,27,13,20,1,113
"2",9,27,13,40,0,32
"3",9,27,13,40,0,113
"3",9,27,13,40,1,99
"1",9,27,13,40,0,90
"1",9,27,13,40,1,101
"2",9,27,14,0,0,51
"3",9,27,14,0,0,91
"3",9,27,14,0,1,82
"1",9,27,14,0,0,54
"1",9,27,14,0,1,89
"2",9,27,14,20,0,55
"3",9,27,14,20,0,115
"3",9,27,14,20,1,86
"1",9,27,14,20,0,47
"1",9,27,14,20,1,93
"2",9,27,14,40,0,66
"3",9,27,14,40,0,108
"3",9,27,14,40,1,91
"1",9,27,14,40,0,38
"1",9,27,14,40,1,105
"2",9,27,15,0,0,68
"3",9,27,15,0,0,108
"3",9,27,15,0,1,75
"1",9,27,15,0,0,39
"1",9,27,15,0,1,117
"2",9,27,15,20,0,84
"3",9,27,15,20,0,118
"3",9,27,15,20,1,106
"1",9,27,15,20,0,47
"1",9,27,15,20,1,96
"2",9,27,15,40,0,71
"3",9,27,15,40,0,114
"3",9,27,15,40,1,70
"1",9,27,15,40,0,44
"1",9,27,15,40,1,112
"2",9,27,16,0,0,71
"3",9,27,16,0,0,115
"3",9,27,16,0,1,72
"1",9,27,16,0,0,58
"1",9,27,16,0,1,79
"2",9,27,16,20,0,67
"3",9,27,16,20,0,83
"3",9,27,16,20,1,91
"1",9,27,16,20,0,53
"1",9,27,16,20,1,97
"2",9,27,16,40,0,83
"3",9,27,16,40,0,153
"3",9,27,16,40,1,84
"1",9,27,16,40,0,48
"1",9,27,16,40,1,119
"2",9,27,17,0,0,93
"3",9,27,17,0,0,138
"3",9,27,17,0,1,76
"1",9,27,17,0,0,52
"1",9,27,17,0,1,94
"2",9,27,17,20,0,21
"3",9,27,17,20,0,140
"3",9,27,17,20,1,73
"1",9,27,17,20,0,77
"1",9,27,17,20,1,142
"2",9,27,17,40,0,59
"3",9,27,17,40,0,104
"3",9,27,17,40,1,82
"1",9,27,17,40,0,45
"1",9,27,17,40,1,110
"2",9,27,18,0,0,43
"3",9,27,18,0,0,92
"3",9,27,18,0,1,83
"1",9,27,18,0,0,30
"1",9,27,18,0,1,76
"2",9,27,18,20,0,64
"3",9,27,18,20,0,72
"3",9,27,18,20,1,81
"1",9,27,18,20,0,18
"1",9,27,18,20,1,85
"2",9,27,18,40,0,60
"3",9,27,18,40,0,74
"3",9,27,18,40,1,83
"1",9,27,18,40,0,12
"1",9,27,18,40,1,64
"2",9,27,19,0,0,24
"3",9,27,19,0,0,51
"3",9,27,19,0,1,53
"1",9,27,19,0,0,40
"1",9,27,19,0,1,45
"2",9,27,19,20,0,29
"3",9,27,19,20,0,65
"3",9,27,19,20,1,56
"1",9,27,19,20,0,37
"1",9,27,19,20,1,50
"2",9,27,19,40,0,8
"3",9,27,19,40,0,64
"3",9,27,19,40,1,48
"1",9,27,19,40,0,55
"1",9,27,19,40,1,31
"2",9,27,20,0,0,12
"3",9,27,20,0,0,56
"3",9,27,20,0,1,62
"1",9,27,20,0,0,47
"1",9,27,20,0,1,45
"2",9,27,20,20,0,6
"3",9,27,20,20,0,51
"3",9,27,20,20,1,34
"1",9,27,20,20,0,51
"1",9,27,20,20,1,36
"2",9,27,20,40,0,14
"3",9,27,20,40,0,29
"3",9,27,20,40,1,38
"1",9,27,20,40,0,44
"1",9,27,20,40,1,45
"2",9,27,21,0,0,12
"3",9,27,21,0,0,36
"3",9,27,21,0,1,39
"1",9,27,21,0,0,34
"1",9,27,21,0,1,22
"2",9,27,21,20,0,7
"3",9,27,21,20,0,41
"3",9,27,21,20,1,23
"1",9,27,21,20,0,39
"1",9,27,21,20,1,34
"2",9,27,21,40,0,11
"3",9,27,21,40,0,32
"3",9,27,21,40,1,45
"1",9,27,21,40,0,26
"1",9,27,21,40,1,29
"2",9,27,22,0,0,4
"3",9,27,22,0,0,32
"3",9,27,22,0,1,20
"1",9,27,22,0,0,26
"1",9,27,22,0,1,19
"2",9,27,22,20,0,6
"3",9,27,22,20,0,21
"3",9,27,22,20,1,30
"1",9,27,22,20,0,20
"1",9,27,22,20,1,16
"2",9,27,22,40,0,3
"3",9,27,22,40,0,24
"3",9,27,22,40,1,20
"1",9,27,22,40,0,16
"1",9,27,22,40,1,19
"2",9,27,23,0,0,8
"3",9,27,23,0,0,4
"3",9,27,23,0,1,17
"1",9,27,23,0,0,12
"1",9,27,23,0,1,11
"2",9,27,23,20,0,12
"3",9,27,23,20,0,15
"3",9,27,23,20,1,9
"1",9,27,23,20,0,4
"1",9,27,23,20,1,17
"3",9,27,23,40,0,14
"3",9,27,23,40,1,14
"1",9,27,23,40,0,3
"1",9,27,23,40,1,22
"2",9,28,0,0,0,4
"3",9,28,0,0,0,16
"3",9,28,0,0,1,132
"1",9,28,0,0,0,7
"1",9,28,0,0,1,130
"2",9,28,0,20,0,3
"3",9,28,0,20,0,11
"3",9,28,0,20,1,95
"1",9,28,0,20,0,5
"1",9,28,0,20,1,47
"2",9,28,0,40,0,1
"3",9,28,0,40,0,19
"3",9,28,0,40,1,75
"1",9,28,0,40,0,16
"1",9,28,0,40,1,33
"2",9,28,1,0,0,1
"3",9,28,1,0,0,23
"3",9,28,1,0,1,7
"1",9,28,1,0,0,10
"1",9,28,1,0,1,5
"2",9,28,1,20,0,2
"3",9,28,1,20,0,29
"3",9,28,1,20,1,7
"1",9,28,1,20,0,9
"1",9,28,1,20,1,6
"2",9,28,1,40,0,1
"3",9,28,1,40,0,13
"3",9,28,1,40,1,6
"1",9,28,1,40,0,7
"1",9,28,1,40,1,9
"3",9,28,2,0,0,14
"3",9,28,2,0,1,9
"1",9,28,2,0,0,5
"1",9,28,2,0,1,7
"3",9,28,2,20,0,14
"3",9,28,2,20,1,6
"1",9,28,2,20,0,4
"1",9,28,2,20,1,10
"3",9,28,2,40,0,16
"3",9,28,2,40,1,10
"1",9,28,2,40,0,9
"1",9,28,2,40,1,14
"3",9,28,3,0,0,20
"3",9,28,3,0,1,4
"1",9,28,3,0,0,6
"1",9,28,3,0,1,5
"3",9,28,3,20,0,7
"3",9,28,3,20,1,8
"1",9,28,3,20,0,12
"1",9,28,3,20,1,12
"3",9,28,3,40,0,13
"3",9,28,3,40,1,7
"1",9,28,3,40,0,13
"1",9,28,3,40,1,19
"3",9,28,4,0,0,10
"3",9,28,4,0,1,10
"1",9,28,4,0,0,9
"1",9,28,4,0,1,21
"3",9,28,4,20,0,19
"3",9,28,4,20,1,6
"1",9,28,4,20,0,7
"1",9,28,4,20,1,17
"3",9,28,4,40,0,8
"3",9,28,4,40,1,10
"1",9,28,4,40,0,14
"1",9,28,4,40,1,15
"2",9,28,5,0,0,3
"3",9,28,5,0,0,14
"3",9,28,5,0,1,8
"1",9,28,5,0,0,22
"1",9,28,5,0,1,31
"2",9,28,5,20,0,4
"3",9,28,5,20,0,13
"3",9,28,5,20,1,14
"1",9,28,5,20,0,22
"1",9,28,5,20,1,31
"2",9,28,5,40,0,8
"3",9,28,5,40,0,18
"3",9,28,5,40,1,21
"1",9,28,5,40,0,19
"1",9,28,5,40,1,31
"2",9,28,6,0,0,5
"3",9,28,6,0,0,28
"3",9,28,6,0,1,24
"1",9,28,6,0,0,30
"1",9,28,6,0,1,35
"2",9,28,6,20,0,13
"3",9,28,6,20,0,37
"3",9,28,6,20,1,36
"1",9,28,6,20,0,49
"1",9,28,6,20,1,62
"2",9,28,6,40,0,26
"3",9,28,6,40,0,84
"3",9,28,6,40,1,43
"1",9,28,6,40,0,50
"1",9,28,6,40,1,52
"2",9,28,7,0,0,34
"3",9,28,7,0,0,119
"3",9,28,7,0,1,75
"1",9,28,7,0,0,91
"1",9,28,7,0,1,79
"2",9,28,7,20,0,48
"3",9,28,7,20,0,132
"3",9,28,7,20,1,58
"1",9,28,7,20,0,74
"1",9,28,7,20,1,69
"2",9,28,7,40,0,34
"3",9,28,7,40,0,135
"3",9,28,7,40,1,83
"1",9,28,7,40,0,104
"1",9,28,7,40,1,108
"2",9,28,8,0,0,32
"3",9,28,8,0,0,139
"3",9,28,8,0,1,110
"1",9,28,8,0,0,128
"1",9,28,8,0,1,95
"2",9,28,8,20,0,41
"3",9,28,8,20,0,148
"3",9,28,8,20,1,132
"1",9,28,8,20,0,137
"1",9,28,8,20,1,105
"2",9,28,8,40,0,35
"3",9,28,8,40,0,156
"3",9,28,8,40,1,131
"1",9,28,8,40,0,104
"1",9,28,8,40,1,118
"2",9,28,9,0,0,35
"3",9,28,9,0,0,145
"3",9,28,9,0,1,143
"1",9,28,9,0,0,111
"1",9,28,9,0,1,94
"2",9,28,9,20,0,23
"3",9,28,9,20,0,132
"3",9,28,9,20,1,132
"1",9,28,9,20,0,121
"1",9,28,9,20,1,109
"2",9,28,9,40,0,21
"3",9,28,9,40,0,133
"3",9,28,9,40,1,84
"1",9,28,9,40,0,136
"1",9,28,9,40,1,103
"2",9,28,10,0,0,19
"3",9,28,10,0,0,100
"3",9,28,10,0,1,74
"1",9,28,10,0,0,109
"1",9,28,10,0,1,78
"2",9,28,10,20,0,12
"3",9,28,10,20,0,92
"3",9,28,10,20,1,72
"1",9,28,10,20,0,89
"1",9,28,10,20,1,116
"2",9,28,10,40,0,13
"3",9,28,10,40,0,96
"3",9,28,10,40,1,80
"1",9,28,10,40,0,110
"1",9,28,10,40,1,93
"2",9,28,11,0,0,16
"3",9,28,11,0,0,77
"3",9,28,11,0,1,72
"1",9,28,11,0,0,88
"1",9,28,11,0,1,91
"2",9,28,11,20,0,13
"3",9,28,11,20,0,91
"3",9,28,11,20,1,86
"1",9,28,11,20,0,91
"1",9,28,11,20,1,77
"2",9,28,11,40,0,9
"3",9,28,11,40,0,75
"3",9,28,11,40,1,63
"1",9,28,11,40,0,78
"1",9,28,11,40,1,91
"2",9,28,12,0,0,18
"3",9,28,12,0,0,82
"3",9,28,12,0,1,106
"1",9,28,12,0,0,87
"1",9,28,12,0,1,87
"2",9,28,12,20,0,10
"3",9,28,12,20,0,97
"3",9,28,12,20,1,77
"1",9,28,12,20,0,89
"1",9,28,12,20,1,75
"2",9,28,12,40,0,15
"3",9,28,12,40,0,103
"3",9,28,12,40,1,57
"1",9,28,12,40,0,102
"1",9,28,12,40,1,96
"2",9,28,13,0,0,18
"3",9,28,13,0,0,96
"3",9,28,13,0,1,86
"1",9,28,13,0,0,104
"1",9,28,13,0,1,96
"2",9,28,13,20,0,15
"3",9,28,13,20,0,115
"3",9,28,13,20,1,101
"1",9,28,13,20,0,101
"1",9,28,13,20,1,88
"2",9,28,13,40,0,15
"3",9,28,13,40,0,121
"3",9,28,13,40,1,89
"1",9,28,13,40,0,95
"1",9,28,13,40,1,93
"2",9,28,14,0,0,12
"3",9,28,14,0,0,98
"3",9,28,14,0,1,111
"1",9,28,14,0,0,103
"1",9,28,14,0,1,75
"2",9,28,14,20,0,16
"3",9,28,14,20,0,80
"3",9,28,14,20,1,89
"1",9,28,14,20,0,110
"1",9,28,14,20,1,83
"2",9,28,14,40,0,7
"3",9,28,14,40,0,102
"3",9,28,14,40,1,99
"1",9,28,14,40,0,89
"1",9,28,14,40,1,114
"2",9,28,15,0,0,11
"3",9,28,15,0,0,106
"3",9,28,15,0,1,83
"1",9,28,15,0,0,91
"1",9,28,15,0,1,90
"2",9,28,15,20,0,15
"3",9,28,15,20,0,105
"3",9,28,15,20,1,86
"1",9,28,15,20,0,97
"1",9,28,15,20,1,97
"2",9,28,15,40,0,10
"3",9,28,15,40,0,107
"3",9,28,15,40,1,86
"1",9,28,15,40,0,88
"1",9,28,15,40,1,83
"2",9,28,16,0,0,18
"3",9,28,16,0,0,123
"3",9,28,16,0,1,81
"1",9,28,16,0,0,105
"1",9,28,16,0,1,100
"2",9,28,16,20,0,29
"3",9,28,16,20,0,99
"3",9,28,16,20,1,91
"1",9,28,16,20,0,97
"1",9,28,16,20,1,65
"2",9,28,16,40,0,76
"3",9,28,16,40,0,129
"3",9,28,16,40,1,88
"1",9,28,16,40,0,45
"1",9,28,16,40,1,78
"2",9,28,17,0,0,56
"3",9,28,17,0,0,115
"3",9,28,17,0,1,86
"1",9,28,17,0,0,31
"1",9,28,17,0,1,86
"2",9,28,17,20,0,79
"3",9,28,17,20,0,114
"3",9,28,17,20,1,73
"1",9,28,17,20,0,37
"1",9,28,17,20,1,113
"2",9,28,17,40,0,69
"3",9,28,17,40,0,125
"3",9,28,17,40,1,76
"1",9,28,17,40,0,31
"1",9,28,17,40,1,112
"2",9,28,18,0,0,43
"3",9,28,18,0,0,77
"3",9,28,18,0,1,68
"1",9,28,18,0,0,26
"1",9,28,18,0,1,80
"2",9,28,18,20,0,54
"3",9,28,18,20,0,66
"3",9,28,18,20,1,56
"1",9,28,18,20,0,24
"1",9,28,18,20,1,69
"2",9,28,18,40,0,52
"3",9,28,18,40,0,70
"3",9,28,18,40,1,59
"1",9,28,18,40,0,18
"1",9,28,18,40,1,64
"2",9,28,19,0,0,42
"3",9,28,19,0,0,49
"3",9,28,19,0,1,50
"1",9,28,19,0,0,28
"1",9,28,19,0,1,39
"2",9,28,19,20,0,54
"3",9,28,19,20,0,46
"3",9,28,19,20,1,72
"1",9,28,19,20,0,26
"1",9,28,19,20,1,39
"2",9,28,19,40,0,48
"3",9,28,19,40,0,63
"3",9,28,19,40,1,41
"1",9,28,19,40,0,17
"1",9,28,19,40,1,40
"2",9,28,20,0,0,48
"3",9,28,20,0,0,53
"3",9,28,20,0,1,25
"1",9,28,20,0,0,20
"1",9,28,20,0,1,30
"2",9,28,20,20,0,42
"3",9,28,20,20,0,52
"3",9,28,20,20,1,18
"1",9,28,20,20,0,24
"1",9,28,20,20,1,35
"2",9,28,20,40,0,29
"3",9,28,20,40,0,56
"3",9,28,20,40,1,28
"1",9,28,20,40,0,17
"1",9,28,20,40,1,35
"2",9,28,21,0,0,31
"3",9,28,21,0,0,47
"3",9,28,21,0,1,26
"1",9,28,21,0,0,24
"1",9,28,21,0,1,17
"2",9,28,21,20,0,35
"3",9,28,21,20,0,35
"3",9,28,21,20,1,35
"1",9,28,21,20,0,11
"1",9,28,21,20,1,31
"2",9,28,21,40,0,19
"3",9,28,21,40,0,28
"3",9,28,21,40,1,26
"1",9,28,21,40,0,16
"1",9,28,21,40,1,18
"2",9,28,22,0,0,18
"3",9,28,22,0,0,18
"3",9,28,22,0,1,16
"1",9,28,22,0,0,7
"1",9,28,22,0,1,7
"2",9,28,22,20,0,12
"3",9,28,22,20,0,17
"3",9,28,22,20,1,24
"1",9,28,22,20,0,9
"1",9,28,22,20,1,22
"2",9,28,22,40,0,14
