"time_window","gate_dir",vehicle_model[0],vehicle_model[1],vehicle_model[2],vehicle_model[3],vehicle_model[4],vehicle_model[5],vehicle_model[6],vehicle_model[7],has_etc[0],has_etc[1],vehicle_type[0],vehicle_type[1],no_type,total_volume,working_day
"[2016-10-03 21:00:00,2016-10-03 21:20:00)","2","0","2","0","0","0","0","0","0","0","2","0","0","2","2","1"
"[2016-10-03 21:00:00,2016-10-03 21:20:00)","3","53","8","1","0","0","1","0","0","58","5","0","0","63","63","1"
"[2016-10-03 21:00:00,2016-10-03 21:20:00)","4","0","5","1","0","0","0","0","0","1","5","5","1","0","6","1"
"[2016-09-22 12:40:00,2016-09-22 13:00:00)","0","0","36","4","0","1","0","0","0","30","11","0","0","41","41","1"
"[2016-09-22 12:40:00,2016-09-22 13:00:00)","1","0","82","7","6","2","1","0","0","74","24","72","26","0","98","1"
"[2016-09-22 12:40:00,2016-09-22 13:00:00)","2","0","46","13","0","0","0","0","0","47","12","0","0","59","59","1"
"[2016-09-22 12:40:00,2016-09-22 13:00:00)","3","0","76","23","0","2","0","0","0","76","25","0","0","101","101","1"
"[2016-09-22 12:40:00,2016-09-22 13:00:00)","4","0","81","5","4","0","2","0","0","72","20","80","12","0","92","1"
"[2016-09-21 01:40:00,2016-09-21 02:00:00)","0","0","5","1","0","0","0","0","0","6","0","0","0","6","6","1"
"[2016-09-21 01:40:00,2016-09-21 02:00:00)","1","0","8","4","0","0","1","0","0","11","2","7","6","0","13","1"
"[2016-09-21 01:40:00,2016-09-21 02:00:00)","2","0","1","0","0","0","0","0","0","0","1","0","0","1","1","1"
"[2016-09-21 01:40:00,2016-09-21 02:00:00)","3","0","17","0","0","0","0","0","0","16","1","0","0","17","17","1"
"[2016-09-21 01:40:00,2016-09-21 02:00:00)","4","0","6","0","1","0","0","0","0","6","1","6","1","0","7","1"
"[2016-10-17 03:00:00,2016-10-17 03:20:00)","0","0","3","1","0","2","1","0","0","6","1","0","0","7","7","1"
"[2016-10-17 03:00:00,2016-10-17 03:20:00)","1","0","5","1","0","0","0","0","0","5","1","2","4","0","6","1"
"[2016-10-17 03:00:00,2016-10-17 03:20:00)","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"[2016-10-17 03:00:00,2016-10-17 03:20:00)","3","0","13","1","1","0","1","0","0","14","2","0","0","16","16","1"
"[2016-10-17 03:00:00,2016-10-17 03:20:00)","4","0","6","1","1","0","0","0","0","7","1","3","5","0","8","1"
"[2016-10-10 10:20:00,2016-10-10 10:40:00)","0","0","38","4","0","0","0","0","0","36","6","0","0","42","42","1"
"[2016-10-10 10:20:00,2016-10-10 10:40:00)","1","0","68","7","5","1","5","0","1","66","21","59","28","0","87","1"
"[2016-10-10 10:20:00,2016-10-10 10:40:00)","2","0","43","14","0","0","0","0","0","49","8","0","0","57","57","1"
"[2016-10-10 10:20:00,2016-10-10 10:40:00)","3","0","83","26","1","1","0","0","0","85","26","0","0","111","111","1"
"[2016-10-10 10:20:00,2016-10-10 10:40:00)","4","0","84","5","3","1","2","0","0","69","26","79","16","0","95","1"
"[2016-09-23 06:20:00,2016-09-23 06:40:00)","0","0","12","5","0","0","0","0","0","15","2","0","0","17","17","1"
"[2016-09-23 06:20:00,2016-09-23 06:40:00)","1","0","40","13","5","0","5","0","0","58","5","26","37","0","63","1"
"[2016-09-23 06:20:00,2016-09-23 06:40:00)","2","0","23","9","0","0","0","0","0","27","5","0","0","32","32","1"
"[2016-09-23 06:20:00,2016-09-23 06:40:00)","3","0","42","17","0","1","0","0","0","44","16","0","0","60","60","1"
"[2016-09-23 06:20:00,2016-09-23 06:40:00)","4","0","29","8","2","0","2","0","0","34","7","21","20","0","41","1"
"[2016-10-03 12:00:00,2016-10-03 12:20:00)","0","115","8","3","3","1","3","0","0","129","4","0","0","133","133","1"
"[2016-10-03 12:00:00,2016-10-03 12:20:00)","1","0","7","3","1","4","0","0","0","10","5","7","8","0","15","1"
"[2016-10-03 12:00:00,2016-10-03 12:20:00)","2","0","5","0","0","0","0","0","0","0","5","0","0","5","5","1"
"[2016-10-03 12:00:00,2016-10-03 12:20:00)","3","44","13","2","0","3","0","0","0","53","9","0","0","62","62","1"
"[2016-10-03 12:00:00,2016-10-03 12:20:00)","4","0","16","4","0","2","0","0","0","9","13","12","10","0","22","1"
"[2016-09-24 02:20:00,2016-09-24 02:40:00)","0","0","2","1","1","0","0","0","0","3","1","0","0","4","4","0"
"[2016-09-24 02:20:00,2016-09-24 02:40:00)","1","0","5","1","0","0","2","0","0","7","1","3","5","0","8","0"
"[2016-09-24 02:20:00,2016-09-24 02:40:00)","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"[2016-09-24 02:20:00,2016-09-24 02:40:00)","3","0","11","1","0","0","4","0","0","15","1","0","0","16","16","0"
"[2016-09-24 02:20:00,2016-09-24 02:40:00)","4","0","1","0","0","0","0","0","0","1","0","1","0","0","1","0"
"[2016-10-05 16:00:00,2016-10-05 16:20:00)","0","227","14","7","0","1","4","0","0","249","4","0","0","253","253","1"
"[2016-10-05 16:00:00,2016-10-05 16:20:00)","1","0","9","2","2","1","4","0","0","12","6","7","11","0","18","1"
"[2016-10-05 16:00:00,2016-10-05 16:20:00)","2","0","18","1","1","0","0","0","0","0","20","0","0","20","20","1"
"[2016-10-05 16:00:00,2016-10-05 16:20:00)","3","135","24","8","3","4","1","0","0","153","22","0","0","175","175","1"
"[2016-10-05 16:00:00,2016-10-05 16:20:00)","4","0","17","5","2","0","5","0","0","19","10","13","16","0","29","1"
"[2016-10-17 04:20:00,2016-10-17 04:40:00)","0","0","6","5","0","0","1","0","0","11","1","0","0","12","12","1"
"[2016-10-17 04:20:00,2016-10-17 04:40:00)","1","0","14","0","0","0","6","0","0","19","1","9","11","0","20","1"
"[2016-10-17 04:20:00,2016-10-17 04:40:00)","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"[2016-10-17 04:20:00,2016-10-17 04:40:00)","3","0","11","0","0","1","0","0","0","12","0","0","0","12","12","1"
"[2016-10-17 04:20:00,2016-10-17 04:40:00)","4","0","1","0","2","0","2","0","0","5","0","0","5","0","5","1"
"[2016-09-28 01:40:00,2016-09-28 02:00:00)","0","0","6","1","0","0","0","0","0","6","1","0","0","7","7","1"
"[2016-09-28 01:40:00,2016-09-28 02:00:00)","1","0","4","4","0","0","1","0","0","8","1","3","6","0","9","1"
"[2016-09-28 01:40:00,2016-09-28 02:00:00)","2","0","1","0","0","0","0","0","0","0","1","0","0","1","1","1"
"[2016-09-28 01:40:00,2016-09-28 02:00:00)","3","0","12","0","1","0","0","0","0","12","1","0","0","13","13","1"
"[2016-09-28 01:40:00,2016-09-28 02:00:00)","4","0","5","0","1","0","0","0","0","4","2","5","1","0","6","1"
"[2016-09-26 16:40:00,2016-09-26 17:00:00)","0","0","43","3","0","0","0","0","0","33","13","0","0","46","46","1"
"[2016-09-26 16:40:00,2016-09-26 17:00:00)","1","0","87","9","3","2","2","0","0","79","24","82","21","0","103","1"
"[2016-09-26 16:40:00,2016-09-26 17:00:00)","2","0","60","11","0","2","0","0","0","59","14","0","0","73","73","1"
"[2016-09-26 16:40:00,2016-09-26 17:00:00)","3","0","108","27","1","0","0","0","0","97","39","0","0","136","136","1"
"[2016-09-26 16:40:00,2016-09-26 17:00:00)","4","0","71","4","2","0","1","0","0","54","24","70","8","0","78","1"
"[2016-09-21 09:20:00,2016-09-21 09:40:00)","0","0","52","3","0","0","0","0","0","42","13","0","0","55","55","1"
"[2016-09-21 09:20:00,2016-09-21 09:40:00)","1","0","109","8","9","1","4","0","1","112","20","92","40","0","132","1"
"[2016-09-21 09:20:00,2016-09-21 09:40:00)","2","0","86","13","0","0","0","0","1","83","17","0","0","100","100","1"
"[2016-09-21 09:20:00,2016-09-21 09:40:00)","3","0","96","21","1","2","0","0","0","94","26","0","0","120","120","1"
"[2016-09-21 09:20:00,2016-09-21 09:40:00)","4","0","74","3","4","1","0","0","1","56","27","77","6","0","83","1"
"[2016-10-02 18:20:00,2016-10-02 18:40:00)","0","101","12","2","0","0","1","0","0","108","8","0","0","116","116","0"
"[2016-10-02 18:20:00,2016-10-02 18:40:00)","1","0","9","1","0","0","1","0","0","2","9","9","2","0","11","0"
"[2016-10-02 18:20:00,2016-10-02 18:40:00)","2","0","3","0","0","0","0","0","0","0","3","0","0","3","3","0"
"[2016-10-02 18:20:00,2016-10-02 18:40:00)","3","44","11","1","0","3","3","0","0","56","6","0","0","62","62","0"
"[2016-10-02 18:20:00,2016-10-02 18:40:00)","4","0","13","1","0","0","1","0","0","7","8","8","7","0","15","0"
"[2016-09-20 04:20:00,2016-09-20 04:40:00)","0","0","3","3","0","0","2","0","0","7","1","0","0","8","8","1"
"[2016-09-20 04:20:00,2016-09-20 04:40:00)","1","0","14","2","0","0","1","0","0","14","3","7","10","0","17","1"
"[2016-09-20 04:20:00,2016-09-20 04:40:00)","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"[2016-09-20 04:20:00,2016-09-20 04:40:00)","3","0","5","2","2","0","0","0","0","9","0","0","0","9","9","1"
"[2016-09-20 04:20:00,2016-09-20 04:40:00)","4","0","4","1","0","0","1","0","0","3","3","3","3","0","6","1"
"[2016-10-11 21:20:00,2016-10-11 21:40:00)","0","0","10","1","0","0","0","0","0","7","4","0","0","11","11","1"
"[2016-10-11 21:20:00,2016-10-11 21:40:00)","1","0","31","2","0","0","1","0","0","25","9","31","3","0","34","1"
"[2016-10-11 21:20:00,2016-10-11 21:40:00)","2","0","23","5","0","0","0","0","0","24","4","0","0","28","28","1"
"[2016-10-11 21:20:00,2016-10-11 21:40:00)","3","0","27","9","0","0","0","0","0","30","6","0","0","36","36","1"
"[2016-10-11 21:20:00,2016-10-11 21:40:00)","4","0","31","4","0","1","1","0","0","27","10","32","5","0","37","1"
"[2016-10-07 03:20:00,2016-10-07 03:40:00)","0","5","1","2","0","0","1","0","0","9","0","0","0","9","9","1"
"[2016-10-07 03:20:00,2016-10-07 03:40:00)","1","0","7","1","0","0","0","0","0","8","0","0","8","0","8","1"
"[2016-10-07 03:20:00,2016-10-07 03:40:00)","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"[2016-10-07 03:20:00,2016-10-07 03:40:00)","3","11","3","0","0","0","0","0","0","14","0","0","0","14","14","1"
"[2016-10-07 03:20:00,2016-10-07 03:40:00)","4","0","0","1","0","0","2","0","0","3","0","0","3","0","3","1"
"[2016-09-19 01:00:00,2016-09-19 01:20:00)","0","0","7","0","0","0","3","0","0","9","1","0","0","10","10","1"
"[2016-09-19 01:00:00,2016-09-19 01:20:00)","1","0","3","1","0","0","0","0","0","3","1","2","2","0","4","1"
"[2016-09-19 01:00:00,2016-09-19 01:20:00)","2","0","1","0","0","0","0","0","0","0","1","0","0","1","1","1"
"[2016-09-19 01:00:00,2016-09-19 01:20:00)","3","0","16","0","0","0","1","0","0","16","1","0","0","17","17","1"
"[2016-09-19 01:00:00,2016-09-19 01:20:00)","4","0","4","0","0","0","0","0","0","3","1","4","0","0","4","1"
"[2016-10-03 13:00:00,2016-10-03 13:20:00)","0","147","6","1","0","0","1","0","0","151","4","0","0","155","155","1"
"[2016-10-03 13:00:00,2016-10-03 13:20:00)","1","0","11","4","1","1","3","0","0","16","4","6","14","0","20","1"
"[2016-10-03 13:00:00,2016-10-03 13:20:00)","2","0","7","0","0","0","0","0","0","0","7","0","0","7","7","1"
"[2016-10-03 13:00:00,2016-10-03 13:20:00)","3","76","11","3","5","1","0","0","1","88","9","0","0","97","97","1"
"[2016-10-03 13:00:00,2016-10-03 13:20:00)","4","0","16","0","5","1","2","0","0","11","13","14","10","0","24","1"
"[2016-09-22 00:00:00,2016-09-22 00:20:00)","0","0","13","0","1","1","2","0","0","14","3","0","0","17","17","1"
"[2016-09-22 00:00:00,2016-09-22 00:20:00)","1","0","89","9","1","7","3","0","1","83","27","79","31","0","110","1"
"[2016-09-22 00:00:00,2016-09-22 00:20:00)","2","0","1","0","0","0","0","0","0","0","1","0","0","1","1","1"
"[2016-09-22 00:00:00,2016-09-22 00:20:00)","3","0","9","1","0","0","1","0","0","10","1","0","0","11","11","1"
"[2016-09-22 00:00:00,2016-09-22 00:20:00)","4","0","131","3","5","1","2","0","0","110","32","124","18","0","142","1"
"[2016-10-05 16:40:00,2016-10-05 17:00:00)","0","175","18","10","0","1","1","0","0","196","9","0","0","205","205","1"
"[2016-10-05 16:40:00,2016-10-05 17:00:00)","1","0","14","2","0","1","2","0","0","11","8","8","11","0","19","1"
"[2016-10-05 16:40:00,2016-10-05 17:00:00)","2","0","19","0","0","0","0","0","0","0","19","0","0","19","19","1"
"[2016-10-05 16:40:00,2016-10-05 17:00:00)","3","136","31","4","0","4","1","0","0","160","16","0","0","176","176","1"
"[2016-10-05 16:40:00,2016-10-05 17:00:00)","4","0","9","1","1","0","2","0","1","6","8","8","6","0","14","1"
"[2016-10-12 05:40:00,2016-10-12 06:00:00)","0","0","5","1","0","0","0","0","0","5","1","0","0","6","6","1"
"[2016-10-12 05:40:00,2016-10-12 06:00:00)","1","0","20","2","2","0","6","0","0","30","0","11","19","0","30","1"
"[2016-10-12 05:40:00,2016-10-12 06:00:00)","2","0","9","6","0","0","0","0","0","12","3","0","0","15","15","1"
"[2016-10-12 05:40:00,2016-10-12 06:00:00)","3","0","16","11","0","0","0","0","0","26","1","0","0","27","27","1"
"[2016-10-12 05:40:00,2016-10-12 06:00:00)","4","0","14","5","0","0","0","0","0","18","1","8","11","0","19","1"
"[2016-10-15 09:40:00,2016-10-15 10:00:00)","0","0","54","1","0","0","0","0","0","40","15","0","0","55","55","0"
"[2016-10-15 09:40:00,2016-10-15 10:00:00)","1","0","104","6","1","1","9","0","0","91","30","99","22","0","121","0"
"[2016-10-15 09:40:00,2016-10-15 10:00:00)","2","0","84","11","0","0","0","0","0","79","16","0","0","95","95","0"
"[2016-10-15 09:40:00,2016-10-15 10:00:00)","3","0","102","16","0","3","0","0","0","88","33","0","0","121","121","0"
"[2016-10-15 09:40:00,2016-10-15 10:00:00)","4","0","94","3","2","1","5","0","0","83","22","90","15","0","105","0"
"[2016-09-30 19:20:00,2016-09-30 19:40:00)","0","0","144","1","4","0","5","0","0","141","13","0","0","154","154","1"
"[2016-09-30 19:20:00,2016-09-30 19:40:00)","1","0","14","2","0","0","0","0","0","6","10","10","6","0","16","1"
"[2016-09-30 19:20:00,2016-09-30 19:40:00)","2","0","23","0","0","0","0","0","0","0","23","0","0","23","23","1"
"[2016-09-30 19:20:00,2016-09-30 19:40:00)","3","0","81","2","5","0","0","0","1","67","22","0","0","89","89","1"
"[2016-09-30 19:20:00,2016-09-30 19:40:00)","4","0","13","5","0","0","2","0","0","12","8","12","8","0","20","1"
"[2016-09-24 17:40:00,2016-09-24 18:00:00)","0","0","30","2","0","0","0","0","0","24","8","0","0","32","32","0"
"[2016-09-24 17:40:00,2016-09-24 18:00:00)","1","0","91","6","2","4","2","0","0","81","24","84","21","0","105","0"
"[2016-09-24 17:40:00,2016-09-24 18:00:00)","2","0","75","9","0","1","0","0","0","66","19","0","0","85","85","0"
"[2016-09-24 17:40:00,2016-09-24 18:00:00)","3","0","81","20","0","1","0","0","0","81","21","0","0","102","102","0"
"[2016-09-24 17:40:00,2016-09-24 18:00:00)","4","0","82","1","4","0","0","0","0","60","27","82","5","0","87","0"
"[2016-10-10 10:40:00,2016-10-10 11:00:00)","0","0","39","1","0","0","0","0","0","33","7","0","0","40","40","1"
"[2016-10-10 10:40:00,2016-10-10 11:00:00)","1","0","72","8","4","1","4","0","0","70","19","60","29","0","89","1"
"[2016-10-10 10:40:00,2016-10-10 11:00:00)","2","0","66","10","0","0","0","0","0","64","12","0","0","76","76","1"
"[2016-10-10 10:40:00,2016-10-10 11:00:00)","3","1","82","26","2","1","0","0","0","91","21","0","0","112","112","1"
"[2016-10-10 10:40:00,2016-10-10 11:00:00)","4","0","82","9","1","0","2","0","0","69","25","77","17","0","94","1"
"[2016-10-16 12:40:00,2016-10-16 13:00:00)","0","0","47","3","0","0","0","0","0","35","15","0","0","50","50","0"
"[2016-10-16 12:40:00,2016-10-16 13:00:00)","1","0","73","7","1","2","6","0","0","68","21","73","16","0","89","0"
"[2016-10-16 12:40:00,2016-10-16 13:00:00)","2","0","58","5","0","0","0","0","0","44","19","0","0","63","63","0"
"[2016-10-16 12:40:00,2016-10-16 13:00:00)","3","0","93","4","4","3","0","0","0","77","27","0","0","104","104","0"
"[2016-10-16 12:40:00,2016-10-16 13:00:00)","4","0","107","6","1","0","1","0","0","89","26","103","12","0","115","0"
"[2016-10-17 22:40:00,2016-10-17 23:00:00)","0","0","4","0","0","0","0","0","0","4","0","0","0","4","4","1"
"[2016-10-17 22:40:00,2016-10-17 23:00:00)","1","0","15","3","0","0","1","0","0","12","7","13","6","0","19","1"
"[2016-10-17 22:40:00,2016-10-17 23:00:00)","2","0","18","5","0","0","0","0","0","17","6","0","0","23","23","1"
"[2016-10-17 22:40:00,2016-10-17 23:00:00)","3","0","12","7","0","0","0","0","0","18","1","0","0","19","19","1"
"[2016-10-17 22:40:00,2016-10-17 23:00:00)","4","0","26","1","0","0","1","0","0","16","12","24","4","0","28","1"
"[2016-10-13 14:00:00,2016-10-13 14:20:00)","0","0","40","2","2","0","0","0","0","32","12","0","0","44","44","1"
"[2016-10-13 14:00:00,2016-10-13 14:20:00)","1","0","99","12","4","0","4","0","1","102","18","84","36","0","120","1"
"[2016-10-13 14:00:00,2016-10-13 14:20:00)","2","0","77","9","0","0","0","0","0","64","22","0","0","86","86","1"
"[2016-10-13 14:00:00,2016-10-13 14:20:00)","3","0","89","20","0","1","0","0","0","84","26","0","0","110","110","1"
"[2016-10-13 14:00:00,2016-10-13 14:20:00)","4","0","99","4","3","0","2","0","0","76","32","90","18","0","108","1"
"[2016-10-12 20:20:00,2016-10-12 20:40:00)","0","0","17","0","0","0","0","0","1","11","7","0","0","18","18","1"
"[2016-10-12 20:20:00,2016-10-12 20:40:00)","1","0","35","5","1","0","0","0","0","28","13","32","9","0","41","1"
"[2016-10-12 20:20:00,2016-10-12 20:40:00)","2","0","28","3","0","0","0","0","0","25","6","0","0","31","31","1"
"[2016-10-12 20:20:00,2016-10-12 20:40:00)","3","0","18","11","1","0","0","0","0","26","4","0","0","30","30","1"
"[2016-10-12 20:20:00,2016-10-12 20:40:00)","4","0","47","1","3","0","2","0","0","37","16","46","7","0","53","1"
"[2016-10-08 22:00:00,2016-10-08 22:20:00)","0","0","10","1","0","0","0","0","0","10","1","0","0","11","11","0"
"[2016-10-08 22:00:00,2016-10-08 22:20:00)","1","0","14","3","1","1","0","0","0","17","2","11","8","0","19","0"
"[2016-10-08 22:00:00,2016-10-08 22:20:00)","2","0","15","0","0","0","0","0","0","12","3","0","0","15","15","0"
"[2016-10-08 22:00:00,2016-10-08 22:20:00)","3","0","17","4","0","0","0","0","0","16","5","0","0","21","21","0"
"[2016-10-08 22:00:00,2016-10-08 22:20:00)","4","0","17","3","0","0","0","0","0","15","5","16","4","0","20","0"
"[2016-09-22 10:00:00,2016-09-22 10:20:00)","0","0","44","2","0","1","0","0","0","37","10","0","0","47","47","1"
"[2016-09-22 10:00:00,2016-09-22 10:20:00)","1","0","83","6","3","3","3","0","0","76","22","68","30","0","98","1"
"[2016-09-22 10:00:00,2016-09-22 10:20:00)","2","0","70","12","0","0","0","0","1","64","19","0","0","83","83","1"
"[2016-09-22 10:00:00,2016-09-22 10:20:00)","3","0","73","17","1","1","0","0","0","73","19","0","0","92","92","1"
"[2016-09-22 10:00:00,2016-09-22 10:20:00)","4","0","71","5","3","0","3","0","0","69","13","64","18","0","82","1"
"[2016-10-14 08:20:00,2016-10-14 08:40:00)","0","0","53","5","1","0","0","0","0","44","15","0","0","59","59","1"
"[2016-10-14 08:20:00,2016-10-14 08:40:00)","1","0","99","5","0","2","1","0","0","82","25","91","16","0","107","1"
"[2016-10-14 08:20:00,2016-10-14 08:40:00)","2","0","116","15","0","1","0","0","0","87","45","0","0","132","132","1"
"[2016-10-14 08:20:00,2016-10-14 08:40:00)","3","0","160","20","0","0","0","0","0","126","54","0","0","180","180","1"
"[2016-10-14 08:20:00,2016-10-14 08:40:00)","4","0","124","6","2","0","2","0","0","93","41","118","16","0","134","1"
"[2016-09-25 13:00:00,2016-09-25 13:20:00)","0","0","49","0","3","5","0","0","0","39","18","0","0","57","57","0"
"[2016-09-25 13:00:00,2016-09-25 13:20:00)","1","0","82","8","1","0","1","0","0","64","28","76","16","0","92","0"
"[2016-09-25 13:00:00,2016-09-25 13:20:00)","2","0","60","4","0","0","0","0","0","53","11","0","0","64","64","0"
"[2016-09-25 13:00:00,2016-09-25 13:20:00)","3","0","74","19","1","7","0","0","0","66","35","0","0","101","101","0"
"[2016-09-25 13:00:00,2016-09-25 13:20:00)","4","0","119","6","4","2","0","0","0","95","36","126","5","0","131","0"
"[2016-09-24 20:40:00,2016-09-24 21:00:00)","0","0","28","2","0","0","0","0","0","20","10","0","0","30","30","0"
"[2016-09-24 20:40:00,2016-09-24 21:00:00)","1","0","40","10","1","0","0","0","0","42","9","42","9","0","51","0"
"[2016-09-24 20:40:00,2016-09-24 21:00:00)","2","0","28","7","0","0","0","0","0","29","6","0","0","35","35","0"
"[2016-09-24 20:40:00,2016-09-24 21:00:00)","3","0","46","18","0","0","0","0","0","46","18","0","0","64","64","0"
"[2016-09-24 20:40:00,2016-09-24 21:00:00)","4","0","48","0","0","0","1","0","0","33","16","48","1","0","49","0"
"[2016-09-29 09:40:00,2016-09-29 10:00:00)","0","0","46","2","0","0","0","0","0","37","11","0","0","48","48","1"
"[2016-09-29 09:40:00,2016-09-29 10:00:00)","1","0","72","6","2","2","1","0","0","60","23","65","18","0","83","1"
"[2016-09-29 09:40:00,2016-09-29 10:00:00)","2","0","73","9","0","0","0","0","0","68","14","0","0","82","82","1"
"[2016-09-29 09:40:00,2016-09-29 10:00:00)","3","0","79","24","1","1","0","0","0","82","23","0","0","105","105","1"
"[2016-09-29 09:40:00,2016-09-29 10:00:00)","4","0","107","5","6","2","1","0","0","81","40","101","20","0","121","1"
"[2016-10-02 02:00:00,2016-10-02 02:20:00)","0","15","1","0","1","0","1","0","0","17","1","0","0","18","18","0"
"[2016-10-02 02:00:00,2016-10-02 02:20:00)","1","0","0","0","0","0","1","0","0","1","0","0","1","0","1","0"
"[2016-10-02 02:00:00,2016-10-02 02:20:00)","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"[2016-10-02 02:00:00,2016-10-02 02:20:00)","3","11","2","0","0","0","0","0","0","13","0","0","0","13","13","0"
"[2016-10-02 02:00:00,2016-10-02 02:20:00)","4","0","1","0","0","0","5","0","0","5","1","1","5","0","6","0"
"[2016-09-26 07:20:00,2016-09-26 07:40:00)","0","0","37","2","0","0","0","0","0","29","10","0","0","39","39","1"
"[2016-09-26 07:20:00,2016-09-26 07:40:00)","1","0","107","4","3","2","3","0","1","90","30","100","20","0","120","1"
"[2016-09-26 07:20:00,2016-09-26 07:40:00)","2","0","108","4","1","1","0","0","0","64","50","0","0","114","114","1"
"[2016-09-26 07:20:00,2016-09-26 07:40:00)","3","0","146","14","2","0","0","0","0","104","58","0","0","162","162","1"
"[2016-09-26 07:20:00,2016-09-26 07:40:00)","4","0","83","2","1","0","1","0","0","65","22","76","11","0","87","1"
"[2016-10-08 11:40:00,2016-10-08 12:00:00)","0","0","21","3","0","0","0","0","0","21","3","0","0","24","24","0"
"[2016-10-08 11:40:00,2016-10-08 12:00:00)","1","0","50","8","0","3","5","0","0","53","13","48","18","0","66","0"
"[2016-10-08 11:40:00,2016-10-08 12:00:00)","2","0","34","7","0","0","0","0","0","35","6","0","0","41","41","0"
"[2016-10-08 11:40:00,2016-10-08 12:00:00)","3","0","73","24","0","1","0","0","0","82","16","0","0","98","98","0"
"[2016-10-08 11:40:00,2016-10-08 12:00:00)","4","0","68","4","4","0","0","0","0","60","16","63","13","0","76","0"
"[2016-10-01 06:20:00,2016-10-01 06:40:00)","0","229","17","4","3","0","4","0","0","247","10","0","0","257","257","0"
"[2016-10-01 06:20:00,2016-10-01 06:40:00)","1","0","16","1","1","1","0","0","0","8","11","10","9","0","19","0"
"[2016-10-01 06:20:00,2016-10-01 06:40:00)","2","0","9","1","0","0","0","0","0","0","10","0","0","10","10","0"
"[2016-10-01 06:20:00,2016-10-01 06:40:00)","3","79","14","0","1","2","0","0","0","86","10","0","0","96","96","0"
"[2016-10-01 06:20:00,2016-10-01 06:40:00)","4","0","9","5","1","1","3","0","0","10","9","9","10","0","19","0"
"[2016-10-07 03:00:00,2016-10-07 03:20:00)","0","6","0","0","1","0","2","0","0","9","0","0","0","9","9","1"
"[2016-10-07 03:00:00,2016-10-07 03:20:00)","1","0","3","0","0","0","1","0","0","4","0","0","4","0","4","1"
"[2016-10-07 03:00:00,2016-10-07 03:20:00)","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"[2016-10-07 03:00:00,2016-10-07 03:20:00)","3","15","4","0","0","0","1","0","0","19","1","0","0","20","20","1"
"[2016-10-07 03:00:00,2016-10-07 03:20:00)","4","0","1","0","0","0","0","0","0","0","1","1","0","0","1","1"
"[2016-10-15 19:00:00,2016-10-15 19:20:00)","0","0","18","2","0","0","0","0","0","14","6","0","0","20","20","0"
"[2016-10-15 19:00:00,2016-10-15 19:20:00)","1","0","32","9","3","1","1","0","0","33","13","31","15","0","46","0"
"[2016-10-15 19:00:00,2016-10-15 19:20:00)","2","0","31","7","2","0","0","0","0","29","11","0","0","40","40","0"
"[2016-10-15 19:00:00,2016-10-15 19:20:00)","3","0","50","14","0","0","0","0","0","57","7","0","0","64","64","0"
"[2016-10-15 19:00:00,2016-10-15 19:20:00)","4","0","80","3","0","0","0","0","0","63","20","79","4","0","83","0"
"[2016-10-17 19:00:00,2016-10-17 19:20:00)","0","0","24","2","0","0","0","0","0","18","8","0","0","26","26","1"
"[2016-10-17 19:00:00,2016-10-17 19:20:00)","1","0","35","3","0","0","1","0","0","29","10","34","5","0","39","1"
"[2016-10-17 19:00:00,2016-10-17 19:20:00)","2","0","30","8","0","0","0","0","0","28","10","0","0","38","38","1"
"[2016-10-17 19:00:00,2016-10-17 19:20:00)","3","0","41","10","0","0","0","0","0","41","10","0","0","51","51","1"
"[2016-10-17 19:00:00,2016-10-17 19:20:00)","4","0","51","0","1","0","2","0","0","32","22","50","4","0","54","1"
"[2016-10-09 19:40:00,2016-10-09 20:00:00)","0","0","19","1","0","0","0","0","0","15","5","0","0","20","20","0"
"[2016-10-09 19:40:00,2016-10-09 20:00:00)","1","0","43","4","0","0","4","0","0","35","16","42","9","0","51","0"
"[2016-10-09 19:40:00,2016-10-09 20:00:00)","2","0","34","2","0","0","0","0","0","30","6","0","0","36","36","0"
"[2016-10-09 19:40:00,2016-10-09 20:00:00)","3","0","40","13","0","1","0","0","0","43","11","0","0","54","54","0"
"[2016-10-09 19:40:00,2016-10-09 20:00:00)","4","0","40","2","0","1","3","0","0","39","7","39","7","0","46","0"
"[2016-10-07 08:00:00,2016-10-07 08:20:00)","0","94","12","4","0","0","0","0","0","105","5","0","0","110","110","1"
"[2016-10-07 08:00:00,2016-10-07 08:20:00)","1","0","15","6","0","1","1","0","0","13","10","11","12","0","23","1"
"[2016-10-07 08:00:00,2016-10-07 08:20:00)","2","0","7","0","0","1","0","0","0","0","8","0","0","8","8","1"
"[2016-10-07 08:00:00,2016-10-07 08:20:00)","3","111","23","9","1","1","0","0","0","129","16","0","0","145","145","1"
"[2016-10-07 08:00:00,2016-10-07 08:20:00)","4","0","16","3","0","0","0","0","0","8","11","11","8","0","19","1"
