date,time,gate_dir,vehicle_model[0]_2h_ago,vehicle_model[1]_2h_ago,vehicle_model[2]_2h_ago,vehicle_model[3]_2h_ago,vehicle_model[4]_2h_ago,vehicle_model[5]_2h_ago,vehicle_model[6]_2h_ago,vehicle_model[7]_2h_ago,has_etc[0]_2h_ago,has_etc[1]_2h_ago,working_day_2h_ago,total_volume_2h_ago,vehicle_model[0]_1d2h_ago,vehicle_model[1]_1d2h_ago,vehicle_model[2]_1d2h_ago,vehicle_model[3]_1d2h_ago,vehicle_model[4]_1d2h_ago,vehicle_model[5]_1d2h_ago,vehicle_model[6]_1d2h_ago,vehicle_model[7]_1d2h_ago,has_etc[0]_1d2h_ago,has_etc[1]_1d2h_ago,working_day_1d2h_ago,total_volume_1d2h_ago,total_volume,$N-total_volume
2016-10-21,07:00:00,1,0,54,8,1,0,2,0,0,49,16,1,65,0,54,7,3,2,5,0,0,54,17,1,71,?,88
2016-10-21,07:00:00,2,0,62,3,0,1,0,0,0,38,28,1,66,0,71,4,0,1,0,0,0,48,28,1,76,?,48
2016-10-21,07:00:00,3,0,95,13,1,7,0,0,0,75,41,1,116,0,95,13,2,4,0,0,0,78,36,1,114,?,95
2016-10-21,07:00:00,4,0,40,7,3,1,3,0,0,33,21,1,54,0,42,4,1,0,0,0,0,34,13,1,47,?,53
2016-10-21,07:20:00,0,0,37,3,0,1,0,0,0,25,16,1,41,0,31,2,0,0,0,0,0,25,8,1,33,?,32
2016-10-21,07:20:00,1,0,91,5,3,2,1,0,0,76,26,1,102,0,77,9,1,0,1,0,0,67,21,1,88,?,90
2016-10-21,07:20:00,2,0,74,2,1,0,0,0,0,42,35,1,77,0,87,1,1,0,0,0,0,45,44,1,89,?,42
2016-10-21,07:20:00,3,0,121,11,2,1,0,0,0,86,49,1,135,0,102,16,2,3,0,0,0,74,49,1,123,?,89
2016-10-21,07:20:00,4,0,68,2,2,1,3,0,0,53,23,1,76,0,52,3,0,0,4,0,1,40,20,1,60,?,45
2016-10-21,07:40:00,0,0,36,0,1,1,0,0,0,29,9,1,38,0,34,3,0,0,0,0,0,30,7,1,37,?,34
2016-10-21,07:40:00,1,0,74,7,3,1,2,0,0,67,20,1,87,0,103,3,2,2,1,0,0,82,29,1,111,?,79
2016-10-21,07:40:00,2,0,87,3,0,0,0,0,0,53,37,1,90,0,104,8,0,0,0,0,0,61,51,1,112,?,74
2016-10-21,07:40:00,3,0,140,13,0,2,0,0,0,101,54,1,155,0,104,14,0,2,0,0,0,76,44,1,120,?,97
2016-10-21,07:40:00,4,0,71,2,2,1,3,0,0,56,23,1,79,0,95,5,0,1,3,0,0,75,29,1,104,?,73
2016-10-21,15:00:00,0,0,45,2,0,0,0,0,0,35,12,1,47,1,35,4,0,0,0,0,0,30,10,1,40,?,34
2016-10-21,15:00:00,1,0,103,6,1,2,1,0,0,80,33,1,113,0,84,11,1,0,1,0,0,73,24,1,97,?,92
2016-10-21,15:00:00,2,0,81,12,0,0,0,0,0,67,26,1,93,0,58,13,0,1,0,0,0,59,13,1,72,?,68
2016-10-21,15:00:00,3,0,111,12,0,4,0,0,0,91,36,1,127,0,72,19,0,1,0,0,0,64,28,1,92,?,105
2016-10-21,15:00:00,4,0,101,6,2,0,4,0,0,87,26,1,113,0,91,4,4,0,1,0,0,73,27,1,100,?,81
2016-10-21,15:20:00,0,0,43,6,0,0,0,0,0,43,6,1,49,0,38,1,1,1,0,0,0,25,16,1,41,?,47
2016-10-21,15:20:00,1,0,95,5,2,2,2,0,0,71,35,1,106,0,91,10,10,2,2,0,0,92,23,1,115,?,74
2016-10-21,15:20:00,2,0,67,8,0,1,0,0,0,57,19,1,76,0,69,10,0,0,0,0,0,53,26,1,79,?,70
2016-10-21,15:20:00,3,0,143,22,2,1,0,0,0,113,55,1,168,0,76,23,2,6,0,0,0,73,34,1,107,?,102
2016-10-21,15:20:00,4,0,95,4,1,0,0,0,0,76,24,1,100,0,90,11,2,1,1,0,0,81,24,1,105,?,84
2016-10-21,15:40:00,0,0,52,3,0,0,0,0,0,35,20,1,55,0,39,3,0,0,0,0,0,32,10,1,42,?,34
2016-10-21,15:40:00,1,0,113,8,0,4,4,0,0,100,29,1,129,0,105,10,1,2,1,0,1,93,27,1,120,?,94
2016-10-21,15:40:00,2,0,82,10,0,0,0,0,0,68,24,1,92,0,54,14,0,2,0,0,0,50,20,1,70,?,75
2016-10-21,15:40:00,3,0,134,19,3,1,0,0,0,117,40,1,157,0,81,27,0,0,0,0,0,79,29,1,108,?,106
2016-10-21,15:40:00,4,0,90,3,0,1,2,0,0,74,22,1,96,0,69,1,1,0,3,0,0,55,19,1,74,?,74
2016-10-21,16:00:00,0,0,59,0,0,0,0,0,0,44,15,1,59,0,41,4,0,1,0,0,0,34,12,1,46,?,37
2016-10-21,16:00:00,1,0,99,4,1,3,0,0,0,76,31,1,107,0,81,7,0,1,1,0,0,62,28,1,90,?,90
2016-10-21,16:00:00,2,0,72,8,0,0,0,0,0,54,26,1,80,0,58,7,0,0,0,0,1,50,16,1,66,?,61
2016-10-21,16:00:00,3,0,125,28,0,2,0,0,0,108,47,1,155,0,103,17,0,1,0,0,0,86,35,1,121,?,105
2016-10-21,16:00:00,4,0,70,2,6,0,0,0,0,55,23,1,78,0,82,2,3,0,5,0,0,76,16,1,92,?,57
2016-10-21,16:20:00,0,0,64,1,0,0,0,0,0,49,16,1,65,0,34,2,0,0,0,0,0,29,7,1,36,?,35
2016-10-21,16:20:00,1,0,103,4,0,0,0,0,0,74,33,1,107,0,62,4,1,4,2,0,0,51,22,1,73,?,82
2016-10-21,16:20:00,2,0,87,10,0,0,0,0,0,77,20,1,97,0,61,6,0,0,0,0,0,46,21,1,67,?,71
2016-10-21,16:20:00,3,0,120,30,1,1,0,0,0,116,36,1,152,0,82,24,0,0,0,0,0,84,22,1,106,?,105
2016-10-21,16:20:00,4,0,83,3,2,0,4,0,0,69,23,1,92,0,76,4,2,0,2,0,0,63,21,1,84,?,76
2016-10-21,16:40:00,0,0,66,1,0,1,0,0,0,49,19,1,68,0,36,1,0,0,0,0,0,27,10,1,37,?,36
2016-10-21,16:40:00,1,0,102,5,0,2,0,0,0,70,39,1,109,0,106,5,3,2,3,0,0,91,28,1,119,?,82
2016-10-21,16:40:00,2,0,71,7,0,0,0,0,0,58,20,1,78,0,62,13,0,0,0,0,0,61,14,1,75,?,62
2016-10-21,16:40:00,3,0,134,28,1,2,0,0,0,123,42,1,165,0,124,20,1,2,0,0,0,98,49,1,147,?,106
2016-10-21,16:40:00,4,0,94,6,4,0,0,0,0,74,30,1,104,0,79,5,2,0,2,0,0,58,30,1,88,?,79
2016-10-22,06:00:00,0,0,6,1,0,0,0,0,0,5,2,0,7,0,8,0,0,0,0,0,0,5,3,1,8,?,20
2016-10-22,06:00:00,1,0,22,4,1,1,3,0,0,29,2,0,31,0,22,7,2,0,2,0,0,32,1,1,33,?,97
2016-10-22,06:00:00,2,0,14,8,0,0,0,0,0,17,5,0,22,0,11,5,0,0,0,0,0,14,2,1,16,?,34
2016-10-22,06:00:00,3,0,20,7,0,0,0,0,0,21,6,0,27,0,15,7,0,0,0,0,0,17,5,1,22,?,33
2016-10-22,06:00:00,4,0,12,4,1,1,1,0,0,17,2,0,19,0,15,0,1,0,5,0,0,19,2,1,21,?,43
2016-10-22,06:20:00,0,0,6,2,0,0,0,0,0,6,2,0,8,0,9,4,0,0,0,0,0,11,2,1,13,?,23
2016-10-22,06:20:00,1,0,25,7,1,0,3,0,0,34,2,0,36,0,21,15,1,0,2,0,0,32,7,1,39,?,102
2016-10-22,06:20:00,2,0,16,6,0,0,0,0,0,17,5,0,22,0,20,4,0,0,0,0,0,17,7,1,24,?,30
2016-10-22,06:20:00,3,0,27,9,1,0,0,0,0,26,11,0,37,0,32,15,0,2,0,0,0,36,13,1,49,?,65
2016-10-22,06:20:00,4,0,12,4,2,0,0,0,0,17,1,0,18,0,14,8,0,0,6,0,0,23,5,1,28,?,65
2016-10-22,06:40:00,0,2,12,6,2,0,0,0,0,17,5,0,22,0,14,6,1,0,0,0,0,17,4,1,21,?,44
2016-10-22,06:40:00,1,0,32,14,4,4,2,0,0,50,6,0,56,0,42,4,4,2,1,1,0,37,17,1,54,?,92
2016-10-22,06:40:00,2,0,27,16,0,0,0,0,0,31,12,0,43,0,35,4,0,0,0,0,0,33,6,1,39,?,45
2016-10-22,06:40:00,3,0,40,7,1,3,0,0,0,39,12,0,51,0,50,12,1,3,0,0,0,45,21,1,66,?,95
2016-10-22,06:40:00,4,0,18,4,1,0,2,0,0,22,3,0,25,0,36,2,2,1,1,0,0,32,10,1,42,?,37
2016-10-22,07:00:00,0,0,12,2,0,0,0,0,0,10,4,0,14,0,22,7,1,2,0,0,0,15,17,1,32,?,36
2016-10-22,07:00:00,1,0,33,6,0,2,8,0,0,39,10,0,49,0,54,8,1,0,2,0,0,49,16,1,65,?,91
2016-10-22,07:00:00,2,0,18,5,0,1,0,0,0,16,8,0,24,0,62,3,0,1,0,0,0,38,28,1,66,?,37
2016-10-22,07:00:00,3,0,63,11,1,1,0,0,0,56,20,0,76,0,95,13,1,7,0,0,0,75,41,1,116,?,94
2016-10-22,07:00:00,4,0,30,4,2,0,2,0,0,31,7,0,38,0,40,7,3,1,3,0,0,33,21,1,54,?,70
2016-10-22,07:20:00,0,0,24,3,0,0,0,0,0,18,9,0,27,0,37,3,0,1,0,0,0,25,16,1,41,?,32
2016-10-22,07:20:00,1,0,31,2,4,3,4,0,0,34,10,0,44,0,91,5,3,2,1,0,0,76,26,1,102,?,76
2016-10-22,07:20:00,2,0,45,2,1,1,0,0,0,36,13,0,49,0,74,2,1,0,0,0,0,42,35,1,77,?,44
2016-10-22,07:20:00,3,0,77,10,0,2,0,0,0,65,24,0,89,0,121,11,2,1,0,0,0,86,49,1,135,?,88
2016-10-22,07:20:00,4,0,34,2,1,1,1,0,0,31,8,0,39,0,68,2,2,1,3,0,0,53,23,1,76,?,40
2016-10-22,07:40:00,0,0,31,3,0,0,0,0,0,30,4,0,34,0,36,0,1,1,0,0,0,29,9,1,38,?,34
2016-10-22,07:40:00,1,0,66,4,1,1,2,0,0,51,23,0,74,0,74,7,3,1,2,0,0,67,20,1,87,?,82
2016-10-22,07:40:00,2,0,52,2,1,0,0,0,0,41,14,0,55,0,87,3,0,0,0,0,0,53,37,1,90,?,46
2016-10-22,07:40:00,3,0,63,11,1,2,0,0,0,55,22,0,77,0,140,13,0,2,0,0,0,101,54,1,155,?,87
2016-10-22,07:40:00,4,0,62,4,1,0,1,0,1,50,19,0,69,0,71,2,2,1,3,0,0,56,23,1,79,?,71
2016-10-22,15:00:00,0,0,35,1,1,0,0,0,0,26,11,0,37,0,45,2,0,0,0,0,0,35,12,1,47,?,32
2016-10-22,15:00:00,1,0,88,5,6,0,1,0,0,74,26,0,100,0,103,6,1,2,1,0,0,80,33,1,113,?,82
2016-10-22,15:00:00,2,0,65,11,0,1,0,0,0,62,15,0,77,0,81,12,0,0,0,0,0,67,26,1,93,?,74
2016-10-22,15:00:00,3,0,81,24,0,1,0,0,0,87,19,0,106,0,111,12,0,4,0,0,0,91,36,1,127,?,103
2016-10-22,15:00:00,4,0,69,2,1,0,1,0,0,57,16,0,73,0,101,6,2,0,4,0,0,87,26,1,113,?,76
2016-10-22,15:20:00,0,0,45,2,0,0,0,0,0,34,13,0,47,0,43,6,0,0,0,0,0,43,6,1,49,?,34
2016-10-22,15:20:00,1,0,88,5,1,1,1,0,0,73,23,0,96,0,95,5,2,2,2,0,0,71,35,1,106,?,87
2016-10-22,15:20:00,2,0,69,8,0,0,0,0,0,55,22,0,77,0,67,8,0,1,0,0,0,57,19,1,76,?,67
2016-10-22,15:20:00,3,0,86,10,0,3,0,0,0,76,23,0,99,0,143,22,2,1,0,0,0,113,55,1,168,?,98
2016-10-22,15:20:00,4,0,79,2,1,0,0,0,0,69,13,0,82,0,95,4,1,0,0,0,0,76,24,1,100,?,73
2016-10-22,15:40:00,0,0,51,1,0,0,0,0,0,35,17,0,52,0,52,3,0,0,0,0,0,35,20,1,55,?,35
2016-10-22,15:40:00,1,0,79,6,1,6,3,0,0,71,24,0,95,0,113,8,0,4,4,0,0,100,29,1,129,?,93
2016-10-22,15:40:00,2,0,52,9,0,0,0,0,0,50,11,0,61,0,82,10,0,0,0,0,0,68,24,1,92,?,64
2016-10-22,15:40:00,3,0,94,20,0,0,0,0,0,88,26,0,114,0,134,19,3,1,0,0,0,117,40,1,157,?,95
2016-10-22,15:40:00,4,0,90,2,3,1,1,0,0,67,30,0,97,0,90,3,0,1,2,0,0,74,22,1,96,?,70
2016-10-22,16:00:00,0,0,43,3,1,0,0,0,0,38,9,0,47,0,59,0,0,0,0,0,0,44,15,1,59,?,35
2016-10-22,16:00:00,1,0,101,4,0,3,1,0,0,83,26,0,109,0,99,4,1,3,0,0,0,76,31,1,107,?,92
2016-10-22,16:00:00,2,0,72,7,0,1,0,0,0,62,18,0,80,0,72,8,0,0,0,0,0,54,26,1,80,?,73
2016-10-22,16:00:00,3,0,95,19,0,1,0,0,0,86,29,0,115,0,125,28,0,2,0,0,0,108,47,1,155,?,102
2016-10-22,16:00:00,4,0,86,4,2,0,2,0,0,73,21,0,94,0,70,2,6,0,0,0,0,55,23,1,78,?,78
2016-10-22,16:20:00,0,0,51,1,3,1,0,0,0,33,23,0,56,0,64,1,0,0,0,0,0,49,16,1,65,?,34
2016-10-22,16:20:00,1,0,96,2,2,1,1,0,0,83,19,0,102,0,103,4,0,0,0,0,0,74,33,1,107,?,83
2016-10-22,16:20:00,2,0,58,7,0,2,0,0,0,49,18,0,67,0,87,10,0,0,0,0,0,77,20,1,97,?,70
2016-10-22,16:20:00,3,0,97,16,1,1,0,0,0,79,36,0,115,0,120,30,1,1,0,0,0,116,36,1,152,?,100
2016-10-22,16:20:00,4,0,65,3,3,0,1,0,0,50,22,0,72,0,83,3,2,0,4,0,0,69,23,1,92,?,56
2016-10-22,16:40:00,0,0,48,4,2,0,0,0,0,41,13,0,54,0,66,1,0,1,0,0,0,49,19,1,68,?,41
2016-10-22,16:40:00,1,0,74,3,0,1,1,0,0,58,21,0,79,0,102,5,0,2,0,0,0,70,39,1,109,?,78
2016-10-22,16:40:00,2,0,60,8,0,0,0,0,1,48,21,0,69,0,71,7,0,0,0,0,0,58,20,1,78,?,64
2016-10-22,16:40:00,3,0,80,21,0,0,0,0,0,84,17,0,101,0,134,28,1,2,0,0,0,123,42,1,165,?,99
2016-10-22,16:40:00,4,0,84,3,0,0,0,0,0,61,26,0,87,0,94,6,4,0,0,0,0,74,30,1,104,?,78
2016-10-23,06:00:00,0,0,10,3,0,0,0,0,0,10,3,0,13,0,6,1,0,0,0,0,0,5,2,0,7,?,16
2016-10-23,06:00:00,1,0,21,3,0,0,2,0,0,21,5,0,26,0,22,4,1,1,3,0,0,29,2,0,31,?,51
2016-10-23,06:00:00,2,0,6,2,0,0,0,0,0,7,1,0,8,0,14,8,0,0,0,0,0,17,5,0,22,?,24
2016-10-23,06:00:00,3,0,9,8,1,0,0,0,0,15,3,0,18,0,20,7,0,0,0,0,0,21,6,0,27,?,38
2016-10-23,06:00:00,4,0,7,0,0,0,2,0,0,9,0,0,9,0,12,4,1,1,1,0,0,17,2,0,19,?,41
2016-10-23,06:20:00,0,0,4,6,0,0,0,0,0,9,1,0,10,0,6,2,0,0,0,0,0,6,2,0,8,?,33
2016-10-23,06:20:00,1,0,35,4,7,0,4,0,0,44,6,0,50,0,25,7,1,0,3,0,0,34,2,0,36,?,107
2016-10-23,06:20:00,2,0,7,4,0,0,0,0,0,9,2,0,11,0,16,6,0,0,0,0,0,17,5,0,22,?,22
2016-10-23,06:20:00,3,0,16,12,0,1,0,0,0,24,5,0,29,0,27,9,1,0,0,0,0,26,11,0,37,?,47
2016-10-23,06:20:00,4,0,12,3,1,0,3,0,0,17,2,0,19,0,12,4,2,0,0,0,0,17,1,0,18,?,100
2016-10-23,06:40:00,0,0,4,2,2,0,0,0,0,5,3,0,8,2,12,6,2,0,0,0,0,17,5,0,22,?,83
2016-10-23,06:40:00,1,0,26,1,3,1,2,0,0,27,6,0,33,0,32,14,4,4,2,0,0,50,6,0,56,?,103
2016-10-23,06:40:00,2,0,16,9,0,0,0,0,0,20,5,0,25,0,27,16,0,0,0,0,0,31,12,0,43,?,32
2016-10-23,06:40:00,3,0,30,10,1,2,0,0,0,39,4,0,43,0,40,7,1,3,0,0,0,39,12,0,51,?,83
2016-10-23,06:40:00,4,0,23,3,2,1,4,0,0,27,6,0,33,0,18,4,1,0,2,0,0,22,3,0,25,?,99
2016-10-23,07:00:00,0,0,14,3,0,0,0,0,0,12,5,0,17,0,12,2,0,0,0,0,0,10,4,0,14,?,17
2016-10-23,07:00:00,1,0,32,8,2,1,2,0,0,39,6,0,45,0,33,6,0,2,8,0,0,39,10,0,49,?,101
2016-10-23,07:00:00,2,0,27,2,0,0,0,0,0,21,8,0,29,0,18,5,0,1,0,0,0,16,8,0,24,?,21
2016-10-23,07:00:00,3,0,42,3,2,4,0,0,0,32,19,0,51,0,63,11,1,1,0,0,0,56,20,0,76,?,86
2016-10-23,07:00:00,4,0,28,5,1,2,0,0,0,26,10,0,36,0,30,4,2,0,2,0,0,31,7,0,38,?,63
2016-10-23,07:20:00,0,0,18,5,1,0,0,0,0,14,10,0,24,0,24,3,0,0,0,0,0,18,9,0,27,?,22
2016-10-23,07:20:00,1,0,33,5,2,1,0,0,0,35,6,0,41,0,31,2,4,3,4,0,0,34,10,0,44,?,94
2016-10-23,07:20:00,2,0,29,5,1,0,0,0,0,25,10,0,35,0,45,2,1,1,0,0,0,36,13,0,49,?,37
2016-10-23,07:20:00,3,0,59,10,0,2,0,0,0,54,17,0,71,0,77,10,0,2,0,0,0,65,24,0,89,?,77
2016-10-23,07:20:00,4,0,43,4,0,3,3,0,0,47,6,0,53,0,34,2,1,1,1,0,0,31,8,0,39,?,91
2016-10-23,07:40:00,0,0,27,3,0,0,0,0,0,26,4,0,30,0,31,3,0,0,0,0,0,30,4,0,34,?,20
2016-10-23,07:40:00,1,0,52,5,4,2,3,0,0,54,12,0,66,0,66,4,1,1,2,0,0,51,23,0,74,?,88
2016-10-23,07:40:00,2,1,36,4,0,1,0,0,0,31,11,0,42,0,52,2,1,0,0,0,0,41,14,0,55,?,35
2016-10-23,07:40:00,3,0,57,6,1,2,0,0,0,45,21,0,66,0,63,11,1,2,0,0,0,55,22,0,77,?,83
2016-10-23,07:40:00,4,0,46,1,0,0,4,0,0,42,9,0,51,0,62,4,1,0,1,0,1,50,19,0,69,?,53
2016-10-23,15:00:00,0,0,57,4,0,0,0,0,0,41,20,0,61,0,35,1,1,0,0,0,0,26,11,0,37,?,34
2016-10-23,15:00:00,1,0,88,2,1,5,5,0,0,68,33,0,101,0,88,5,6,0,1,0,0,74,26,0,100,?,77
2016-10-23,15:00:00,2,0,68,6,0,1,0,0,1,58,18,0,76,0,65,11,0,1,0,0,0,62,15,0,77,?,59
2016-10-23,15:00:00,3,0,102,14,1,5,0,0,0,89,33,0,122,0,81,24,0,1,0,0,0,87,19,0,106,?,107
2016-10-23,15:00:00,4,0,124,9,4,0,0,0,0,108,29,0,137,0,69,2,1,0,1,0,0,57,16,0,73,?,95
2016-10-23,15:20:00,0,0,62,0,2,1,0,0,0,43,22,0,65,0,45,2,0,0,0,0,0,34,13,0,47,?,38
2016-10-23,15:20:00,1,0,114,3,4,2,1,0,0,83,41,0,124,0,88,5,1,1,1,0,0,73,23,0,96,?,85
2016-10-23,15:20:00,2,0,74,8,1,0,0,0,0,67,16,0,83,0,69,8,0,0,0,0,0,55,22,0,77,?,68
2016-10-23,15:20:00,3,1,89,19,0,0,0,0,0,83,26,0,109,0,86,10,0,3,0,0,0,76,23,0,99,?,89
2016-10-23,15:20:00,4,0,104,8,2,3,0,0,0,89,28,0,117,0,79,2,1,0,0,0,0,69,13,0,82,?,97
2016-10-23,15:40:00,0,0,57,2,1,1,0,0,0,43,18,0,61,0,51,1,0,0,0,0,0,35,17,0,52,?,38
2016-10-23,15:40:00,1,0,101,3,3,3,4,0,0,78,36,0,114,0,79,6,1,6,3,0,0,71,24,0,95,?,80
2016-10-23,15:40:00,2,0,67,7,0,0,0,0,0,57,17,0,74,0,52,9,0,0,0,0,0,50,11,0,61,?,51
2016-10-23,15:40:00,3,0,119,13,1,0,0,0,0,96,37,0,133,0,94,20,0,0,0,0,0,88,26,0,114,?,89
2016-10-23,15:40:00,4,0,80,6,2,1,0,0,0,65,24,0,89,0,90,2,3,1,1,0,0,67,30,0,97,?,81
2016-10-23,16:00:00,0,0,58,2,0,0,0,0,0,43,17,0,60,0,43,3,1,0,0,0,0,38,9,0,47,?,36
2016-10-23,16:00:00,1,0,99,2,2,1,0,0,0,70,34,0,104,0,101,4,0,3,1,0,0,83,26,0,109,?,82
2016-10-23,16:00:00,2,0,52,8,0,1,0,0,0,49,12,0,61,0,72,7,0,1,0,0,0,62,18,0,80,?,58
2016-10-23,16:00:00,3,0,109,12,0,1,0,0,0,91,31,0,122,0,95,19,0,1,0,0,0,86,29,0,115,?,93
2016-10-23,16:00:00,4,0,90,2,2,0,1,0,0,71,24,0,95,0,86,4,2,0,2,0,0,73,21,0,94,?,81
2016-10-23,16:20:00,0,0,55,3,0,0,0,0,0,43,15,0,58,0,51,1,3,1,0,0,0,33,23,0,56,?,61
2016-10-23,16:20:00,1,0,112,1,0,0,0,0,0,78,35,0,113,0,96,2,2,1,1,0,0,83,19,0,102,?,77
2016-10-23,16:20:00,2,0,64,7,0,1,0,0,0,53,19,0,72,0,58,7,0,2,0,0,0,49,18,0,67,?,66
2016-10-23,16:20:00,3,0,95,11,0,4,0,0,0,78,32,0,110,0,97,16,1,1,0,0,0,79,36,0,115,?,103
2016-10-23,16:20:00,4,0,84,1,5,0,1,0,0,58,33,0,91,0,65,3,3,0,1,0,0,50,22,0,72,?,64
2016-10-23,16:40:00,0,0,58,2,1,1,0,0,0,50,12,0,62,0,48,4,2,0,0,0,0,41,13,0,54,?,65
2016-10-23,16:40:00,1,0,97,5,2,3,1,0,0,81,27,0,108,0,74,3,0,1,1,0,0,58,21,0,79,?,97
2016-10-23,16:40:00,2,0,56,5,0,0,0,0,0,50,11,0,61,0,60,8,0,0,0,0,1,48,21,0,69,?,48
2016-10-23,16:40:00,3,0,103,17,2,0,0,0,0,90,32,0,122,0,80,21,0,0,0,0,0,84,17,0,101,?,95
2016-10-23,16:40:00,4,0,98,4,0,0,2,0,0,72,32,0,104,0,84,3,0,0,0,0,0,61,26,0,87,?,74
2016-10-24,06:00:00,0,0,12,6,0,0,0,0,0,14,4,1,18,0,10,3,0,0,0,0,0,10,3,0,13,?,60
2016-10-24,06:00:00,1,0,23,4,2,0,2,0,0,30,1,1,31,0,21,3,0,0,2,0,0,21,5,0,26,?,101
2016-10-24,06:00:00,2,0,24,3,0,0,0,0,0,22,5,1,27,0,6,2,0,0,0,0,0,7,1,0,8,?,43
2016-10-24,06:00:00,3,0,31,9,1,0,0,0,0,33,8,1,41,0,9,8,1,0,0,0,0,15,3,0,18,?,101
2016-10-24,06:00:00,4,0,12,7,1,2,1,0,0,22,1,1,23,0,7,0,0,0,2,0,0,9,0,0,9,?,103
2016-10-24,06:20:00,0,0,18,3,0,0,0,0,0,12,9,1,21,0,4,6,0,0,0,0,0,9,1,0,10,?,48
2016-10-24,06:20:00,1,0,39,13,4,0,1,0,0,46,11,1,57,0,35,4,7,0,4,0,0,44,6,0,50,?,108
2016-10-24,06:20:00,2,0,34,5,0,0,0,0,0,29,10,1,39,0,7,4,0,0,0,0,0,9,2,0,11,?,37
2016-10-24,06:20:00,3,0,44,8,0,1,0,0,0,41,12,1,53,0,16,12,0,1,0,0,0,24,5,0,29,?,54
2016-10-24,06:20:00,4,0,30,10,0,0,1,0,0,35,6,1,41,0,12,3,1,0,3,0,0,17,2,0,19,?,108
2016-10-24,06:40:00,0,0,21,1,2,0,0,0,0,17,7,1,24,0,4,2,2,0,0,0,0,5,3,0,8,?,87
2016-10-24,06:40:00,1,0,47,5,4,1,1,0,1,44,15,1,59,0,26,1,3,1,2,0,0,27,6,0,33,?,73
2016-10-24,06:40:00,2,0,45,6,0,1,0,0,0,37,15,1,52,0,16,9,0,0,0,0,0,20,5,0,25,?,40
2016-10-24,06:40:00,3,0,88,15,1,1,0,0,0,72,33,1,105,0,30,10,1,2,0,0,0,39,4,0,43,?,89
2016-10-24,06:40:00,4,0,50,4,5,0,1,0,0,44,16,1,60,0,23,3,2,1,4,0,0,27,6,0,33,?,90
2016-10-24,07:00:00,0,0,31,2,0,2,0,0,0,27,8,1,35,0,14,3,0,0,0,0,0,12,5,0,17,?,30
2016-10-24,07:00:00,1,0,62,7,1,2,4,0,0,55,21,1,76,0,32,8,2,1,2,0,0,39,6,0,45,?,97
2016-10-24,07:00:00,2,0,95,8,0,1,0,0,0,65,39,1,104,0,27,2,0,0,0,0,0,21,8,0,29,?,55
2016-10-24,07:00:00,3,0,122,22,2,4,0,0,0,100,50,1,150,0,42,3,2,4,0,0,0,32,19,0,51,?,98
2016-10-24,07:00:00,4,0,71,1,1,1,1,0,0,49,26,1,75,0,28,5,1,2,0,0,0,26,10,0,36,?,65
2016-10-24,07:20:00,0,0,28,6,0,0,0,0,0,23,11,1,34,0,18,5,1,0,0,0,0,14,10,0,24,?,33
2016-10-24,07:20:00,1,0,100,6,6,2,2,0,0,95,21,1,116,0,33,5,2,1,0,0,0,35,6,0,41,?,84
2016-10-24,07:20:00,2,0,103,7,1,0,0,0,0,62,49,1,111,0,29,5,1,0,0,0,0,25,10,0,35,?,66
2016-10-24,07:20:00,3,0,132,12,0,4,0,0,0,90,58,1,148,0,59,10,0,2,0,0,0,54,17,0,71,?,102
2016-10-24,07:20:00,4,0,93,4,1,1,2,0,0,76,25,1,101,0,43,4,0,3,3,0,0,47,6,0,53,?,95
2016-10-24,07:40:00,0,0,38,4,1,0,0,0,0,28,15,1,43,0,27,3,0,0,0,0,0,26,4,0,30,?,27
2016-10-24,07:40:00,1,0,115,5,4,1,1,0,0,87,39,1,126,0,52,5,4,2,3,0,0,54,12,0,66,?,76
2016-10-24,07:40:00,2,0,112,10,0,1,0,0,0,75,48,1,123,1,36,4,0,1,0,0,0,31,11,0,42,?,71
2016-10-24,07:40:00,3,0,159,9,1,2,0,0,0,110,61,1,171,0,57,6,1,2,0,0,0,45,21,0,66,?,96
2016-10-24,07:40:00,4,0,95,1,1,0,1,0,1,63,36,1,99,0,46,1,0,0,4,0,0,42,9,0,51,?,62
2016-10-24,15:00:00,0,0,46,3,1,0,0,0,0,47,3,1,50,0,57,4,0,0,0,0,0,41,20,0,61,?,47
2016-10-24,15:00:00,1,0,71,7,2,1,1,0,0,56,26,1,82,0,88,2,1,5,5,0,0,68,33,0,101,?,75
2016-10-24,15:00:00,2,0,59,8,0,0,0,0,0,55,12,1,67,0,68,6,0,1,0,0,1,58,18,0,76,?,51
2016-10-24,15:00:00,3,0,102,35,2,2,0,0,0,111,30,1,141,0,102,14,1,5,0,0,0,89,33,0,122,?,107
2016-10-24,15:00:00,4,0,71,3,1,1,4,0,0,59,21,1,80,0,124,9,4,0,0,0,0,108,29,0,137,?,75
2016-10-24,15:20:00,0,0,43,4,0,0,0,0,0,34,13,1,47,0,62,0,2,1,0,0,0,43,22,0,65,?,49
2016-10-24,15:20:00,1,0,63,9,3,1,3,0,1,62,18,1,80,0,114,3,4,2,1,0,0,83,41,0,124,?,47
2016-10-24,15:20:00,2,0,62,9,0,1,0,0,1,52,21,1,73,0,74,8,1,0,0,0,0,67,16,0,83,?,60
