,tollgate_id,time_window,direction,volume,start_time
2213,1.0,"[2016-09-25 09:00:00,2016-09-25 09:20:00)",0.0,41.0,2016-09-25 09:00:00
2214,1.0,"[2016-09-25 09:00:00,2016-09-25 09:20:00)",1.0,108.0,2016-09-25 09:00:00
2215,2.0,"[2016-09-25 09:00:00,2016-09-25 09:20:00)",0.0,64.0,2016-09-25 09:00:00
2216,3.0,"[2016-09-25 09:00:00,2016-09-25 09:20:00)",0.0,92.0,2016-09-25 09:00:00
2217,3.0,"[2016-09-25 09:00:00,2016-09-25 09:20:00)",1.0,108.0,2016-09-25 09:00:00
2218,3.0,"[2016-09-25 09:20:00,2016-09-25 09:40:00)",0.0,125.0,2016-09-25 09:20:00
2219,3.0,"[2016-09-25 09:20:00,2016-09-25 09:40:00)",1.0,140.0,2016-09-25 09:20:00
2220,1.0,"[2016-09-25 09:20:00,2016-09-25 09:40:00)",0.0,42.0,2016-09-25 09:20:00
2221,1.0,"[2016-09-25 09:20:00,2016-09-25 09:40:00)",1.0,103.0,2016-09-25 09:20:00
2222,2.0,"[2016-09-25 09:20:00,2016-09-25 09:40:00)",0.0,104.0,2016-09-25 09:20:00
2223,1.0,"[2016-09-25 09:40:00,2016-09-25 10:00:00)",0.0,49.0,2016-09-25 09:40:00
2224,1.0,"[2016-09-25 09:40:00,2016-09-25 10:00:00)",1.0,95.0,2016-09-25 09:40:00
2225,3.0,"[2016-09-25 09:40:00,2016-09-25 10:00:00)",0.0,110.0,2016-09-25 09:40:00
2226,3.0,"[2016-09-25 09:40:00,2016-09-25 10:00:00)",1.0,102.0,2016-09-25 09:40:00
2227,2.0,"[2016-09-25 09:40:00,2016-09-25 10:00:00)",0.0,93.0,2016-09-25 09:40:00
2228,3.0,"[2016-09-25 10:00:00,2016-09-25 10:20:00)",0.0,106.0,2016-09-25 10:00:00
2229,3.0,"[2016-09-25 10:00:00,2016-09-25 10:20:00)",1.0,105.0,2016-09-25 10:00:00
2230,2.0,"[2016-09-25 10:00:00,2016-09-25 10:20:00)",0.0,106.0,2016-09-25 10:00:00
2231,1.0,"[2016-09-25 10:00:00,2016-09-25 10:20:00)",0.0,50.0,2016-09-25 10:00:00
2232,1.0,"[2016-09-25 10:00:00,2016-09-25 10:20:00)",1.0,86.0,2016-09-25 10:00:00
2233,1.0,"[2016-09-25 10:20:00,2016-09-25 10:40:00)",0.0,47.0,2016-09-25 10:20:00
2234,1.0,"[2016-09-25 10:20:00,2016-09-25 10:40:00)",1.0,103.0,2016-09-25 10:20:00
2235,2.0,"[2016-09-25 10:20:00,2016-09-25 10:40:00)",0.0,99.0,2016-09-25 10:20:00
2236,3.0,"[2016-09-25 10:20:00,2016-09-25 10:40:00)",0.0,116.0,2016-09-25 10:20:00
2237,3.0,"[2016-09-25 10:20:00,2016-09-25 10:40:00)",1.0,104.0,2016-09-25 10:20:00
2238,3.0,"[2016-09-25 10:40:00,2016-09-25 11:00:00)",0.0,104.0,2016-09-25 10:40:00
2239,3.0,"[2016-09-25 10:40:00,2016-09-25 11:00:00)",1.0,97.0,2016-09-25 10:40:00
2240,1.0,"[2016-09-25 10:40:00,2016-09-25 11:00:00)",0.0,55.0,2016-09-25 10:40:00
2241,1.0,"[2016-09-25 10:40:00,2016-09-25 11:00:00)",1.0,54.0,2016-09-25 10:40:00
2242,2.0,"[2016-09-25 10:40:00,2016-09-25 11:00:00)",0.0,73.0,2016-09-25 10:40:00
2243,2.0,"[2016-09-25 11:00:00,2016-09-25 11:20:00)",0.0,81.0,2016-09-25 11:00:00
2244,1.0,"[2016-09-25 11:00:00,2016-09-25 11:20:00)",0.0,55.0,2016-09-25 11:00:00
2245,1.0,"[2016-09-25 11:00:00,2016-09-25 11:20:00)",1.0,70.0,2016-09-25 11:00:00
2246,3.0,"[2016-09-25 11:00:00,2016-09-25 11:20:00)",0.0,108.0,2016-09-25 11:00:00
2247,3.0,"[2016-09-25 11:00:00,2016-09-25 11:20:00)",1.0,104.0,2016-09-25 11:00:00
2248,1.0,"[2016-09-25 11:20:00,2016-09-25 11:40:00)",0.0,54.0,2016-09-25 11:20:00
2249,1.0,"[2016-09-25 11:20:00,2016-09-25 11:40:00)",1.0,82.0,2016-09-25 11:20:00
2250,2.0,"[2016-09-25 11:20:00,2016-09-25 11:40:00)",0.0,85.0,2016-09-25 11:20:00
2251,3.0,"[2016-09-25 11:20:00,2016-09-25 11:40:00)",0.0,91.0,2016-09-25 11:20:00
2252,3.0,"[2016-09-25 11:20:00,2016-09-25 11:40:00)",1.0,89.0,2016-09-25 11:20:00
2253,3.0,"[2016-09-25 11:40:00,2016-09-25 12:00:00)",0.0,82.0,2016-09-25 11:40:00
2254,3.0,"[2016-09-25 11:40:00,2016-09-25 12:00:00)",1.0,86.0,2016-09-25 11:40:00
2255,2.0,"[2016-09-25 11:40:00,2016-09-25 12:00:00)",0.0,63.0,2016-09-25 11:40:00
2256,1.0,"[2016-09-25 11:40:00,2016-09-25 12:00:00)",0.0,29.0,2016-09-25 11:40:00
2257,1.0,"[2016-09-25 11:40:00,2016-09-25 12:00:00)",1.0,65.0,2016-09-25 11:40:00
2258,1.0,"[2016-09-25 12:00:00,2016-09-25 12:20:00)",0.0,47.0,2016-09-25 12:00:00
2259,1.0,"[2016-09-25 12:00:00,2016-09-25 12:20:00)",1.0,89.0,2016-09-25 12:00:00
2260,2.0,"[2016-09-25 12:00:00,2016-09-25 12:20:00)",0.0,72.0,2016-09-25 12:00:00
2261,3.0,"[2016-09-25 12:00:00,2016-09-25 12:20:00)",0.0,95.0,2016-09-25 12:00:00
2262,3.0,"[2016-09-25 12:00:00,2016-09-25 12:20:00)",1.0,126.0,2016-09-25 12:00:00
2263,2.0,"[2016-09-25 12:20:00,2016-09-25 12:40:00)",0.0,65.0,2016-09-25 12:20:00
2264,3.0,"[2016-09-25 12:20:00,2016-09-25 12:40:00)",0.0,110.0,2016-09-25 12:20:00
2265,3.0,"[2016-09-25 12:20:00,2016-09-25 12:40:00)",1.0,98.0,2016-09-25 12:20:00
2266,1.0,"[2016-09-25 12:20:00,2016-09-25 12:40:00)",0.0,58.0,2016-09-25 12:20:00
2267,1.0,"[2016-09-25 12:20:00,2016-09-25 12:40:00)",1.0,96.0,2016-09-25 12:20:00
2268,1.0,"[2016-09-25 12:40:00,2016-09-25 13:00:00)",0.0,46.0,2016-09-25 12:40:00
2269,1.0,"[2016-09-25 12:40:00,2016-09-25 13:00:00)",1.0,71.0,2016-09-25 12:40:00
2270,3.0,"[2016-09-25 12:40:00,2016-09-25 13:00:00)",0.0,105.0,2016-09-25 12:40:00
2271,3.0,"[2016-09-25 12:40:00,2016-09-25 13:00:00)",1.0,103.0,2016-09-25 12:40:00
2272,2.0,"[2016-09-25 12:40:00,2016-09-25 13:00:00)",0.0,66.0,2016-09-25 12:40:00
2273,2.0,"[2016-09-25 13:00:00,2016-09-25 13:20:00)",0.0,64.0,2016-09-25 13:00:00
2274,1.0,"[2016-09-25 13:00:00,2016-09-25 13:20:00)",0.0,57.0,2016-09-25 13:00:00
2275,1.0,"[2016-09-25 13:00:00,2016-09-25 13:20:00)",1.0,92.0,2016-09-25 13:00:00
2276,3.0,"[2016-09-25 13:00:00,2016-09-25 13:20:00)",0.0,101.0,2016-09-25 13:00:00
2277,3.0,"[2016-09-25 13:00:00,2016-09-25 13:20:00)",1.0,131.0,2016-09-25 13:00:00
2278,3.0,"[2016-09-25 13:20:00,2016-09-25 13:40:00)",0.0,130.0,2016-09-25 13:20:00
2279,3.0,"[2016-09-25 13:20:00,2016-09-25 13:40:00)",1.0,158.0,2016-09-25 13:20:00
2280,2.0,"[2016-09-25 13:20:00,2016-09-25 13:40:00)",0.0,91.0,2016-09-25 13:20:00
2281,1.0,"[2016-09-25 13:20:00,2016-09-25 13:40:00)",0.0,56.0,2016-09-25 13:20:00
2282,1.0,"[2016-09-25 13:20:00,2016-09-25 13:40:00)",1.0,110.0,2016-09-25 13:20:00
2283,3.0,"[2016-09-25 13:40:00,2016-09-25 14:00:00)",0.0,137.0,2016-09-25 13:40:00
2284,3.0,"[2016-09-25 13:40:00,2016-09-25 14:00:00)",1.0,131.0,2016-09-25 13:40:00
2285,2.0,"[2016-09-25 13:40:00,2016-09-25 14:00:00)",0.0,83.0,2016-09-25 13:40:00
2286,1.0,"[2016-09-25 13:40:00,2016-09-25 14:00:00)",0.0,60.0,2016-09-25 13:40:00
2287,1.0,"[2016-09-25 13:40:00,2016-09-25 14:00:00)",1.0,105.0,2016-09-25 13:40:00
2288,3.0,"[2016-09-25 14:00:00,2016-09-25 14:20:00)",0.0,130.0,2016-09-25 14:00:00
2289,3.0,"[2016-09-25 14:00:00,2016-09-25 14:20:00)",1.0,121.0,2016-09-25 14:00:00
2290,1.0,"[2016-09-25 14:00:00,2016-09-25 14:20:00)",0.0,72.0,2016-09-25 14:00:00
2291,1.0,"[2016-09-25 14:00:00,2016-09-25 14:20:00)",1.0,96.0,2016-09-25 14:00:00
2292,2.0,"[2016-09-25 14:00:00,2016-09-25 14:20:00)",0.0,69.0,2016-09-25 14:00:00
2293,1.0,"[2016-09-25 14:20:00,2016-09-25 14:40:00)",0.0,59.0,2016-09-25 14:20:00
2294,1.0,"[2016-09-25 14:20:00,2016-09-25 14:40:00)",1.0,100.0,2016-09-25 14:20:00
2295,2.0,"[2016-09-25 14:20:00,2016-09-25 14:40:00)",0.0,84.0,2016-09-25 14:20:00
2296,3.0,"[2016-09-25 14:20:00,2016-09-25 14:40:00)",0.0,151.0,2016-09-25 14:20:00
2297,3.0,"[2016-09-25 14:20:00,2016-09-25 14:40:00)",1.0,138.0,2016-09-25 14:20:00
2298,2.0,"[2016-09-25 14:40:00,2016-09-25 15:00:00)",0.0,94.0,2016-09-25 14:40:00
2299,1.0,"[2016-09-25 14:40:00,2016-09-25 15:00:00)",0.0,85.0,2016-09-25 14:40:00
2300,1.0,"[2016-09-25 14:40:00,2016-09-25 15:00:00)",1.0,109.0,2016-09-25 14:40:00
2301,3.0,"[2016-09-25 14:40:00,2016-09-25 15:00:00)",0.0,158.0,2016-09-25 14:40:00
2302,3.0,"[2016-09-25 14:40:00,2016-09-25 15:00:00)",1.0,136.0,2016-09-25 14:40:00
2303,1.0,"[2016-09-25 15:00:00,2016-09-25 15:20:00)",0.0,65.0,2016-09-25 15:00:00
2304,1.0,"[2016-09-25 15:00:00,2016-09-25 15:20:00)",1.0,86.0,2016-09-25 15:00:00
2305,2.0,"[2016-09-25 15:00:00,2016-09-25 15:20:00)",0.0,94.0,2016-09-25 15:00:00
2306,3.0,"[2016-09-25 15:00:00,2016-09-25 15:20:00)",0.0,122.0,2016-09-25 15:00:00
2307,3.0,"[2016-09-25 15:00:00,2016-09-25 15:20:00)",1.0,122.0,2016-09-25 15:00:00
2308,2.0,"[2016-09-25 15:20:00,2016-09-25 15:40:00)",0.0,103.0,2016-09-25 15:20:00
2309,3.0,"[2016-09-25 15:20:00,2016-09-25 15:40:00)",0.0,135.0,2016-09-25 15:20:00
2310,3.0,"[2016-09-25 15:20:00,2016-09-25 15:40:00)",1.0,119.0,2016-09-25 15:20:00
2311,1.0,"[2016-09-25 15:20:00,2016-09-25 15:40:00)",0.0,61.0,2016-09-25 15:20:00
2312,1.0,"[2016-09-25 15:20:00,2016-09-25 15:40:00)",1.0,105.0,2016-09-25 15:20:00
2313,1.0,"[2016-09-25 15:40:00,2016-09-25 16:00:00)",0.0,52.0,2016-09-25 15:40:00
2314,1.0,"[2016-09-25 15:40:00,2016-09-25 16:00:00)",1.0,113.0,2016-09-25 15:40:00
2315,2.0,"[2016-09-25 15:40:00,2016-09-25 16:00:00)",0.0,75.0,2016-09-25 15:40:00
2316,3.0,"[2016-09-25 15:40:00,2016-09-25 16:00:00)",0.0,130.0,2016-09-25 15:40:00
2317,3.0,"[2016-09-25 15:40:00,2016-09-25 16:00:00)",1.0,107.0,2016-09-25 15:40:00
2318,1.0,"[2016-09-25 16:00:00,2016-09-25 16:20:00)",0.0,70.0,2016-09-25 16:00:00
2319,1.0,"[2016-09-25 16:00:00,2016-09-25 16:20:00)",1.0,86.0,2016-09-25 16:00:00
2320,3.0,"[2016-09-25 16:00:00,2016-09-25 16:20:00)",0.0,145.0,2016-09-25 16:00:00
2321,3.0,"[2016-09-25 16:00:00,2016-09-25 16:20:00)",1.0,109.0,2016-09-25 16:00:00
2322,2.0,"[2016-09-25 16:00:00,2016-09-25 16:20:00)",0.0,76.0,2016-09-25 16:00:00
2323,2.0,"[2016-09-25 16:20:00,2016-09-25 16:40:00)",0.0,92.0,2016-09-25 16:20:00
2324,3.0,"[2016-09-25 16:20:00,2016-09-25 16:40:00)",0.0,134.0,2016-09-25 16:20:00
2325,3.0,"[2016-09-25 16:20:00,2016-09-25 16:40:00)",1.0,100.0,2016-09-25 16:20:00
2326,1.0,"[2016-09-25 16:20:00,2016-09-25 16:40:00)",0.0,63.0,2016-09-25 16:20:00
2327,1.0,"[2016-09-25 16:20:00,2016-09-25 16:40:00)",1.0,108.0,2016-09-25 16:20:00
2328,3.0,"[2016-09-25 16:40:00,2016-09-25 17:00:00)",0.0,140.0,2016-09-25 16:40:00
2329,3.0,"[2016-09-25 16:40:00,2016-09-25 17:00:00)",1.0,101.0,2016-09-25 16:40:00
2330,1.0,"[2016-09-25 16:40:00,2016-09-25 17:00:00)",0.0,73.0,2016-09-25 16:40:00
2331,1.0,"[2016-09-25 16:40:00,2016-09-25 17:00:00)",1.0,120.0,2016-09-25 16:40:00
2332,2.0,"[2016-09-25 16:40:00,2016-09-25 17:00:00)",0.0,74.0,2016-09-25 16:40:00
2333,1.0,"[2016-09-25 17:00:00,2016-09-25 17:20:00)",0.0,63.0,2016-09-25 17:00:00
2334,1.0,"[2016-09-25 17:00:00,2016-09-25 17:20:00)",1.0,105.0,2016-09-25 17:00:00
2335,3.0,"[2016-09-25 17:00:00,2016-09-25 17:20:00)",0.0,119.0,2016-09-25 17:00:00
2336,3.0,"[2016-09-25 17:00:00,2016-09-25 17:20:00)",1.0,118.0,2016-09-25 17:00:00
2337,2.0,"[2016-09-25 17:00:00,2016-09-25 17:20:00)",0.0,84.0,2016-09-25 17:00:00
2338,2.0,"[2016-09-25 17:20:00,2016-09-25 17:40:00)",0.0,77.0,2016-09-25 17:20:00
2339,3.0,"[2016-09-25 17:20:00,2016-09-25 17:40:00)",0.0,110.0,2016-09-25 17:20:00
2340,3.0,"[2016-09-25 17:20:00,2016-09-25 17:40:00)",1.0,84.0,2016-09-25 17:20:00
2341,1.0,"[2016-09-25 17:20:00,2016-09-25 17:40:00)",0.0,49.0,2016-09-25 17:20:00
2342,1.0,"[2016-09-25 17:20:00,2016-09-25 17:40:00)",1.0,104.0,2016-09-25 17:20:00
2343,1.0,"[2016-09-25 17:40:00,2016-09-25 18:00:00)",0.0,42.0,2016-09-25 17:40:00
2344,1.0,"[2016-09-25 17:40:00,2016-09-25 18:00:00)",1.0,84.0,2016-09-25 17:40:00
2345,2.0,"[2016-09-25 17:40:00,2016-09-25 18:00:00)",0.0,56.0,2016-09-25 17:40:00
2346,3.0,"[2016-09-25 17:40:00,2016-09-25 18:00:00)",0.0,105.0,2016-09-25 17:40:00
2347,3.0,"[2016-09-25 17:40:00,2016-09-25 18:00:00)",1.0,82.0,2016-09-25 17:40:00
2348,2.0,"[2016-09-25 18:00:00,2016-09-25 18:20:00)",0.0,71.0,2016-09-25 18:00:00
2349,3.0,"[2016-09-25 18:00:00,2016-09-25 18:20:00)",0.0,94.0,2016-09-25 18:00:00
2350,3.0,"[2016-09-25 18:00:00,2016-09-25 18:20:00)",1.0,75.0,2016-09-25 18:00:00
2351,1.0,"[2016-09-25 18:00:00,2016-09-25 18:20:00)",0.0,56.0,2016-09-25 18:00:00
2352,1.0,"[2016-09-25 18:00:00,2016-09-25 18:20:00)",1.0,69.0,2016-09-25 18:00:00
2353,1.0,"[2016-09-25 18:20:00,2016-09-25 18:40:00)",0.0,38.0,2016-09-25 18:20:00
2354,1.0,"[2016-09-25 18:20:00,2016-09-25 18:40:00)",1.0,61.0,2016-09-25 18:20:00
2355,3.0,"[2016-09-25 18:20:00,2016-09-25 18:40:00)",0.0,85.0,2016-09-25 18:20:00
2356,3.0,"[2016-09-25 18:20:00,2016-09-25 18:40:00)",1.0,88.0,2016-09-25 18:20:00
2357,2.0,"[2016-09-25 18:20:00,2016-09-25 18:40:00)",0.0,66.0,2016-09-25 18:20:00
2358,2.0,"[2016-09-25 18:40:00,2016-09-25 19:00:00)",0.0,41.0,2016-09-25 18:40:00
2359,3.0,"[2016-09-25 18:40:00,2016-09-25 19:00:00)",0.0,78.0,2016-09-25 18:40:00
2360,3.0,"[2016-09-25 18:40:00,2016-09-25 19:00:00)",1.0,71.0,2016-09-25 18:40:00
2361,1.0,"[2016-09-25 18:40:00,2016-09-25 19:00:00)",0.0,31.0,2016-09-25 18:40:00
2362,1.0,"[2016-09-25 18:40:00,2016-09-25 19:00:00)",1.0,62.0,2016-09-25 18:40:00
2363,1.0,"[2016-09-25 19:00:00,2016-09-25 19:20:00)",0.0,37.0,2016-09-25 19:00:00
2364,1.0,"[2016-09-25 19:00:00,2016-09-25 19:20:00)",1.0,51.0,2016-09-25 19:00:00
2365,2.0,"[2016-09-25 19:00:00,2016-09-25 19:20:00)",0.0,43.0,2016-09-25 19:00:00
2366,3.0,"[2016-09-25 19:00:00,2016-09-25 19:20:00)",0.0,76.0,2016-09-25 19:00:00
2367,3.0,"[2016-09-25 19:00:00,2016-09-25 19:20:00)",1.0,66.0,2016-09-25 19:00:00
2368,1.0,"[2016-09-25 19:20:00,2016-09-25 19:40:00)",0.0,42.0,2016-09-25 19:20:00
2369,1.0,"[2016-09-25 19:20:00,2016-09-25 19:40:00)",1.0,52.0,2016-09-25 19:20:00
2370,2.0,"[2016-09-25 19:20:00,2016-09-25 19:40:00)",0.0,44.0,2016-09-25 19:20:00
2371,3.0,"[2016-09-25 19:20:00,2016-09-25 19:40:00)",0.0,78.0,2016-09-25 19:20:00
2372,3.0,"[2016-09-25 19:20:00,2016-09-25 19:40:00)",1.0,69.0,2016-09-25 19:20:00
2373,1.0,"[2016-09-25 19:40:00,2016-09-25 20:00:00)",0.0,28.0,2016-09-25 19:40:00
2374,1.0,"[2016-09-25 19:40:00,2016-09-25 20:00:00)",1.0,62.0,2016-09-25 19:40:00
2375,3.0,"[2016-09-25 19:40:00,2016-09-25 20:00:00)",0.0,53.0,2016-09-25 19:40:00
2376,3.0,"[2016-09-25 19:40:00,2016-09-25 20:00:00)",1.0,73.0,2016-09-25 19:40:00
2377,2.0,"[2016-09-25 19:40:00,2016-09-25 20:00:00)",0.0,39.0,2016-09-25 19:40:00
2378,1.0,"[2016-09-25 20:00:00,2016-09-25 20:20:00)",0.0,35.0,2016-09-25 20:00:00
2379,1.0,"[2016-09-25 20:00:00,2016-09-25 20:20:00)",1.0,53.0,2016-09-25 20:00:00
2380,2.0,"[2016-09-25 20:00:00,2016-09-25 20:20:00)",0.0,36.0,2016-09-25 20:00:00
2381,3.0,"[2016-09-25 20:00:00,2016-09-25 20:20:00)",0.0,70.0,2016-09-25 20:00:00
2382,3.0,"[2016-09-25 20:00:00,2016-09-25 20:20:00)",1.0,61.0,2016-09-25 20:00:00
2383,2.0,"[2016-09-25 20:20:00,2016-09-25 20:40:00)",0.0,31.0,2016-09-25 20:20:00
2384,1.0,"[2016-09-25 20:20:00,2016-09-25 20:40:00)",0.0,28.0,2016-09-25 20:20:00
2385,1.0,"[2016-09-25 20:20:00,2016-09-25 20:40:00)",1.0,49.0,2016-09-25 20:20:00
2386,3.0,"[2016-09-25 20:20:00,2016-09-25 20:40:00)",0.0,57.0,2016-09-25 20:20:00
2387,3.0,"[2016-09-25 20:20:00,2016-09-25 20:40:00)",1.0,62.0,2016-09-25 20:20:00
2388,2.0,"[2016-09-25 20:40:00,2016-09-25 21:00:00)",0.0,31.0,2016-09-25 20:40:00
2389,1.0,"[2016-09-25 20:40:00,2016-09-25 21:00:00)",0.0,22.0,2016-09-25 20:40:00
2390,1.0,"[2016-09-25 20:40:00,2016-09-25 21:00:00)",1.0,44.0,2016-09-25 20:40:00
2391,3.0,"[2016-09-25 20:40:00,2016-09-25 21:00:00)",0.0,65.0,2016-09-25 20:40:00
2392,3.0,"[2016-09-25 20:40:00,2016-09-25 21:00:00)",1.0,48.0,2016-09-25 20:40:00
2393,2.0,"[2016-09-25 21:00:00,2016-09-25 21:20:00)",0.0,29.0,2016-09-25 21:00:00
2394,1.0,"[2016-09-25 21:00:00,2016-09-25 21:20:00)",0.0,23.0,2016-09-25 21:00:00
2395,1.0,"[2016-09-25 21:00:00,2016-09-25 21:20:00)",1.0,33.0,2016-09-25 21:00:00
2396,3.0,"[2016-09-25 21:00:00,2016-09-25 21:20:00)",0.0,46.0,2016-09-25 21:00:00
2397,3.0,"[2016-09-25 21:00:00,2016-09-25 21:20:00)",1.0,30.0,2016-09-25 21:00:00
2398,2.0,"[2016-09-25 21:20:00,2016-09-25 21:40:00)",0.0,31.0,2016-09-25 21:20:00
2399,3.0,"[2016-09-25 21:20:00,2016-09-25 21:40:00)",0.0,46.0,2016-09-25 21:20:00
2400,3.0,"[2016-09-25 21:20:00,2016-09-25 21:40:00)",1.0,39.0,2016-09-25 21:20:00
2401,1.0,"[2016-09-25 21:20:00,2016-09-25 21:40:00)",0.0,19.0,2016-09-25 21:20:00
2402,1.0,"[2016-09-25 21:20:00,2016-09-25 21:40:00)",1.0,33.0,2016-09-25 21:20:00
2403,2.0,"[2016-09-25 21:40:00,2016-09-25 22:00:00)",0.0,21.0,2016-09-25 21:40:00
2404,1.0,"[2016-09-25 21:40:00,2016-09-25 22:00:00)",0.0,18.0,2016-09-25 21:40:00
2405,1.0,"[2016-09-25 21:40:00,2016-09-25 22:00:00)",1.0,33.0,2016-09-25 21:40:00
2406,3.0,"[2016-09-25 21:40:00,2016-09-25 22:00:00)",0.0,33.0,2016-09-25 21:40:00
2407,3.0,"[2016-09-25 21:40:00,2016-09-25 22:00:00)",1.0,27.0,2016-09-25 21:40:00
2408,2.0,"[2016-09-25 22:00:00,2016-09-25 22:20:00)",0.0,18.0,2016-09-25 22:00:00
2409,3.0,"[2016-09-25 22:00:00,2016-09-25 22:20:00)",0.0,33.0,2016-09-25 22:00:00
2410,3.0,"[2016-09-25 22:00:00,2016-09-25 22:20:00)",1.0,21.0,2016-09-25 22:00:00
2411,1.0,"[2016-09-25 22:00:00,2016-09-25 22:20:00)",0.0,16.0,2016-09-25 22:00:00
2412,1.0,"[2016-09-25 22:00:00,2016-09-25 22:20:00)",1.0,10.0,2016-09-25 22:00:00
2413,2.0,"[2016-09-25 22:20:00,2016-09-25 22:40:00)",0.0,18.0,2016-09-25 22:20:00
2414,3.0,"[2016-09-25 22:20:00,2016-09-25 22:40:00)",0.0,30.0,2016-09-25 22:20:00
2415,3.0,"[2016-09-25 22:20:00,2016-09-25 22:40:00)",1.0,19.0,2016-09-25 22:20:00
2416,1.0,"[2016-09-25 22:20:00,2016-09-25 22:40:00)",0.0,17.0,2016-09-25 22:20:00
2417,1.0,"[2016-09-25 22:20:00,2016-09-25 22:40:00)",1.0,17.0,2016-09-25 22:20:00
2418,3.0,"[2016-09-25 22:40:00,2016-09-25 23:00:00)",0.0,15.0,2016-09-25 22:40:00
2419,3.0,"[2016-09-25 22:40:00,2016-09-25 23:00:00)",1.0,26.0,2016-09-25 22:40:00
2420,1.0,"[2016-09-25 22:40:00,2016-09-25 23:00:00)",0.0,13.0,2016-09-25 22:40:00
2421,1.0,"[2016-09-25 22:40:00,2016-09-25 23:00:00)",1.0,17.0,2016-09-25 22:40:00
2422,2.0,"[2016-09-25 22:40:00,2016-09-25 23:00:00)",0.0,19.0,2016-09-25 22:40:00
2423,3.0,"[2016-09-25 23:00:00,2016-09-25 23:20:00)",0.0,22.0,2016-09-25 23:00:00
2424,3.0,"[2016-09-25 23:00:00,2016-09-25 23:20:00)",1.0,10.0,2016-09-25 23:00:00
2425,1.0,"[2016-09-25 23:00:00,2016-09-25 23:20:00)",0.0,10.0,2016-09-25 23:00:00
2426,1.0,"[2016-09-25 23:00:00,2016-09-25 23:20:00)",1.0,17.0,2016-09-25 23:00:00
2427,2.0,"[2016-09-25 23:00:00,2016-09-25 23:20:00)",0.0,19.0,2016-09-25 23:00:00
2428,3.0,"[2016-09-25 23:20:00,2016-09-25 23:40:00)",0.0,27.0,2016-09-25 23:20:00
2429,3.0,"[2016-09-25 23:20:00,2016-09-25 23:40:00)",1.0,9.0,2016-09-25 23:20:00
2430,2.0,"[2016-09-25 23:20:00,2016-09-25 23:40:00)",0.0,18.0,2016-09-25 23:20:00
2431,1.0,"[2016-09-25 23:20:00,2016-09-25 23:40:00)",0.0,13.0,2016-09-25 23:20:00
2432,1.0,"[2016-09-25 23:20:00,2016-09-25 23:40:00)",1.0,21.0,2016-09-25 23:20:00
2433,2.0,"[2016-09-25 23:40:00,2016-09-26 00:00:00)",0.0,12.0,2016-09-25 23:40:00
2434,3.0,"[2016-09-25 23:40:00,2016-09-26 00:00:00)",0.0,18.0,2016-09-25 23:40:00
2435,3.0,"[2016-09-25 23:40:00,2016-09-26 00:00:00)",1.0,13.0,2016-09-25 23:40:00
2436,1.0,"[2016-09-25 23:40:00,2016-09-26 00:00:00)",0.0,9.0,2016-09-25 23:40:00
2437,1.0,"[2016-09-25 23:40:00,2016-09-26 00:00:00)",1.0,15.0,2016-09-25 23:40:00
2438,1.0,"[2016-09-26 00:00:00,2016-09-26 00:20:00)",0.0,9.0,2016-09-26 00:00:00
2439,1.0,"[2016-09-26 00:00:00,2016-09-26 00:20:00)",1.0,113.0,2016-09-26 00:00:00
2440,3.0,"[2016-09-26 00:00:00,2016-09-26 00:20:00)",0.0,15.0,2016-09-26 00:00:00
2441,3.0,"[2016-09-26 00:00:00,2016-09-26 00:20:00)",1.0,159.0,2016-09-26 00:00:00
2442,2.0,"[2016-09-26 00:20:00,2016-09-26 00:40:00)",0.0,1.0,2016-09-26 00:20:00
2443,1.0,"[2016-09-26 00:20:00,2016-09-26 00:40:00)",0.0,6.0,2016-09-26 00:20:00
2444,1.0,"[2016-09-26 00:20:00,2016-09-26 00:40:00)",1.0,47.0,2016-09-26 00:20:00
2445,3.0,"[2016-09-26 00:20:00,2016-09-26 00:40:00)",0.0,16.0,2016-09-26 00:20:00
2446,3.0,"[2016-09-26 00:20:00,2016-09-26 00:40:00)",1.0,88.0,2016-09-26 00:20:00
2447,3.0,"[2016-09-26 00:40:00,2016-09-26 01:00:00)",0.0,16.0,2016-09-26 00:40:00
2448,3.0,"[2016-09-26 00:40:00,2016-09-26 01:00:00)",1.0,80.0,2016-09-26 00:40:00
2449,1.0,"[2016-09-26 00:40:00,2016-09-26 01:00:00)",0.0,11.0,2016-09-26 00:40:00
2450,1.0,"[2016-09-26 00:40:00,2016-09-26 01:00:00)",1.0,43.0,2016-09-26 00:40:00
2451,3.0,"[2016-09-26 01:00:00,2016-09-26 01:20:00)",0.0,21.0,2016-09-26 01:00:00
2452,3.0,"[2016-09-26 01:00:00,2016-09-26 01:20:00)",1.0,9.0,2016-09-26 01:00:00
2453,1.0,"[2016-09-26 01:00:00,2016-09-26 01:20:00)",0.0,2.0,2016-09-26 01:00:00
2454,1.0,"[2016-09-26 01:00:00,2016-09-26 01:20:00)",1.0,3.0,2016-09-26 01:00:00
2455,2.0,"[2016-09-26 01:20:00,2016-09-26 01:40:00)",0.0,2.0,2016-09-26 01:20:00
2456,1.0,"[2016-09-26 01:20:00,2016-09-26 01:40:00)",0.0,2.0,2016-09-26 01:20:00
2457,1.0,"[2016-09-26 01:20:00,2016-09-26 01:40:00)",1.0,12.0,2016-09-26 01:20:00
