tollgate_id,time_window,direction,volume,start_time,date,time,day_of_week,week_day_1,week_day_2,week_day_3,week_day_4,week_day_5,week_day_6,week_day_7,is_weekend,month,day,hour,minute,time_win_label,lengthSum,widthSum,lanesSum,laneWidthSum,intersectionNum,linkNum,vehicle_model[0]_2h_ago,vehicle_model[1]_2h_ago,vehicle_model[2]_2h_ago,vehicle_model[3]_2h_ago,vehicle_model[4]_2h_ago,vehicle_model[5]_2h_ago,vehicle_model[6]_2h_ago,vehicle_model[7]_2h_ago,has_etc[0]_2h_ago,has_etc[1]_2h_ago,working_day_2h_ago,total_volume_2h_ago,vehicle_model[0]_1d2h_ago,vehicle_model[1]_1d2h_ago,vehicle_model[2]_1d2h_ago,vehicle_model[3]_1d2h_ago,vehicle_model[4]_1d2h_ago,vehicle_model[5]_1d2h_ago,vehicle_model[6]_1d2h_ago,vehicle_model[7]_1d2h_ago,has_etc[0]_1d2h_ago,has_etc[1]_1d2h_ago,working_day_1d2h_ago,total_volume_1d2h_ago,total_volume
3.0,"[2016-09-24 17:00:00,2016-09-24 17:20:00)",0.0,167.0,2016-09-24 17:00:00,2016-09-24,17:00:00,6,0,0,0,0,0,1,0,1,9,24,17,0,51,2535,162,54,63,3,21,0,123,27,0,3,0,0,0,118,35,0,153,0,132,29,0,3,0,0,0,120,44,1,164,167
3.0,"[2016-09-24 17:00:00,2016-09-24 17:20:00)",1.0,87.0,2016-09-24 17:00:00,2016-09-24,17:00:00,6,0,0,0,0,0,1,0,1,9,24,17,0,51,2535,162,54,63,3,21,0,96,4,3,1,0,0,0,89,15,0,104,0,86,9,2,0,1,0,0,73,25,1,98,87
1.0,"[2016-09-24 17:20:00,2016-09-24 17:40:00)",0.0,55.0,2016-09-24 17:20:00,2016-09-24,17:20:00,6,0,0,0,0,0,1,0,1,9,24,17,20,52,2371,150,50,63,2,21,0,56,7,0,0,0,0,0,48,15,0,63,0,62,3,1,0,0,0,0,48,18,1,66,55
1.0,"[2016-09-24 17:20:00,2016-09-24 17:40:00)",1.0,85.0,2016-09-24 17:20:00,2016-09-24,17:20:00,6,0,0,0,0,0,1,0,1,9,24,17,20,52,2371,150,50,63,2,21,0,105,3,0,1,1,0,0,89,21,0,110,0,94,8,6,1,3,0,1,84,29,1,113,85
2.0,"[2016-09-24 17:20:00,2016-09-24 17:40:00)",0.0,89.0,2016-09-24 17:20:00,2016-09-24,17:20:00,6,0,0,0,0,0,1,0,1,9,24,17,20,52,384,42,14,18,1,6,0,73,12,2,2,0,0,0,64,25,0,89,0,78,13,0,2,0,0,0,64,29,1,93,89
3.0,"[2016-09-24 17:20:00,2016-09-24 17:40:00)",0.0,124.0,2016-09-24 17:20:00,2016-09-24,17:20:00,6,0,0,0,0,0,1,0,1,9,24,17,20,52,2535,162,54,63,3,21,0,133,21,0,3,0,0,0,122,35,0,157,0,123,26,0,1,0,0,0,114,36,1,150,124
3.0,"[2016-09-24 17:20:00,2016-09-24 17:40:00)",1.0,88.0,2016-09-24 17:20:00,2016-09-24,17:20:00,6,0,0,0,0,0,1,0,1,9,24,17,20,52,2535,162,54,63,3,21,0,122,4,1,3,4,0,0,93,41,0,134,0,112,2,4,0,2,0,0,88,32,1,120,88
1.0,"[2016-09-24 17:40:00,2016-09-24 18:00:00)",0.0,32.0,2016-09-24 17:40:00,2016-09-24,17:40:00,6,0,0,0,0,0,1,0,1,9,24,17,40,53,2371,150,50,63,2,21,0,61,4,1,0,0,0,0,46,20,0,66,0,68,9,1,0,0,0,0,53,25,1,78,32
1.0,"[2016-09-24 17:40:00,2016-09-24 18:00:00)",1.0,105.0,2016-09-24 17:40:00,2016-09-24,17:40:00,6,0,0,0,0,0,1,0,1,9,24,17,40,53,2371,150,50,63,2,21,0,92,4,5,2,1,0,0,76,28,0,104,0,98,8,1,3,4,0,0,88,26,1,114,105
2.0,"[2016-09-24 17:40:00,2016-09-24 18:00:00)",0.0,85.0,2016-09-24 17:40:00,2016-09-24,17:40:00,6,0,0,0,0,0,1,0,1,9,24,17,40,53,384,42,14,18,1,6,0,84,10,0,0,0,0,0,72,22,0,94,0,73,8,0,1,0,0,0,56,26,1,82,85
3.0,"[2016-09-24 17:40:00,2016-09-24 18:00:00)",0.0,102.0,2016-09-24 17:40:00,2016-09-24,17:40:00,6,0,0,0,0,0,1,0,1,9,24,17,40,53,2535,162,54,63,3,21,0,87,23,0,0,0,0,0,90,20,0,110,0,150,29,1,2,0,0,0,126,56,1,182,102
3.0,"[2016-09-24 17:40:00,2016-09-24 18:00:00)",1.0,87.0,2016-09-24 17:40:00,2016-09-24,17:40:00,6,0,0,0,0,0,1,0,1,9,24,17,40,53,2535,162,54,63,3,21,0,87,3,12,2,1,0,0,77,28,0,105,0,98,4,3,1,1,0,0,83,24,1,107,87
2.0,"[2016-09-24 18:00:00,2016-09-24 18:20:00)",0.0,34.0,2016-09-24 18:00:00,2016-09-24,18:00:00,6,0,0,0,0,0,1,0,1,9,24,18,0,54,384,42,14,18,1,6,0,72,13,0,2,0,0,0,71,16,0,87,0,68,9,0,0,0,0,0,56,21,1,77,34
1.0,"[2016-09-24 18:00:00,2016-09-24 18:20:00)",0.0,42.0,2016-09-24 18:00:00,2016-09-24,18:00:00,6,0,0,0,0,0,1,0,1,9,24,18,0,54,2371,150,50,63,2,21,0,78,1,1,1,0,0,0,67,14,0,81,0,71,4,1,0,0,0,0,53,23,1,76,42
1.0,"[2016-09-24 18:00:00,2016-09-24 18:20:00)",1.0,78.0,2016-09-24 18:00:00,2016-09-24,18:00:00,6,0,0,0,0,0,1,0,1,9,24,18,0,54,2371,150,50,63,2,21,0,86,2,1,3,1,0,0,71,22,0,93,0,97,8,1,1,2,0,1,77,33,1,110,78
3.0,"[2016-09-24 18:00:00,2016-09-24 18:20:00)",0.0,108.0,2016-09-24 18:00:00,2016-09-24,18:00:00,6,0,0,0,0,0,1,0,1,9,24,18,0,54,2535,162,54,63,3,21,0,117,21,0,2,0,0,0,112,28,0,140,0,129,25,0,1,0,0,0,110,45,1,155,108
3.0,"[2016-09-24 18:00:00,2016-09-24 18:20:00)",1.0,57.0,2016-09-24 18:00:00,2016-09-24,18:00:00,6,0,0,0,0,0,1,0,1,9,24,18,0,54,2535,162,54,63,3,21,0,99,3,5,0,2,0,0,85,24,0,109,0,94,4,1,2,1,0,0,76,26,1,102,57
1.0,"[2016-09-24 18:20:00,2016-09-24 18:40:00)",0.0,35.0,2016-09-24 18:20:00,2016-09-24,18:20:00,6,0,0,0,0,0,1,0,1,9,24,18,20,55,2371,150,50,63,2,21,0,57,2,0,0,0,0,0,45,14,0,59,0,83,3,0,0,0,0,0,58,28,1,86,35
1.0,"[2016-09-24 18:20:00,2016-09-24 18:40:00)",1.0,75.0,2016-09-24 18:20:00,2016-09-24,18:20:00,6,0,0,0,0,0,1,0,1,9,24,18,20,55,2371,150,50,63,2,21,0,76,6,0,2,0,0,0,65,19,0,84,0,103,8,0,1,0,0,0,80,32,1,112,75
3.0,"[2016-09-24 18:20:00,2016-09-24 18:40:00)",0.0,108.0,2016-09-24 18:20:00,2016-09-24,18:20:00,6,0,0,0,0,0,1,0,1,9,24,18,20,55,2535,162,54,63,3,21,0,115,19,0,1,0,0,0,108,27,0,135,0,115,21,0,1,0,0,0,108,29,1,137,108
3.0,"[2016-09-24 18:20:00,2016-09-24 18:40:00)",1.0,77.0,2016-09-24 18:20:00,2016-09-24,18:20:00,6,0,0,0,0,0,1,0,1,9,24,18,20,55,2535,162,54,63,3,21,0,98,8,0,0,1,0,0,82,25,0,107,0,108,8,1,1,1,0,0,94,25,1,119,77
2.0,"[2016-09-24 18:20:00,2016-09-24 18:40:00)",0.0,0.0,2016-09-24 18:20:00,2016-09-24,18:20:00,6,0,0,0,0,0,1,0,1,9,24,18,20,55,384,42,14,18,1,6,0,71,11,0,1,0,0,0,69,14,0,83,0,91,9,0,0,0,0,0,75,25,1,100,0
2.0,"[2016-09-24 18:40:00,2016-09-24 19:00:00)",0.0,1.0,2016-09-24 18:40:00,2016-09-24,18:40:00,6,0,0,0,0,0,1,0,1,9,24,18,40,56,384,42,14,18,1,6,0,80,8,0,0,0,0,1,66,23,0,89,0,102,8,0,0,0,0,0,89,21,1,110,1
3.0,"[2016-09-24 18:40:00,2016-09-24 19:00:00)",0.0,92.0,2016-09-24 18:40:00,2016-09-24,18:40:00,6,0,0,0,0,0,1,0,1,9,24,18,40,56,2535,162,54,63,3,21,0,130,20,0,2,0,0,0,111,41,0,152,0,116,28,1,1,0,0,0,114,32,1,146,92
3.0,"[2016-09-24 18:40:00,2016-09-24 19:00:00)",1.0,66.0,2016-09-24 18:40:00,2016-09-24,18:40:00,6,0,0,0,0,0,1,0,1,9,24,18,40,56,2535,162,54,63,3,21,0,110,1,2,1,0,0,0,86,28,0,114,0,131,4,1,0,1,0,0,104,33,1,137,66
1.0,"[2016-09-24 18:40:00,2016-09-24 19:00:00)",0.0,54.0,2016-09-24 18:40:00,2016-09-24,18:40:00,6,0,0,0,0,0,1,0,1,9,24,18,40,56,2371,150,50,63,2,21,0,45,2,1,0,0,0,0,29,19,0,48,0,43,1,0,0,0,0,0,25,19,1,44,54
1.0,"[2016-09-24 18:40:00,2016-09-24 19:00:00)",1.0,59.0,2016-09-24 18:40:00,2016-09-24,18:40:00,6,0,0,0,0,0,1,0,1,9,24,18,40,56,2371,150,50,63,2,21,0,81,5,0,1,3,0,0,68,22,0,90,0,100,5,2,4,1,0,1,78,35,1,113,59
3.0,"[2016-09-24 19:00:00,2016-09-24 19:20:00)",0.0,68.0,2016-09-24 19:00:00,2016-09-24,19:00:00,6,0,0,0,0,0,1,0,1,9,24,19,0,57,2535,162,54,63,3,21,0,128,34,0,5,0,0,0,126,41,0,167,0,115,15,0,0,0,0,0,93,37,1,130,68
3.0,"[2016-09-24 19:00:00,2016-09-24 19:20:00)",1.0,53.0,2016-09-24 19:00:00,2016-09-24,19:00:00,6,0,0,0,0,0,1,0,1,9,24,19,0,57,2535,162,54,63,3,21,0,81,3,0,2,1,0,0,58,29,0,87,0,82,2,1,0,1,0,0,64,22,1,86,53
1.0,"[2016-09-24 19:00:00,2016-09-24 19:20:00)",0.0,32.0,2016-09-24 19:00:00,2016-09-24,19:00:00,6,0,0,0,0,0,1,0,1,9,24,19,0,57,2371,150,50,63,2,21,0,69,3,0,1,0,0,0,50,23,0,73,0,41,3,0,1,0,0,0,36,9,1,45,32
1.0,"[2016-09-24 19:00:00,2016-09-24 19:20:00)",1.0,50.0,2016-09-24 19:00:00,2016-09-24,19:00:00,6,0,0,0,0,0,1,0,1,9,24,19,0,57,2371,150,50,63,2,21,0,88,1,3,0,2,0,0,75,19,0,94,0,103,3,3,3,1,0,0,67,46,1,113,50
2.0,"[2016-09-24 19:00:00,2016-09-24 19:20:00)",0.0,0.0,2016-09-24 19:00:00,2016-09-24,19:00:00,6,0,0,0,0,0,1,0,1,9,24,19,0,57,384,42,14,18,1,6,0,63,8,0,0,0,0,0,57,14,0,71,0,87,7,0,1,0,0,0,70,25,1,95,0
2.0,"[2016-09-24 19:20:00,2016-09-24 19:40:00)",0.0,9.0,2016-09-24 19:20:00,2016-09-24,19:20:00,6,0,0,0,0,0,1,0,1,9,24,19,20,58,384,42,14,18,1,6,0,79,8,0,2,0,0,0,64,25,0,89,0,87,5,0,0,0,0,0,68,24,1,92,9
1.0,"[2016-09-24 19:20:00,2016-09-24 19:40:00)",0.0,47.0,2016-09-24 19:20:00,2016-09-24,19:20:00,6,0,0,0,0,0,1,0,1,9,24,19,20,58,2371,150,50,63,2,21,0,52,2,0,1,0,0,0,39,16,0,55,0,35,3,0,0,0,0,0,31,7,1,38,47
1.0,"[2016-09-24 19:20:00,2016-09-24 19:40:00)",1.0,46.0,2016-09-24 19:20:00,2016-09-24,19:20:00,6,0,0,0,0,0,1,0,1,9,24,19,20,58,2371,150,50,63,2,21,0,71,4,2,6,1,0,1,59,26,0,85,0,97,4,1,1,2,0,0,69,36,1,105,46
3.0,"[2016-09-24 19:20:00,2016-09-24 19:40:00)",0.0,78.0,2016-09-24 19:20:00,2016-09-24,19:20:00,6,0,0,0,0,0,1,0,1,9,24,19,20,58,2535,162,54,63,3,21,0,104,20,0,0,0,0,0,96,28,0,124,0,87,19,1,1,0,0,0,84,24,1,108,78
3.0,"[2016-09-24 19:20:00,2016-09-24 19:40:00)",1.0,60.0,2016-09-24 19:20:00,2016-09-24,19:20:00,6,0,0,0,0,0,1,0,1,9,24,19,20,58,2535,162,54,63,3,21,0,81,4,2,0,1,0,0,65,23,0,88,0,104,4,1,0,1,0,0,72,38,1,110,60
3.0,"[2016-09-24 19:40:00,2016-09-24 20:00:00)",0.0,59.0,2016-09-24 19:40:00,2016-09-24,19:40:00,6,0,0,0,0,0,1,0,1,9,24,19,40,59,2535,162,54,63,3,21,0,81,20,0,1,0,0,0,81,21,0,102,0,114,20,1,2,0,0,0,104,33,1,137,59
3.0,"[2016-09-24 19:40:00,2016-09-24 20:00:00)",1.0,50.0,2016-09-24 19:40:00,2016-09-24,19:40:00,6,0,0,0,0,0,1,0,1,9,24,19,40,59,2535,162,54,63,3,21,0,82,1,4,0,0,0,0,60,27,0,87,0,112,5,1,1,2,0,0,86,35,1,121,50
1.0,"[2016-09-24 19:40:00,2016-09-24 20:00:00)",0.0,21.0,2016-09-24 19:40:00,2016-09-24,19:40:00,6,0,0,0,0,0,1,0,1,9,24,19,40,59,2371,150,50,63,2,21,0,30,2,0,0,0,0,0,24,8,0,32,0,45,1,0,0,0,0,0,35,11,1,46,21
1.0,"[2016-09-24 19:40:00,2016-09-24 20:00:00)",1.0,51.0,2016-09-24 19:40:00,2016-09-24,19:40:00,6,0,0,0,0,0,1,0,1,9,24,19,40,59,2371,150,50,63,2,21,0,91,6,2,4,2,0,0,81,24,0,105,0,126,4,3,6,2,0,0,89,52,1,141,51
2.0,"[2016-09-24 19:40:00,2016-09-24 20:00:00)",0.0,34.0,2016-09-24 19:40:00,2016-09-24,19:40:00,6,0,0,0,0,0,1,0,1,9,24,19,40,59,384,42,14,18,1,6,0,75,9,0,1,0,0,0,66,19,0,85,0,84,11,0,0,0,0,0,69,26,1,95,34
1.0,"[2016-09-24 20:00:00,2016-09-24 20:20:00)",0.0,23.0,2016-09-24 20:00:00,2016-09-24,20:00:00,6,0,0,0,0,0,1,0,1,9,24,20,0,60,2371,150,50,63,2,21,0,42,0,0,0,0,0,0,35,7,0,42,0,36,3,1,0,0,0,0,27,13,1,40,23
1.0,"[2016-09-24 20:00:00,2016-09-24 20:20:00)",1.0,42.0,2016-09-24 20:00:00,2016-09-24,20:00:00,6,0,0,0,0,0,1,0,1,9,24,20,0,60,2371,150,50,63,2,21,0,71,3,1,1,2,0,0,54,24,0,78,0,82,7,1,1,2,0,0,64,29,1,93,42
2.0,"[2016-09-24 20:00:00,2016-09-24 20:20:00)",0.0,39.0,2016-09-24 20:00:00,2016-09-24,20:00:00,6,0,0,0,0,0,1,0,1,9,24,20,0,60,384,42,14,18,1,6,0,33,1,0,0,0,0,0,25,9,0,34,0,73,6,1,0,0,0,0,64,16,1,80,39
3.0,"[2016-09-24 20:00:00,2016-09-24 20:20:00)",0.0,70.0,2016-09-24 20:00:00,2016-09-24,20:00:00,6,0,0,0,0,0,1,0,1,9,24,20,0,60,2535,162,54,63,3,21,0,84,20,1,3,0,0,0,84,24,0,108,0,71,26,0,1,0,0,0,73,25,1,98,70
3.0,"[2016-09-24 20:00:00,2016-09-24 20:20:00)",1.0,57.0,2016-09-24 20:00:00,2016-09-24,20:00:00,6,0,0,0,0,0,1,0,1,9,24,20,0,60,2535,162,54,63,3,21,0,52,2,1,1,1,0,0,42,15,0,57,0,93,2,2,1,2,0,0,67,33,1,100,57
1.0,"[2016-09-24 20:20:00,2016-09-24 20:40:00)",0.0,28.0,2016-09-24 20:20:00,2016-09-24,20:20:00,6,0,0,0,0,0,1,0,1,9,24,20,20,61,2371,150,50,63,2,21,0,32,3,0,0,0,0,0,32,3,0,35,0,44,1,0,0,0,0,0,31,14,1,45,28
1.0,"[2016-09-24 20:20:00,2016-09-24 20:40:00)",1.0,30.0,2016-09-24 20:20:00,2016-09-24,20:20:00,6,0,0,0,0,0,1,0,1,9,24,20,20,61,2371,150,50,63,2,21,0,73,2,0,0,0,0,0,59,16,0,75,0,91,1,0,2,2,0,0,64,32,1,96,30
2.0,"[2016-09-24 20:20:00,2016-09-24 20:40:00)",0.0,35.0,2016-09-24 20:20:00,2016-09-24,20:20:00,6,0,0,0,0,0,1,0,1,9,24,20,20,61,384,42,14,18,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,65,6,0,0,0,0,0,48,23,1,71,35
3.0,"[2016-09-24 20:20:00,2016-09-24 20:40:00)",0.0,43.0,2016-09-24 20:20:00,2016-09-24,20:20:00,6,0,0,0,0,0,1,0,1,9,24,20,20,61,2535,162,54,63,3,21,0,85,19,2,2,0,0,0,84,24,0,108,0,100,22,2,5,0,0,0,92,37,1,129,43
3.0,"[2016-09-24 20:20:00,2016-09-24 20:40:00)",1.0,62.0,2016-09-24 20:20:00,2016-09-24,20:20:00,6,0,0,0,0,0,1,0,1,9,24,20,20,61,2535,162,54,63,3,21,0,75,1,1,0,0,0,0,55,22,0,77,0,89,3,2,1,0,0,0,74,21,1,95,62
1.0,"[2016-09-24 20:40:00,2016-09-24 21:00:00)",0.0,30.0,2016-09-24 20:40:00,2016-09-24,20:40:00,6,0,0,0,0,0,1,0,1,9,24,20,40,62,2371,150,50,63,2,21,0,50,3,0,1,0,0,0,47,7,0,54,0,29,3,0,0,0,0,0,27,5,1,32,30
1.0,"[2016-09-24 20:40:00,2016-09-24 21:00:00)",1.0,51.0,2016-09-24 20:40:00,2016-09-24,20:40:00,6,0,0,0,0,0,1,0,1,9,24,20,40,62,2371,150,50,63,2,21,0,51,4,0,1,3,0,0,43,16,0,59,0,95,8,3,2,0,0,0,81,27,1,108,51
2.0,"[2016-09-24 20:40:00,2016-09-24 21:00:00)",0.0,35.0,2016-09-24 20:40:00,2016-09-24,20:40:00,6,0,0,0,0,0,1,0,1,9,24,20,40,62,384,42,14,18,1,6,0,1,0,0,0,0,0,0,1,0,0,1,0,75,5,0,0,0,0,0,57,23,1,80,35
3.0,"[2016-09-24 20:40:00,2016-09-24 21:00:00)",0.0,64.0,2016-09-24 20:40:00,2016-09-24,20:40:00,6,0,0,0,0,0,1,0,1,9,24,20,40,62,2535,162,54,63,3,21,0,57,31,0,4,0,0,0,71,21,0,92,0,60,20,0,0,0,0,0,66,14,1,80,64
3.0,"[2016-09-24 20:40:00,2016-09-24 21:00:00)",1.0,49.0,2016-09-24 20:40:00,2016-09-24,20:40:00,6,0,0,0,0,0,1,0,1,9,24,20,40,62,2535,162,54,63,3,21,0,62,0,0,3,1,0,0,52,14,0,66,0,89,3,0,2,2,0,0,65,31,1,96,49
2.0,"[2016-09-24 21:00:00,2016-09-24 21:20:00)",0.0,27.0,2016-09-24 21:00:00,2016-09-24,21:00:00,6,0,0,0,0,0,1,0,1,9,24,21,0,63,384,42,14,18,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,54,9,0,0,0,0,0,42,21,1,63,27
1.0,"[2016-09-24 21:00:00,2016-09-24 21:20:00)",0.0,23.0,2016-09-24 21:00:00,2016-09-24,21:00:00,6,0,0,0,0,0,1,0,1,9,24,21,0,63,2371,150,50,63,2,21,0,29,2,1,0,0,0,0,20,12,0,32,0,28,1,0,0,0,0,0,24,5,1,29,23
1.0,"[2016-09-24 21:00:00,2016-09-24 21:20:00)",1.0,26.0,2016-09-24 21:00:00,2016-09-24,21:00:00,6,0,0,0,0,0,1,0,1,9,24,21,0,63,2371,150,50,63,2,21,0,43,5,1,0,1,0,0,40,10,0,50,0,45,4,0,0,3,0,1,37,16,1,53,26
3.0,"[2016-09-24 21:00:00,2016-09-24 21:20:00)",0.0,56.0,2016-09-24 21:00:00,2016-09-24,21:00:00,6,0,0,0,0,0,1,0,1,9,24,21,0,63,2535,162,54,63,3,21,0,55,13,0,0,0,0,0,51,17,0,68,0,52,11,0,0,0,0,0,52,11,1,63,56
3.0,"[2016-09-24 21:00:00,2016-09-24 21:20:00)",1.0,39.0,2016-09-24 21:00:00,2016-09-24,21:00:00,6,0,0,0,0,0,1,0,1,9,24,21,0,63,2535,162,54,63,3,21,0,50,1,0,1,1,0,0,43,10,0,53,0,53,4,0,0,1,0,0,45,13,1,58,39
1.0,"[2016-09-24 21:20:00,2016-09-24 21:40:00)",0.0,23.0,2016-09-24 21:20:00,2016-09-24,21:20:00,6,0,0,0,0,0,1,0,1,9,24,21,20,64,2371,150,50,63,2,21,0,44,3,0,0,0,0,0,42,5,0,47,0,20,2,1,0,0,0,0,16,7,1,23,23
1.0,"[2016-09-24 21:20:00,2016-09-24 21:40:00)",1.0,27.0,2016-09-24 21:20:00,2016-09-24,21:20:00,6,0,0,0,0,0,1,0,1,9,24,21,20,64,2371,150,50,63,2,21,0,42,2,1,0,1,0,0,34,12,0,46,0,50,5,3,1,2,0,0,51,10,1,61,27
3.0,"[2016-09-24 21:20:00,2016-09-24 21:40:00)",0.0,54.0,2016-09-24 21:20:00,2016-09-24,21:20:00,6,0,0,0,0,0,1,0,1,9,24,21,20,64,2535,162,54,63,3,21,0,56,20,2,0,0,0,0,59,19,0,78,0,51,19,0,0,0,0,0,58,12,1,70,54
3.0,"[2016-09-24 21:20:00,2016-09-24 21:40:00)",1.0,42.0,2016-09-24 21:20:00,2016-09-24,21:20:00,6,0,0,0,0,0,1,0,1,9,24,21,20,64,2535,162,54,63,3,21,0,55,1,2,0,2,0,0,48,12,0,60,0,80,4,1,0,1,0,0,64,22,1,86,42
2.0,"[2016-09-24 21:20:00,2016-09-24 21:40:00)",0.0,28.0,2016-09-24 21:20:00,2016-09-24,21:20:00,6,0,0,0,0,0,1,0,1,9,24,21,20,64,384,42,14,18,1,6,0,8,1,0,0,0,0,0,8,1,0,9,0,50,7,0,0,0,0,0,36,21,1,57,28
2.0,"[2016-09-24 21:40:00,2016-09-24 22:00:00)",0.0,17.0,2016-09-24 21:40:00,2016-09-24,21:40:00,6,0,0,0,0,0,1,0,1,9,24,21,40,65,384,42,14,18,1,6,0,28,6,0,0,0,0,0,28,6,0,34,0,52,10,0,0,0,0,0,48,14,1,62,17
1.0,"[2016-09-24 21:40:00,2016-09-24 22:00:00)",0.0,16.0,2016-09-24 21:40:00,2016-09-24,21:40:00,6,0,0,0,0,0,1,0,1,9,24,21,40,65,2371,150,50,63,2,21,0,20,1,0,0,0,0,0,18,3,0,21,0,31,1,0,0,0,0,0,24,8,1,32,16
1.0,"[2016-09-24 21:40:00,2016-09-24 22:00:00)",1.0,33.0,2016-09-24 21:40:00,2016-09-24,21:40:00,6,0,0,0,0,0,1,0,1,9,24,21,40,65,2371,150,50,63,2,21,0,46,3,1,1,0,0,0,38,13,0,51,0,50,5,0,0,1,0,0,42,14,1,56,33
3.0,"[2016-09-24 21:40:00,2016-09-24 22:00:00)",0.0,43.0,2016-09-24 21:40:00,2016-09-24,21:40:00,6,0,0,0,0,0,1,0,1,9,24,21,40,65,2535,162,54,63,3,21,0,42,15,0,2,0,0,0,49,10,0,59,0,36,14,0,0,0,0,0,38,12,1,50,43
3.0,"[2016-09-24 21:40:00,2016-09-24 22:00:00)",1.0,35.0,2016-09-24 21:40:00,2016-09-24,21:40:00,6,0,0,0,0,0,1,0,1,9,24,21,40,65,2535,162,54,63,3,21,0,46,2,2,0,0,0,0,39,11,0,50,0,54,1,0,0,0,0,0,37,18,1,55,35
2.0,"[2016-09-24 22:00:00,2016-09-24 22:20:00)",0.0,19.0,2016-09-24 22:00:00,2016-09-24,22:00:00,6,0,0,0,0,0,1,0,1,9,24,22,0,66,384,42,14,18,1,6,0,31,8,0,0,0,0,0,33,6,0,39,0,34,6,0,0,0,0,0,28,12,1,40,19
1.0,"[2016-09-24 22:00:00,2016-09-24 22:20:00)",0.0,16.0,2016-09-24 22:00:00,2016-09-24,22:00:00,6,0,0,0,0,0,1,0,1,9,24,22,0,66,2371,150,50,63,2,21,0,22,1,0,0,0,0,0,16,7,0,23,0,27,0,0,0,0,0,0,18,9,1,27,16
1.0,"[2016-09-24 22:00:00,2016-09-24 22:20:00)",1.0,21.0,2016-09-24 22:00:00,2016-09-24,22:00:00,6,0,0,0,0,0,1,0,1,9,24,22,0,66,2371,150,50,63,2,21,0,33,5,1,0,2,0,1,37,5,0,42,0,26,7,0,1,0,0,0,26,8,1,34,21
3.0,"[2016-09-24 22:00:00,2016-09-24 22:20:00)",0.0,38.0,2016-09-24 22:00:00,2016-09-24,22:00:00,6,0,0,0,0,0,1,0,1,9,24,22,0,66,2535,162,54,63,3,21,0,56,12,0,2,0,0,0,53,17,0,70,0,42,12,0,0,0,0,0,42,12,1,54,38
3.0,"[2016-09-24 22:00:00,2016-09-24 22:20:00)",1.0,25.0,2016-09-24 22:00:00,2016-09-24,22:00:00,6,0,0,0,0,0,1,0,1,9,24,22,0,66,2535,162,54,63,3,21,0,52,2,0,0,3,0,0,45,12,0,57,0,51,2,2,1,2,0,0,45,13,1,58,25
1.0,"[2016-09-24 22:20:00,2016-09-24 22:40:00)",0.0,13.0,2016-09-24 22:20:00,2016-09-24,22:20:00,6,0,0,0,0,0,1,0,1,9,24,22,20,67,2371,150,50,63,2,21,0,25,3,0,0,0,0,0,23,5,0,28,0,25,0,0,0,0,0,0,15,10,1,25,13
1.0,"[2016-09-24 22:20:00,2016-09-24 22:40:00)",1.0,20.0,2016-09-24 22:20:00,2016-09-24,22:20:00,6,0,0,0,0,0,1,0,1,9,24,22,20,67,2371,150,50,63,2,21,0,24,2,0,2,2,0,0,25,5,0,30,0,31,2,0,1,2,0,0,27,9,1,36,20
2.0,"[2016-09-24 22:20:00,2016-09-24 22:40:00)",0.0,20.0,2016-09-24 22:20:00,2016-09-24,22:20:00,6,0,0,0,0,0,1,0,1,9,24,22,20,67,384,42,14,18,1,6,0,30,5,0,0,0,0,0,26,9,0,35,0,26,5,0,0,0,0,0,21,10,1,31,20
3.0,"[2016-09-24 22:20:00,2016-09-24 22:40:00)",0.0,34.0,2016-09-24 22:20:00,2016-09-24,22:20:00,6,0,0,0,0,0,1,0,1,9,24,22,20,67,2535,162,54,63,3,21,0,35,8,0,0,0,0,0,31,12,0,43,0,35,7,0,0,0,0,0,34,8,1,42,34
3.0,"[2016-09-24 22:20:00,2016-09-24 22:40:00)",1.0,27.0,2016-09-24 22:20:00,2016-09-24,22:20:00,6,0,0,0,0,0,1,0,1,9,24,22,20,67,2535,162,54,63,3,21,0,56,5,0,0,1,0,0,39,23,0,62,0,42,5,0,0,2,0,0,37,12,1,49,27
2.0,"[2016-09-24 22:40:00,2016-09-24 23:00:00)",0.0,16.0,2016-09-24 22:40:00,2016-09-24,22:40:00,6,0,0,0,0,0,1,0,1,9,24,22,40,68,384,42,14,18,1,6,0,28,7,0,0,0,0,0,29,6,0,35,0,35,4,0,1,0,0,0,29,11,1,40,16
1.0,"[2016-09-24 22:40:00,2016-09-24 23:00:00)",0.0,15.0,2016-09-24 22:40:00,2016-09-24,22:40:00,6,0,0,0,0,0,1,0,1,9,24,22,40,68,2371,150,50,63,2,21,0,28,2,0,0,0,0,0,20,10,0,30,0,26,2,0,0,0,0,0,23,5,1,28,15
1.0,"[2016-09-24 22:40:00,2016-09-24 23:00:00)",1.0,23.0,2016-09-24 22:40:00,2016-09-24,22:40:00,6,0,0,0,0,0,1,0,1,9,24,22,40,68,2371,150,50,63,2,21,0,40,10,1,0,0,0,0,42,9,0,51,0,42,3,1,0,1,0,0,33,14,1,47,23
