tollgate_id,time_window,direction,volume,start_time,date,time,day_of_week,week_day_1,week_day_2,week_day_3,week_day_4,week_day_5,week_day_6,week_day_7,is_weekend,month,day,hour,minute,time_win_label,lengthSum,widthSum,lanesSum,laneWidthSum,intersectionNum,linkNum,vehicle_model[0]_2h_ago,vehicle_model[1]_2h_ago,vehicle_model[2]_2h_ago,vehicle_model[3]_2h_ago,vehicle_model[4]_2h_ago,vehicle_model[5]_2h_ago,vehicle_model[6]_2h_ago,vehicle_model[7]_2h_ago,has_etc[0]_2h_ago,has_etc[1]_2h_ago,working_day_2h_ago,total_volume_2h_ago,vehicle_model[0]_1d2h_ago,vehicle_model[1]_1d2h_ago,vehicle_model[2]_1d2h_ago,vehicle_model[3]_1d2h_ago,vehicle_model[4]_1d2h_ago,vehicle_model[5]_1d2h_ago,vehicle_model[6]_1d2h_ago,vehicle_model[7]_1d2h_ago,has_etc[0]_1d2h_ago,has_etc[1]_1d2h_ago,working_day_1d2h_ago,total_volume_1d2h_ago,total_volume,pressure,sea_pressure,wind_direction,wind_speed,temperature,rel_humidity,precipitation
3.0,"[2016-09-23 11:00:00,2016-09-23 11:20:00)",0.0,87.0,2016-09-23 11:00:00,2016-09-23,11:00:00,5,0,0,0,0,1,0,0,0,9,23,11,0,33,2535,162,54,63,3,21,0,150,25,0,1,0,0,0,137,39,1,176,0,132,16,2,1,0,0,0,102,49,1,151,87,1009.152,1014.169,93.491,3.114,24.883000000000006,73.815,0.0
3.0,"[2016-09-23 11:00:00,2016-09-23 11:20:00)",1.0,94.0,2016-09-23 11:00:00,2016-09-23,11:00:00,5,0,0,0,0,1,0,0,0,9,23,11,0,33,2535,162,54,63,3,21,0,121,6,3,2,2,0,0,94,40,1,134,0,107,2,4,1,1,0,1,86,30,1,116,94,1009.152,1014.169,93.491,3.114,24.883000000000006,73.815,0.0
1.0,"[2016-09-23 11:20:00,2016-09-23 11:40:00)",0.0,45.0,2016-09-23 11:20:00,2016-09-23,11:20:00,5,0,0,0,0,1,0,0,0,9,23,11,20,34,2371,150,50,63,2,21,0,48,3,1,0,0,0,0,36,16,1,52,0,47,5,0,0,0,0,0,46,6,1,52,45,1009.337,1014.347,87.273,2.789,24.562,75.607,0.0
1.0,"[2016-09-23 11:20:00,2016-09-23 11:40:00)",1.0,84.0,2016-09-23 11:20:00,2016-09-23,11:20:00,5,0,0,0,0,1,0,0,0,9,23,11,20,34,2371,150,50,63,2,21,0,92,8,0,2,5,0,0,88,19,1,107,0,94,8,1,3,1,0,0,77,30,1,107,84,1009.337,1014.347,87.273,2.789,24.562,75.607,0.0
2.0,"[2016-09-23 11:20:00,2016-09-23 11:40:00)",0.0,57.0,2016-09-23 11:20:00,2016-09-23,11:20:00,5,0,0,0,0,1,0,0,0,9,23,11,20,34,384,42,14,18,1,6,0,76,14,1,2,0,0,0,68,25,1,93,0,70,11,0,0,0,0,0,61,20,1,81,57,1009.337,1014.347,87.273,2.789,24.562,75.607,0.0
3.0,"[2016-09-23 11:20:00,2016-09-23 11:40:00)",0.0,93.0,2016-09-23 11:20:00,2016-09-23,11:20:00,5,0,0,0,0,1,0,0,0,9,23,11,20,34,2535,162,54,63,3,21,1,124,29,2,1,0,0,0,118,39,1,157,0,108,22,1,1,0,0,0,101,31,1,132,93,1009.337,1014.347,87.273,2.789,24.562,75.607,0.0
3.0,"[2016-09-23 11:20:00,2016-09-23 11:40:00)",1.0,84.0,2016-09-23 11:20:00,2016-09-23,11:20:00,5,0,0,0,0,1,0,0,0,9,23,11,20,34,2535,162,54,63,3,21,0,120,7,5,3,2,0,0,103,34,1,137,0,97,7,4,2,0,0,0,78,32,1,110,84,1009.337,1014.347,87.273,2.789,24.562,75.607,0.0
1.0,"[2016-09-23 11:40:00,2016-09-23 12:00:00)",0.0,41.0,2016-09-23 11:40:00,2016-09-23,11:40:00,5,0,0,0,0,1,0,0,0,9,23,11,40,35,2371,150,50,63,2,21,1,40,3,0,0,0,0,0,35,9,1,44,0,52,6,1,0,0,0,0,46,13,1,59,41,1009.5,1014.5,80.0,2.5,24.3,77.0,0.0
1.0,"[2016-09-23 11:40:00,2016-09-23 12:00:00)",1.0,92.0,2016-09-23 11:40:00,2016-09-23,11:40:00,5,0,0,0,0,1,0,0,0,9,23,11,40,35,2371,150,50,63,2,21,0,92,4,6,2,1,0,0,81,24,1,105,0,94,7,3,3,2,0,1,85,25,1,110,92,1009.5,1014.5,80.0,2.5,24.3,77.0,0.0
3.0,"[2016-09-23 11:40:00,2016-09-23 12:00:00)",0.0,83.0,2016-09-23 11:40:00,2016-09-23,11:40:00,5,0,0,0,0,1,0,0,0,9,23,11,40,35,2535,162,54,63,3,21,0,117,20,0,0,0,0,0,110,27,1,137,0,85,16,0,0,0,0,0,74,27,1,101,83,1009.5,1014.5,80.0,2.5,24.3,77.0,0.0
3.0,"[2016-09-23 11:40:00,2016-09-23 12:00:00)",1.0,88.0,2016-09-23 11:40:00,2016-09-23,11:40:00,5,0,0,0,0,1,0,0,0,9,23,11,40,35,2535,162,54,63,3,21,0,82,6,6,1,1,0,0,73,23,1,96,0,86,8,2,0,0,0,0,67,29,1,96,88,1009.5,1014.5,80.0,2.5,24.3,77.0,0.0
2.0,"[2016-09-23 11:40:00,2016-09-23 12:00:00)",0.0,53.0,2016-09-23 11:40:00,2016-09-23,11:40:00,5,0,0,0,0,1,0,0,0,9,23,11,40,35,384,42,14,18,1,6,0,67,7,2,0,0,0,0,60,16,1,76,0,58,7,0,0,0,0,0,53,12,1,65,53,1009.5,1014.5,80.0,2.5,24.3,77.0,0.0
1.0,"[2016-09-23 12:00:00,2016-09-23 12:20:00)",0.0,56.0,2016-09-23 12:00:00,2016-09-23,12:00:00,5,0,0,0,0,1,0,0,0,9,23,12,0,36,2371,150,50,63,2,21,0,51,6,1,0,0,0,0,42,16,1,58,0,44,2,0,1,0,0,0,37,10,1,47,56,1009.5,1014.5,80.0,2.5,24.3,77.0,0.0
1.0,"[2016-09-23 12:00:00,2016-09-23 12:20:00)",1.0,115.0,2016-09-23 12:00:00,2016-09-23,12:00:00,5,0,0,0,0,1,0,0,0,9,23,12,0,36,2371,150,50,63,2,21,0,62,11,0,1,4,1,0,61,18,1,79,0,83,6,3,3,3,0,0,76,22,1,98,115,1009.5,1014.5,80.0,2.5,24.3,77.0,0.0
3.0,"[2016-09-23 12:00:00,2016-09-23 12:20:00)",0.0,86.0,2016-09-23 12:00:00,2016-09-23,12:00:00,5,0,0,0,0,1,0,0,0,9,23,12,0,36,2535,162,54,63,3,21,0,83,24,1,1,0,0,0,87,22,1,109,0,73,17,1,1,0,0,0,73,19,1,92,86,1009.5,1014.5,80.0,2.5,24.3,77.0,0.0
3.0,"[2016-09-23 12:00:00,2016-09-23 12:20:00)",1.0,91.0,2016-09-23 12:00:00,2016-09-23,12:00:00,5,0,0,0,0,1,0,0,0,9,23,12,0,36,2535,162,54,63,3,21,0,76,5,2,1,3,0,0,61,26,1,87,0,71,5,3,0,3,0,0,69,13,1,82,91,1009.5,1014.5,80.0,2.5,24.3,77.0,0.0
2.0,"[2016-09-23 12:00:00,2016-09-23 12:20:00)",0.0,78.0,2016-09-23 12:00:00,2016-09-23,12:00:00,5,0,0,0,0,1,0,0,0,9,23,12,0,36,384,42,14,18,1,6,0,64,11,0,0,0,0,0,60,15,1,75,0,70,12,0,0,0,0,1,64,19,1,83,78,1009.5,1014.5,80.0,2.5,24.3,77.0,0.0
3.0,"[2016-09-23 12:20:00,2016-09-23 12:40:00)",0.0,124.0,2016-09-23 12:20:00,2016-09-23,12:20:00,5,0,0,0,0,1,0,0,0,9,23,12,20,37,2535,162,54,63,3,21,0,81,21,3,1,0,0,0,74,32,1,106,0,93,17,1,1,0,0,0,78,34,1,112,124,1009.5,1014.5,80.0,2.5,24.3,77.0,0.0
3.0,"[2016-09-23 12:20:00,2016-09-23 12:40:00)",1.0,79.0,2016-09-23 12:20:00,2016-09-23,12:20:00,5,0,0,0,0,1,0,0,0,9,23,12,20,37,2535,162,54,63,3,21,0,81,3,4,0,1,0,0,64,25,1,89,0,81,6,1,0,3,0,0,68,23,1,91,79,1009.5,1014.5,80.0,2.5,24.3,77.0,0.0
2.0,"[2016-09-23 12:20:00,2016-09-23 12:40:00)",0.0,77.0,2016-09-23 12:20:00,2016-09-23,12:20:00,5,0,0,0,0,1,0,0,0,9,23,12,20,37,384,42,14,18,1,6,0,67,11,0,1,0,0,1,56,24,1,80,0,44,4,0,0,0,0,0,34,14,1,48,77,1009.5,1014.5,80.0,2.5,24.3,77.0,0.0
1.0,"[2016-09-23 12:20:00,2016-09-23 12:40:00)",0.0,51.0,2016-09-23 12:20:00,2016-09-23,12:20:00,5,0,0,0,0,1,0,0,0,9,23,12,20,37,2371,150,50,63,2,21,0,49,4,0,0,0,0,0,47,6,1,53,0,45,3,0,1,0,0,0,37,12,1,49,51,1009.5,1014.5,80.0,2.5,24.3,77.0,0.0
1.0,"[2016-09-23 12:20:00,2016-09-23 12:40:00)",1.0,97.0,2016-09-23 12:20:00,2016-09-23,12:20:00,5,0,0,0,0,1,0,0,0,9,23,12,20,37,2371,150,50,63,2,21,0,53,9,0,1,0,0,2,48,17,1,65,0,88,9,3,2,3,0,1,81,25,1,106,97,1009.5,1014.5,80.0,2.5,24.3,77.0,0.0
2.0,"[2016-09-23 12:40:00,2016-09-23 13:00:00)",0.0,84.0,2016-09-23 12:40:00,2016-09-23,12:40:00,5,0,0,0,0,1,0,0,0,9,23,12,40,38,384,42,14,18,1,6,0,59,13,0,0,0,0,0,60,12,1,72,0,39,4,0,0,0,0,1,29,15,1,44,84,1009.635,1014.623,72.501,2.261,24.093000000000004,77.995,0.0
1.0,"[2016-09-23 12:40:00,2016-09-23 13:00:00)",0.0,61.0,2016-09-23 12:40:00,2016-09-23,12:40:00,5,0,0,0,0,1,0,0,0,9,23,12,40,38,2371,150,50,63,2,21,0,52,3,1,0,0,0,0,41,15,1,56,0,38,5,0,0,0,0,0,34,9,1,43,61,1009.635,1014.623,72.501,2.261,24.093000000000004,77.995,0.0
1.0,"[2016-09-23 12:40:00,2016-09-23 13:00:00)",1.0,90.0,2016-09-23 12:40:00,2016-09-23,12:40:00,5,0,0,0,0,1,0,0,0,9,23,12,40,38,2371,150,50,63,2,21,0,69,10,7,3,3,0,0,71,21,1,92,0,76,4,2,2,1,0,0,64,21,1,85,90,1009.635,1014.623,72.501,2.261,24.093000000000004,77.995,0.0
3.0,"[2016-09-23 12:40:00,2016-09-23 13:00:00)",0.0,110.0,2016-09-23 12:40:00,2016-09-23,12:40:00,5,0,0,0,0,1,0,0,0,9,23,12,40,38,2535,162,54,63,3,21,0,80,26,1,1,0,0,0,84,24,1,108,0,78,21,1,0,0,0,0,83,17,1,100,110,1009.635,1014.623,72.501,2.261,24.093000000000004,77.995,0.0
3.0,"[2016-09-23 12:40:00,2016-09-23 13:00:00)",1.0,99.0,2016-09-23 12:40:00,2016-09-23,12:40:00,5,0,0,0,0,1,0,0,0,9,23,12,40,38,2535,162,54,63,3,21,0,69,3,3,0,2,0,0,57,20,1,77,0,90,7,3,0,2,0,0,85,17,1,102,99,1009.635,1014.623,72.501,2.261,24.093000000000004,77.995,0.0
1.0,"[2016-09-23 13:00:00,2016-09-23 13:20:00)",0.0,57.0,2016-09-23 13:00:00,2016-09-23,13:00:00,5,0,0,0,0,1,0,0,0,9,23,13,0,39,2371,150,50,63,2,21,0,52,3,1,0,0,0,0,42,14,1,56,0,23,3,0,1,0,0,0,22,5,1,27,57,1009.737,1014.71,65.773,2.083,23.933000000000003,78.622,0.0
1.0,"[2016-09-23 13:00:00,2016-09-23 13:20:00)",1.0,107.0,2016-09-23 13:00:00,2016-09-23,13:00:00,5,0,0,0,0,1,0,0,0,9,23,13,0,39,2371,150,50,63,2,21,0,74,8,2,3,1,0,0,63,25,1,88,0,58,7,5,2,3,0,1,57,19,1,76,107,1009.737,1014.71,65.773,2.083,23.933000000000003,78.622,0.0
2.0,"[2016-09-23 13:00:00,2016-09-23 13:20:00)",0.0,78.0,2016-09-23 13:00:00,2016-09-23,13:00:00,5,0,0,0,0,1,0,0,0,9,23,13,0,39,384,42,14,18,1,6,0,42,9,1,0,0,0,0,47,5,1,52,0,49,11,0,0,0,0,0,47,13,1,60,78,1009.737,1014.71,65.773,2.083,23.933000000000003,78.622,0.0
3.0,"[2016-09-23 13:00:00,2016-09-23 13:20:00)",0.0,117.0,2016-09-23 13:00:00,2016-09-23,13:00:00,5,0,0,0,0,1,0,0,0,9,23,13,0,39,2535,162,54,63,3,21,0,63,23,0,1,0,0,0,72,15,1,87,0,63,23,0,1,0,0,0,73,14,1,87,117,1009.737,1014.71,65.773,2.083,23.933000000000003,78.622,0.0
3.0,"[2016-09-23 13:00:00,2016-09-23 13:20:00)",1.0,101.0,2016-09-23 13:00:00,2016-09-23,13:00:00,5,0,0,0,0,1,0,0,0,9,23,13,0,39,2535,162,54,63,3,21,0,82,8,1,0,3,0,0,75,19,1,94,0,56,3,3,0,2,0,0,48,16,1,64,101,1009.737,1014.71,65.773,2.083,23.933000000000003,78.622,0.0
1.0,"[2016-09-23 13:20:00,2016-09-23 13:40:00)",0.0,67.0,2016-09-23 13:20:00,2016-09-23,13:20:00,5,0,0,0,0,1,0,0,0,9,23,13,20,40,2371,150,50,63,2,21,0,38,7,0,0,0,0,0,36,9,1,45,0,32,2,1,0,0,0,0,27,8,1,35,67,1009.803,1014.761,60.926,1.967,23.809,78.94,0.0
1.0,"[2016-09-23 13:20:00,2016-09-23 13:40:00)",1.0,109.0,2016-09-23 13:20:00,2016-09-23,13:20:00,5,0,0,0,0,1,0,0,0,9,23,13,20,40,2371,150,50,63,2,21,0,68,11,2,1,1,0,1,60,24,1,84,0,70,10,3,0,2,0,0,64,21,1,85,109,1009.803,1014.761,60.926,1.967,23.809,78.94,0.0
3.0,"[2016-09-23 13:20:00,2016-09-23 13:40:00)",0.0,108.0,2016-09-23 13:20:00,2016-09-23,13:20:00,5,0,0,0,0,1,0,0,0,9,23,13,20,40,2535,162,54,63,3,21,0,66,23,2,1,0,0,1,67,26,1,93,0,78,28,0,1,0,0,0,90,17,1,107,108,1009.803,1014.761,60.926,1.967,23.809,78.94,0.0
3.0,"[2016-09-23 13:20:00,2016-09-23 13:40:00)",1.0,114.0,2016-09-23 13:20:00,2016-09-23,13:20:00,5,0,0,0,0,1,0,0,0,9,23,13,20,40,2535,162,54,63,3,21,0,72,7,3,1,1,0,0,65,19,1,84,0,62,4,2,1,3,0,0,55,17,1,72,114,1009.803,1014.761,60.926,1.967,23.809,78.94,0.0
2.0,"[2016-09-23 13:20:00,2016-09-23 13:40:00)",0.0,67.0,2016-09-23 13:20:00,2016-09-23,13:20:00,5,0,0,0,0,1,0,0,0,9,23,13,20,40,384,42,14,18,1,6,0,45,12,0,0,0,0,0,42,15,1,57,0,47,4,0,1,0,0,0,35,17,1,52,67,1009.803,1014.761,60.926,1.967,23.809,78.94,0.0
1.0,"[2016-09-23 13:40:00,2016-09-23 14:00:00)",0.0,45.0,2016-09-23 13:40:00,2016-09-23,13:40:00,5,0,0,0,0,1,0,0,0,9,23,13,40,41,2371,150,50,63,2,21,0,37,4,0,0,0,0,0,26,15,1,41,0,41,8,0,0,0,0,0,43,6,1,49,45,1009.831,1014.773,59.101000000000006,1.91,23.709,79.031,0.0
1.0,"[2016-09-23 13:40:00,2016-09-23 14:00:00)",1.0,127.0,2016-09-23 13:40:00,2016-09-23,13:40:00,5,0,0,0,0,1,0,0,0,9,23,13,40,41,2371,150,50,63,2,21,0,78,7,1,3,3,0,0,71,21,1,92,0,63,8,5,3,5,0,0,69,15,1,84,127,1009.831,1014.773,59.101000000000006,1.91,23.709,79.031,0.0
3.0,"[2016-09-23 13:40:00,2016-09-23 14:00:00)",0.0,134.0,2016-09-23 13:40:00,2016-09-23,13:40:00,5,0,0,0,0,1,0,0,0,9,23,13,40,41,2535,162,54,63,3,21,0,56,26,0,1,0,0,0,63,20,1,83,0,61,27,0,3,0,0,0,64,27,1,91,134,1009.831,1014.773,59.101000000000006,1.91,23.709,79.031,0.0
3.0,"[2016-09-23 13:40:00,2016-09-23 14:00:00)",1.0,118.0,2016-09-23 13:40:00,2016-09-23,13:40:00,5,0,0,0,0,1,0,0,0,9,23,13,40,41,2535,162,54,63,3,21,0,79,1,6,0,2,0,0,65,23,1,88,0,57,2,2,0,1,0,0,52,10,1,62,118,1009.831,1014.773,59.101000000000006,1.91,23.709,79.031,0.0
2.0,"[2016-09-23 13:40:00,2016-09-23 14:00:00)",0.0,83.0,2016-09-23 13:40:00,2016-09-23,13:40:00,5,0,0,0,0,1,0,0,0,9,23,13,40,41,384,42,14,18,1,6,0,44,8,0,0,0,0,1,42,11,1,53,0,32,13,0,0,0,0,0,37,8,1,45,83,1009.831,1014.773,59.101000000000006,1.91,23.709,79.031,0.0
1.0,"[2016-09-23 14:00:00,2016-09-23 14:20:00)",0.0,58.0,2016-09-23 14:00:00,2016-09-23,14:00:00,5,0,0,0,0,1,0,0,0,9,23,14,0,42,2371,150,50,63,2,21,0,50,6,0,0,0,0,0,39,17,1,56,0,31,3,0,0,0,0,0,23,11,1,34,58,1009.822,1014.748,61.398,1.906,23.618,78.99600000000002,0.0
1.0,"[2016-09-23 14:00:00,2016-09-23 14:20:00)",1.0,108.0,2016-09-23 14:00:00,2016-09-23,14:00:00,5,0,0,0,0,1,0,0,0,9,23,14,0,42,2371,150,50,63,2,21,0,90,14,2,3,5,0,1,97,18,1,115,0,86,14,4,0,0,0,1,92,13,1,105,108,1009.822,1014.748,61.398,1.906,23.618,78.99600000000002,0.0
3.0,"[2016-09-23 14:00:00,2016-09-23 14:20:00)",0.0,161.0,2016-09-23 14:00:00,2016-09-23,14:00:00,5,0,0,0,0,1,0,0,0,9,23,14,0,42,2535,162,54,63,3,21,0,64,21,0,1,0,0,0,69,17,1,86,0,58,14,0,2,0,0,1,49,26,1,75,161,1009.822,1014.748,61.398,1.906,23.618,78.99600000000002,0.0
3.0,"[2016-09-23 14:00:00,2016-09-23 14:20:00)",1.0,105.0,2016-09-23 14:00:00,2016-09-23,14:00:00,5,0,0,0,0,1,0,0,0,9,23,14,0,42,2535,162,54,63,3,21,0,84,5,0,1,1,0,0,66,25,1,91,0,82,3,2,0,1,0,0,66,22,1,88,105,1009.822,1014.748,61.398,1.906,23.618,78.99600000000002,0.0
2.0,"[2016-09-23 14:00:00,2016-09-23 14:20:00)",0.0,65.0,2016-09-23 14:00:00,2016-09-23,14:00:00,5,0,0,0,0,1,0,0,0,9,23,14,0,42,384,42,14,18,1,6,0,69,8,0,1,0,0,0,64,14,1,78,0,45,17,0,1,0,0,0,55,8,1,63,65,1009.822,1014.748,61.398,1.906,23.618,78.99600000000002,0.0
2.0,"[2016-09-23 14:20:00,2016-09-23 14:40:00)",0.0,81.0,2016-09-23 14:20:00,2016-09-23,14:20:00,5,0,0,0,0,1,0,0,0,9,23,14,20,43,384,42,14,18,1,6,0,72,5,0,0,0,0,0,59,18,1,77,0,48,13,0,0,0,0,0,49,12,1,61,81,1009.777,1014.689,68.78399999999999,1.941,23.52,78.94800000000002,0.0
3.0,"[2016-09-23 14:20:00,2016-09-23 14:40:00)",0.0,132.0,2016-09-23 14:20:00,2016-09-23,14:20:00,5,0,0,0,0,1,0,0,0,9,23,14,20,43,2535,162,54,63,3,21,1,95,25,2,1,0,0,0,100,24,1,124,0,67,23,0,1,0,0,0,60,31,1,91,132,1009.777,1014.689,68.78399999999999,1.941,23.52,78.94800000000002,0.0
3.0,"[2016-09-23 14:20:00,2016-09-23 14:40:00)",1.0,129.0,2016-09-23 14:20:00,2016-09-23,14:20:00,5,0,0,0,0,1,0,0,0,9,23,14,20,43,2535,162,54,63,3,21,0,72,3,2,2,0,0,0,63,16,1,79,0,99,5,2,0,1,0,0,73,34,1,107,129,1009.777,1014.689,68.78399999999999,1.941,23.52,78.94800000000002,0.0
1.0,"[2016-09-23 14:20:00,2016-09-23 14:40:00)",0.0,53.0,2016-09-23 14:20:00,2016-09-23,14:20:00,5,0,0,0,0,1,0,0,0,9,23,14,20,43,2371,150,50,63,2,21,0,44,6,1,0,0,0,0,35,16,1,51,0,36,3,2,2,0,0,0,28,15,1,43,53,1009.777,1014.689,68.78399999999999,1.941,23.52,78.94800000000002,0.0
1.0,"[2016-09-23 14:20:00,2016-09-23 14:40:00)",1.0,115.0,2016-09-23 14:20:00,2016-09-23,14:20:00,5,0,0,0,0,1,0,0,0,9,23,14,20,43,2371,150,50,63,2,21,0,82,10,1,1,2,0,1,76,21,1,97,0,78,7,2,3,1,0,0,68,23,1,91,115,1009.777,1014.689,68.78399999999999,1.941,23.52,78.94800000000002,0.0
3.0,"[2016-09-23 14:40:00,2016-09-23 15:00:00)",0.0,150.0,2016-09-23 14:40:00,2016-09-23,14:40:00,5,0,0,0,0,1,0,0,0,9,23,14,40,44,2535,162,54,63,3,21,0,90,20,0,0,0,0,0,86,24,1,110,0,76,23,0,2,0,0,0,76,25,1,101,150,1009.7,1014.6,82.0,2.0,23.4,79.0,0.0
3.0,"[2016-09-23 14:40:00,2016-09-23 15:00:00)",1.0,97.0,2016-09-23 14:40:00,2016-09-23,14:40:00,5,0,0,0,0,1,0,0,0,9,23,14,40,44,2535,162,54,63,3,21,0,91,1,3,1,3,0,0,72,27,1,99,0,81,5,4,0,2,0,0,72,20,1,92,97,1009.7,1014.6,82.0,2.0,23.4,79.0,0.0
2.0,"[2016-09-23 14:40:00,2016-09-23 15:00:00)",0.0,93.0,2016-09-23 14:40:00,2016-09-23,14:40:00,5,0,0,0,0,1,0,0,0,9,23,14,40,44,384,42,14,18,1,6,0,77,6,0,1,0,0,0,64,20,1,84,0,46,13,0,0,0,0,0,47,12,1,59,93,1009.7,1014.6,82.0,2.0,23.4,79.0,0.0
1.0,"[2016-09-23 14:40:00,2016-09-23 15:00:00)",0.0,59.0,2016-09-23 14:40:00,2016-09-23,14:40:00,5,0,0,0,0,1,0,0,0,9,23,14,40,44,2371,150,50,63,2,21,0,50,6,3,2,0,0,0,38,23,1,61,0,36,4,0,1,0,0,0,30,11,1,41,59,1009.7,1014.6,82.0,2.0,23.4,79.0,0.0
1.0,"[2016-09-23 14:40:00,2016-09-23 15:00:00)",1.0,125.0,2016-09-23 14:40:00,2016-09-23,14:40:00,5,0,0,0,0,1,0,0,0,9,23,14,40,44,2371,150,50,63,2,21,0,76,8,2,2,2,0,0,70,20,1,90,0,82,7,6,2,1,0,0,74,24,1,98,125,1009.7,1014.6,82.0,2.0,23.4,79.0,0.0
3.0,"[2016-09-23 15:00:00,2016-09-23 15:20:00)",0.0,164.0,2016-09-23 15:00:00,2016-09-23,15:00:00,5,0,0,0,0,1,0,0,0,9,23,15,0,45,2535,162,54,63,3,21,0,92,23,0,2,0,0,0,88,29,1,117,0,78,26,0,2,0,0,0,92,14,1,106,164,1009.7,1014.6,82.0,2.0,23.4,79.0,0.0
3.0,"[2016-09-23 15:00:00,2016-09-23 15:20:00)",1.0,98.0,2016-09-23 15:00:00,2016-09-23,15:00:00,5,0,0,0,0,1,0,0,0,9,23,15,0,45,2535,162,54,63,3,21,0,90,6,3,1,1,0,0,79,22,1,101,0,75,1,2,0,0,0,0,59,19,1,78,98,1009.7,1014.6,82.0,2.0,23.4,79.0,0.0
1.0,"[2016-09-23 15:00:00,2016-09-23 15:20:00)",0.0,47.0,2016-09-23 15:00:00,2016-09-23,15:00:00,5,0,0,0,0,1,0,0,0,9,23,15,0,45,2371,150,50,63,2,21,0,52,4,0,1,0,0,0,42,15,1,57,0,41,3,2,0,0,0,0,36,10,1,46,47,1009.7,1014.6,82.0,2.0,23.4,79.0,0.0
1.0,"[2016-09-23 15:00:00,2016-09-23 15:20:00)",1.0,98.0,2016-09-23 15:00:00,2016-09-23,15:00:00,5,0,0,0,0,1,0,0,0,9,23,15,0,45,2371,150,50,63,2,21,0,89,13,3,0,2,0,0,75,32,1,107,0,84,9,1,0,2,0,0,82,14,1,96,98,1009.7,1014.6,82.0,2.0,23.4,79.0,0.0
2.0,"[2016-09-23 15:00:00,2016-09-23 15:20:00)",0.0,98.0,2016-09-23 15:00:00,2016-09-23,15:00:00,5,0,0,0,0,1,0,0,0,9,23,15,0,45,384,42,14,18,1,6,0,68,9,1,0,0,0,0,57,21,1,78,0,48,9,2,0,0,0,0,36,23,1,59,98,1009.7,1014.6,82.0,2.0,23.4,79.0,0.0
3.0,"[2016-09-23 15:20:00,2016-09-23 15:40:00)",0.0,150.0,2016-09-23 15:20:00,2016-09-23,15:20:00,5,0,0,0,0,1,0,0,0,9,23,15,20,46,2535,162,54,63,3,21,0,81,22,1,4,0,0,0,87,21,1,108,0,72,18,3,5,0,0,0,69,29,1,98,150,1009.7,1014.6,82.0,2.0,23.4,79.0,0.0
3.0,"[2016-09-23 15:20:00,2016-09-23 15:40:00)",1.0,120.0,2016-09-23 15:20:00,2016-09-23,15:20:00,5,0,0,0,0,1,0,0,0,9,23,15,20,46,2535,162,54,63,3,21,0,107,3,4,0,0,0,0,77,37,1,114,0,88,6,3,1,0,0,0,82,16,1,98,120,1009.7,1014.6,82.0,2.0,23.4,79.0,0.0
2.0,"[2016-09-23 15:20:00,2016-09-23 15:40:00)",0.0,93.0,2016-09-23 15:20:00,2016-09-23,15:20:00,5,0,0,0,0,1,0,0,0,9,23,15,20,46,384,42,14,18,1,6,0,61,4,2,0,0,0,0,40,27,1,67,0,64,8,2,1,0,0,1,56,20,1,76,93,1009.7,1014.6,82.0,2.0,23.4,79.0,0.0
1.0,"[2016-09-23 15:20:00,2016-09-23 15:40:00)",0.0,66.0,2016-09-23 15:20:00,2016-09-23,15:20:00,5,0,0,0,0,1,0,0,0,9,23,15,20,46,2371,150,50,63,2,21,0,63,4,0,0,0,0,0,52,15,1,67,0,55,5,0,4,0,0,0,47,17,1,64,66,1009.7,1014.6,82.0,2.0,23.4,79.0,0.0
1.0,"[2016-09-23 15:20:00,2016-09-23 15:40:00)",1.0,113.0,2016-09-23 15:20:00,2016-09-23,15:20:00,5,0,0,0,0,1,0,0,0,9,23,15,20,46,2371,150,50,63,2,21,0,84,9,1,12,3,0,0,81,28,1,109,0,84,11,2,4,1,0,1,73,30,1,103,113,1009.7,1014.6,82.0,2.0,23.4,79.0,0.0
2.0,"[2016-09-23 15:40:00,2016-09-23 16:00:00)",0.0,82.0,2016-09-23 15:40:00,2016-09-23,15:40:00,5,0,0,0,0,1,0,0,0,9,23,15,40,47,384,42,14,18,1,6,0,65,17,1,0,0,0,0,65,18,1,83,0,62,12,1,0,0,0,0,51,24,1,75,82,1009.596,1014.486,101.477,2.064,23.246,79.259,0.0
1.0,"[2016-09-23 15:40:00,2016-09-23 16:00:00)",0.0,78.0,2016-09-23 15:40:00,2016-09-23,15:40:00,5,0,0,0,0,1,0,0,0,9,23,15,40,47,2371,150,50,63,2,21,0,41,4,0,0,0,0,0,34,11,1,45,0,38,2,0,1,0,0,0,30,11,1,41,78,1009.596,1014.486,101.477,2.064,23.246,79.259,0.0
1.0,"[2016-09-23 15:40:00,2016-09-23 16:00:00)",1.0,114.0,2016-09-23 15:40:00,2016-09-23,15:40:00,5,0,0,0,0,1,0,0,0,9,23,15,40,47,2371,150,50,63,2,21,0,104,10,3,2,6,0,2,98,29,1,127,0,107,9,2,1,0,0,1,91,29,1,120,114,1009.596,1014.486,101.477,2.064,23.246,79.259,0.0
