tollgate_id,time_window,direction,volume,start_time,date,time,day_of_week,week_day_1,week_day_2,week_day_3,week_day_4,week_day_5,week_day_6,week_day_7,is_weekend,month,day,hour,minute,time_win_label,lengthSum,widthSum,lanesSum,laneWidthSum,intersectionNum,linkNum
1,"[2016-09-25 05:20:00,2016-09-25 05:40:00)",1,30,2016-09-25 05:20:00,2016-09-25,05:20:00,7,0,0,0,0,0,0,1,1,9,25,5,20,16,2371,150,50,63,2,21
3,"[2016-09-25 05:20:00,2016-09-25 05:40:00)",0,20,2016-09-25 05:20:00,2016-09-25,05:20:00,7,0,0,0,0,0,0,1,1,9,25,5,20,16,2535,162,54,63,3,21
3,"[2016-09-25 05:20:00,2016-09-25 05:40:00)",1,10,2016-09-25 05:20:00,2016-09-25,05:20:00,7,0,0,0,0,0,0,1,1,9,25,5,20,16,2535,162,54,63,3,21
2,"[2016-09-25 05:20:00,2016-09-25 05:40:00)",0,15,2016-09-25 05:20:00,2016-09-25,05:20:00,7,0,0,0,0,0,0,1,1,9,25,5,20,16,384,42,14,18,1,6
2,"[2016-09-25 05:40:00,2016-09-25 06:00:00)",0,16,2016-09-25 05:40:00,2016-09-25,05:40:00,7,0,0,0,0,0,0,1,1,9,25,5,40,17,384,42,14,18,1,6
3,"[2016-09-25 05:40:00,2016-09-25 06:00:00)",0,21,2016-09-25 05:40:00,2016-09-25,05:40:00,7,0,0,0,0,0,0,1,1,9,25,5,40,17,2535,162,54,63,3,21
3,"[2016-09-25 05:40:00,2016-09-25 06:00:00)",1,17,2016-09-25 05:40:00,2016-09-25,05:40:00,7,0,0,0,0,0,0,1,1,9,25,5,40,17,2535,162,54,63,3,21
1,"[2016-09-25 05:40:00,2016-09-25 06:00:00)",0,8,2016-09-25 05:40:00,2016-09-25,05:40:00,7,0,0,0,0,0,0,1,1,9,25,5,40,17,2371,150,50,63,2,21
1,"[2016-09-25 05:40:00,2016-09-25 06:00:00)",1,33,2016-09-25 05:40:00,2016-09-25,05:40:00,7,0,0,0,0,0,0,1,1,9,25,5,40,17,2371,150,50,63,2,21
1,"[2016-09-25 06:00:00,2016-09-25 06:20:00)",0,10,2016-09-25 06:00:00,2016-09-25,06:00:00,7,0,0,0,0,0,0,1,1,9,25,6,0,18,2371,150,50,63,2,21
1,"[2016-09-25 06:00:00,2016-09-25 06:20:00)",1,41,2016-09-25 06:00:00,2016-09-25,06:00:00,7,0,0,0,0,0,0,1,1,9,25,6,0,18,2371,150,50,63,2,21
2,"[2016-09-25 06:00:00,2016-09-25 06:20:00)",0,22,2016-09-25 06:00:00,2016-09-25,06:00:00,7,0,0,0,0,0,0,1,1,9,25,6,0,18,384,42,14,18,1,6
3,"[2016-09-25 06:00:00,2016-09-25 06:20:00)",0,36,2016-09-25 06:00:00,2016-09-25,06:00:00,7,0,0,0,0,0,0,1,1,9,25,6,0,18,2535,162,54,63,3,21
3,"[2016-09-25 06:00:00,2016-09-25 06:20:00)",1,21,2016-09-25 06:00:00,2016-09-25,06:00:00,7,0,0,0,0,0,0,1,1,9,25,6,0,18,2535,162,54,63,3,21
1,"[2016-09-25 06:20:00,2016-09-25 06:40:00)",0,12,2016-09-25 06:20:00,2016-09-25,06:20:00,7,0,0,0,0,0,0,1,1,9,25,6,20,19,2371,150,50,63,2,21
1,"[2016-09-25 06:20:00,2016-09-25 06:40:00)",1,47,2016-09-25 06:20:00,2016-09-25,06:20:00,7,0,0,0,0,0,0,1,1,9,25,6,20,19,2371,150,50,63,2,21
3,"[2016-09-25 06:20:00,2016-09-25 06:40:00)",0,43,2016-09-25 06:20:00,2016-09-25,06:20:00,7,0,0,0,0,0,0,1,1,9,25,6,20,19,2535,162,54,63,3,21
3,"[2016-09-25 06:20:00,2016-09-25 06:40:00)",1,28,2016-09-25 06:20:00,2016-09-25,06:20:00,7,0,0,0,0,0,0,1,1,9,25,6,20,19,2535,162,54,63,3,21
2,"[2016-09-25 06:20:00,2016-09-25 06:40:00)",0,23,2016-09-25 06:20:00,2016-09-25,06:20:00,7,0,0,0,0,0,0,1,1,9,25,6,20,19,384,42,14,18,1,6
2,"[2016-09-25 06:40:00,2016-09-25 07:00:00)",0,29,2016-09-25 06:40:00,2016-09-25,06:40:00,7,0,0,0,0,0,0,1,1,9,25,6,40,20,384,42,14,18,1,6
1,"[2016-09-25 06:40:00,2016-09-25 07:00:00)",0,26,2016-09-25 06:40:00,2016-09-25,06:40:00,7,0,0,0,0,0,0,1,1,9,25,6,40,20,2371,150,50,63,2,21
1,"[2016-09-25 06:40:00,2016-09-25 07:00:00)",1,60,2016-09-25 06:40:00,2016-09-25,06:40:00,7,0,0,0,0,0,0,1,1,9,25,6,40,20,2371,150,50,63,2,21
3,"[2016-09-25 06:40:00,2016-09-25 07:00:00)",0,69,2016-09-25 06:40:00,2016-09-25,06:40:00,7,0,0,0,0,0,0,1,1,9,25,6,40,20,2535,162,54,63,3,21
3,"[2016-09-25 06:40:00,2016-09-25 07:00:00)",1,49,2016-09-25 06:40:00,2016-09-25,06:40:00,7,0,0,0,0,0,0,1,1,9,25,6,40,20,2535,162,54,63,3,21
1,"[2016-09-25 07:00:00,2016-09-25 07:20:00)",0,20,2016-09-25 07:00:00,2016-09-25,07:00:00,7,0,0,0,0,0,0,1,1,9,25,7,0,21,2371,150,50,63,2,21
1,"[2016-09-25 07:00:00,2016-09-25 07:20:00)",1,65,2016-09-25 07:00:00,2016-09-25,07:00:00,7,0,0,0,0,0,0,1,1,9,25,7,0,21,2371,150,50,63,2,21
3,"[2016-09-25 07:00:00,2016-09-25 07:20:00)",0,71,2016-09-25 07:00:00,2016-09-25,07:00:00,7,0,0,0,0,0,0,1,1,9,25,7,0,21,2535,162,54,63,3,21
3,"[2016-09-25 07:00:00,2016-09-25 07:20:00)",1,50,2016-09-25 07:00:00,2016-09-25,07:00:00,7,0,0,0,0,0,0,1,1,9,25,7,0,21,2535,162,54,63,3,21
2,"[2016-09-25 07:00:00,2016-09-25 07:20:00)",0,30,2016-09-25 07:00:00,2016-09-25,07:00:00,7,0,0,0,0,0,0,1,1,9,25,7,0,21,384,42,14,18,1,6
2,"[2016-09-25 07:20:00,2016-09-25 07:40:00)",0,45,2016-09-25 07:20:00,2016-09-25,07:20:00,7,0,0,0,0,0,0,1,1,9,25,7,20,22,384,42,14,18,1,6
1,"[2016-09-25 07:20:00,2016-09-25 07:40:00)",0,22,2016-09-25 07:20:00,2016-09-25,07:20:00,7,0,0,0,0,0,0,1,1,9,25,7,20,22,2371,150,50,63,2,21
1,"[2016-09-25 07:20:00,2016-09-25 07:40:00)",1,81,2016-09-25 07:20:00,2016-09-25,07:20:00,7,0,0,0,0,0,0,1,1,9,25,7,20,22,2371,150,50,63,2,21
3,"[2016-09-25 07:20:00,2016-09-25 07:40:00)",0,81,2016-09-25 07:20:00,2016-09-25,07:20:00,7,0,0,0,0,0,0,1,1,9,25,7,20,22,2535,162,54,63,3,21
3,"[2016-09-25 07:20:00,2016-09-25 07:40:00)",1,72,2016-09-25 07:20:00,2016-09-25,07:20:00,7,0,0,0,0,0,0,1,1,9,25,7,20,22,2535,162,54,63,3,21
1,"[2016-09-25 07:40:00,2016-09-25 08:00:00)",0,33,2016-09-25 07:40:00,2016-09-25,07:40:00,7,0,0,0,0,0,0,1,1,9,25,7,40,23,2371,150,50,63,2,21
1,"[2016-09-25 07:40:00,2016-09-25 08:00:00)",1,65,2016-09-25 07:40:00,2016-09-25,07:40:00,7,0,0,0,0,0,0,1,1,9,25,7,40,23,2371,150,50,63,2,21
2,"[2016-09-25 07:40:00,2016-09-25 08:00:00)",0,62,2016-09-25 07:40:00,2016-09-25,07:40:00,7,0,0,0,0,0,0,1,1,9,25,7,40,23,384,42,14,18,1,6
3,"[2016-09-25 07:40:00,2016-09-25 08:00:00)",0,88,2016-09-25 07:40:00,2016-09-25,07:40:00,7,0,0,0,0,0,0,1,1,9,25,7,40,23,2535,162,54,63,3,21
3,"[2016-09-25 07:40:00,2016-09-25 08:00:00)",1,112,2016-09-25 07:40:00,2016-09-25,07:40:00,7,0,0,0,0,0,0,1,1,9,25,7,40,23,2535,162,54,63,3,21
1,"[2016-09-25 08:00:00,2016-09-25 08:20:00)",0,35,2016-09-25 08:00:00,2016-09-25,08:00:00,7,0,0,0,0,0,0,1,1,9,25,8,0,24,2371,150,50,63,2,21
1,"[2016-09-25 08:00:00,2016-09-25 08:20:00)",1,98,2016-09-25 08:00:00,2016-09-25,08:00:00,7,0,0,0,0,0,0,1,1,9,25,8,0,24,2371,150,50,63,2,21
2,"[2016-09-25 08:00:00,2016-09-25 08:20:00)",0,70,2016-09-25 08:00:00,2016-09-25,08:00:00,7,0,0,0,0,0,0,1,1,9,25,8,0,24,384,42,14,18,1,6
3,"[2016-09-25 08:00:00,2016-09-25 08:20:00)",0,115,2016-09-25 08:00:00,2016-09-25,08:00:00,7,0,0,0,0,0,0,1,1,9,25,8,0,24,2535,162,54,63,3,21
3,"[2016-09-25 08:00:00,2016-09-25 08:20:00)",1,112,2016-09-25 08:00:00,2016-09-25,08:00:00,7,0,0,0,0,0,0,1,1,9,25,8,0,24,2535,162,54,63,3,21
1,"[2016-09-25 08:20:00,2016-09-25 08:40:00)",0,40,2016-09-25 08:20:00,2016-09-25,08:20:00,7,0,0,0,0,0,0,1,1,9,25,8,20,25,2371,150,50,63,2,21
1,"[2016-09-25 08:20:00,2016-09-25 08:40:00)",1,96,2016-09-25 08:20:00,2016-09-25,08:20:00,7,0,0,0,0,0,0,1,1,9,25,8,20,25,2371,150,50,63,2,21
2,"[2016-09-25 08:20:00,2016-09-25 08:40:00)",0,75,2016-09-25 08:20:00,2016-09-25,08:20:00,7,0,0,0,0,0,0,1,1,9,25,8,20,25,384,42,14,18,1,6
3,"[2016-09-25 08:20:00,2016-09-25 08:40:00)",0,88,2016-09-25 08:20:00,2016-09-25,08:20:00,7,0,0,0,0,0,0,1,1,9,25,8,20,25,2535,162,54,63,3,21
3,"[2016-09-25 08:20:00,2016-09-25 08:40:00)",1,111,2016-09-25 08:20:00,2016-09-25,08:20:00,7,0,0,0,0,0,0,1,1,9,25,8,20,25,2535,162,54,63,3,21
3,"[2016-09-25 08:40:00,2016-09-25 09:00:00)",0,110,2016-09-25 08:40:00,2016-09-25,08:40:00,7,0,0,0,0,0,0,1,1,9,25,8,40,26,2535,162,54,63,3,21
3,"[2016-09-25 08:40:00,2016-09-25 09:00:00)",1,120,2016-09-25 08:40:00,2016-09-25,08:40:00,7,0,0,0,0,0,0,1,1,9,25,8,40,26,2535,162,54,63,3,21
1,"[2016-09-25 08:40:00,2016-09-25 09:00:00)",0,50,2016-09-25 08:40:00,2016-09-25,08:40:00,7,0,0,0,0,0,0,1,1,9,25,8,40,26,2371,150,50,63,2,21
1,"[2016-09-25 08:40:00,2016-09-25 09:00:00)",1,105,2016-09-25 08:40:00,2016-09-25,08:40:00,7,0,0,0,0,0,0,1,1,9,25,8,40,26,2371,150,50,63,2,21
2,"[2016-09-25 08:40:00,2016-09-25 09:00:00)",0,90,2016-09-25 08:40:00,2016-09-25,08:40:00,7,0,0,0,0,0,0,1,1,9,25,8,40,26,384,42,14,18,1,6
1,"[2016-09-25 09:00:00,2016-09-25 09:20:00)",0,41,2016-09-25 09:00:00,2016-09-25,09:00:00,7,0,0,0,0,0,0,1,1,9,25,9,0,27,2371,150,50,63,2,21
1,"[2016-09-25 09:00:00,2016-09-25 09:20:00)",1,108,2016-09-25 09:00:00,2016-09-25,09:00:00,7,0,0,0,0,0,0,1,1,9,25,9,0,27,2371,150,50,63,2,21
2,"[2016-09-25 09:00:00,2016-09-25 09:20:00)",0,64,2016-09-25 09:00:00,2016-09-25,09:00:00,7,0,0,0,0,0,0,1,1,9,25,9,0,27,384,42,14,18,1,6
3,"[2016-09-25 09:00:00,2016-09-25 09:20:00)",0,92,2016-09-25 09:00:00,2016-09-25,09:00:00,7,0,0,0,0,0,0,1,1,9,25,9,0,27,2535,162,54,63,3,21
3,"[2016-09-25 09:00:00,2016-09-25 09:20:00)",1,108,2016-09-25 09:00:00,2016-09-25,09:00:00,7,0,0,0,0,0,0,1,1,9,25,9,0,27,2535,162,54,63,3,21
3,"[2016-09-25 09:20:00,2016-09-25 09:40:00)",0,125,2016-09-25 09:20:00,2016-09-25,09:20:00,7,0,0,0,0,0,0,1,1,9,25,9,20,28,2535,162,54,63,3,21
3,"[2016-09-25 09:20:00,2016-09-25 09:40:00)",1,140,2016-09-25 09:20:00,2016-09-25,09:20:00,7,0,0,0,0,0,0,1,1,9,25,9,20,28,2535,162,54,63,3,21
1,"[2016-09-25 09:20:00,2016-09-25 09:40:00)",0,42,2016-09-25 09:20:00,2016-09-25,09:20:00,7,0,0,0,0,0,0,1,1,9,25,9,20,28,2371,150,50,63,2,21
1,"[2016-09-25 09:20:00,2016-09-25 09:40:00)",1,103,2016-09-25 09:20:00,2016-09-25,09:20:00,7,0,0,0,0,0,0,1,1,9,25,9,20,28,2371,150,50,63,2,21
2,"[2016-09-25 09:20:00,2016-09-25 09:40:00)",0,104,2016-09-25 09:20:00,2016-09-25,09:20:00,7,0,0,0,0,0,0,1,1,9,25,9,20,28,384,42,14,18,1,6
1,"[2016-09-25 09:40:00,2016-09-25 10:00:00)",0,49,2016-09-25 09:40:00,2016-09-25,09:40:00,7,0,0,0,0,0,0,1,1,9,25,9,40,29,2371,150,50,63,2,21
1,"[2016-09-25 09:40:00,2016-09-25 10:00:00)",1,95,2016-09-25 09:40:00,2016-09-25,09:40:00,7,0,0,0,0,0,0,1,1,9,25,9,40,29,2371,150,50,63,2,21
3,"[2016-09-25 09:40:00,2016-09-25 10:00:00)",0,110,2016-09-25 09:40:00,2016-09-25,09:40:00,7,0,0,0,0,0,0,1,1,9,25,9,40,29,2535,162,54,63,3,21
3,"[2016-09-25 09:40:00,2016-09-25 10:00:00)",1,102,2016-09-25 09:40:00,2016-09-25,09:40:00,7,0,0,0,0,0,0,1,1,9,25,9,40,29,2535,162,54,63,3,21
2,"[2016-09-25 09:40:00,2016-09-25 10:00:00)",0,93,2016-09-25 09:40:00,2016-09-25,09:40:00,7,0,0,0,0,0,0,1,1,9,25,9,40,29,384,42,14,18,1,6
3,"[2016-09-25 10:00:00,2016-09-25 10:20:00)",0,106,2016-09-25 10:00:00,2016-09-25,10:00:00,7,0,0,0,0,0,0,1,1,9,25,10,0,30,2535,162,54,63,3,21
3,"[2016-09-25 10:00:00,2016-09-25 10:20:00)",1,105,2016-09-25 10:00:00,2016-09-25,10:00:00,7,0,0,0,0,0,0,1,1,9,25,10,0,30,2535,162,54,63,3,21
2,"[2016-09-25 10:00:00,2016-09-25 10:20:00)",0,106,2016-09-25 10:00:00,2016-09-25,10:00:00,7,0,0,0,0,0,0,1,1,9,25,10,0,30,384,42,14,18,1,6
1,"[2016-09-25 10:00:00,2016-09-25 10:20:00)",0,50,2016-09-25 10:00:00,2016-09-25,10:00:00,7,0,0,0,0,0,0,1,1,9,25,10,0,30,2371,150,50,63,2,21
1,"[2016-09-25 10:00:00,2016-09-25 10:20:00)",1,86,2016-09-25 10:00:00,2016-09-25,10:00:00,7,0,0,0,0,0,0,1,1,9,25,10,0,30,2371,150,50,63,2,21
1,"[2016-09-25 10:20:00,2016-09-25 10:40:00)",0,47,2016-09-25 10:20:00,2016-09-25,10:20:00,7,0,0,0,0,0,0,1,1,9,25,10,20,31,2371,150,50,63,2,21
1,"[2016-09-25 10:20:00,2016-09-25 10:40:00)",1,103,2016-09-25 10:20:00,2016-09-25,10:20:00,7,0,0,0,0,0,0,1,1,9,25,10,20,31,2371,150,50,63,2,21
2,"[2016-09-25 10:20:00,2016-09-25 10:40:00)",0,99,2016-09-25 10:20:00,2016-09-25,10:20:00,7,0,0,0,0,0,0,1,1,9,25,10,20,31,384,42,14,18,1,6
3,"[2016-09-25 10:20:00,2016-09-25 10:40:00)",0,116,2016-09-25 10:20:00,2016-09-25,10:20:00,7,0,0,0,0,0,0,1,1,9,25,10,20,31,2535,162,54,63,3,21
3,"[2016-09-25 10:20:00,2016-09-25 10:40:00)",1,104,2016-09-25 10:20:00,2016-09-25,10:20:00,7,0,0,0,0,0,0,1,1,9,25,10,20,31,2535,162,54,63,3,21
3,"[2016-09-25 10:40:00,2016-09-25 11:00:00)",0,104,2016-09-25 10:40:00,2016-09-25,10:40:00,7,0,0,0,0,0,0,1,1,9,25,10,40,32,2535,162,54,63,3,21
3,"[2016-09-25 10:40:00,2016-09-25 11:00:00)",1,97,2016-09-25 10:40:00,2016-09-25,10:40:00,7,0,0,0,0,0,0,1,1,9,25,10,40,32,2535,162,54,63,3,21
1,"[2016-09-25 10:40:00,2016-09-25 11:00:00)",0,55,2016-09-25 10:40:00,2016-09-25,10:40:00,7,0,0,0,0,0,0,1,1,9,25,10,40,32,2371,150,50,63,2,21
1,"[2016-09-25 10:40:00,2016-09-25 11:00:00)",1,54,2016-09-25 10:40:00,2016-09-25,10:40:00,7,0,0,0,0,0,0,1,1,9,25,10,40,32,2371,150,50,63,2,21
2,"[2016-09-25 10:40:00,2016-09-25 11:00:00)",0,73,2016-09-25 10:40:00,2016-09-25,10:40:00,7,0,0,0,0,0,0,1,1,9,25,10,40,32,384,42,14,18,1,6
2,"[2016-09-25 11:00:00,2016-09-25 11:20:00)",0,81,2016-09-25 11:00:00,2016-09-25,11:00:00,7,0,0,0,0,0,0,1,1,9,25,11,0,33,384,42,14,18,1,6
1,"[2016-09-25 11:00:00,2016-09-25 11:20:00)",0,55,2016-09-25 11:00:00,2016-09-25,11:00:00,7,0,0,0,0,0,0,1,1,9,25,11,0,33,2371,150,50,63,2,21
1,"[2016-09-25 11:00:00,2016-09-25 11:20:00)",1,70,2016-09-25 11:00:00,2016-09-25,11:00:00,7,0,0,0,0,0,0,1,1,9,25,11,0,33,2371,150,50,63,2,21
3,"[2016-09-25 11:00:00,2016-09-25 11:20:00)",0,108,2016-09-25 11:00:00,2016-09-25,11:00:00,7,0,0,0,0,0,0,1,1,9,25,11,0,33,2535,162,54,63,3,21
3,"[2016-09-25 11:00:00,2016-09-25 11:20:00)",1,104,2016-09-25 11:00:00,2016-09-25,11:00:00,7,0,0,0,0,0,0,1,1,9,25,11,0,33,2535,162,54,63,3,21
1,"[2016-09-25 11:20:00,2016-09-25 11:40:00)",0,54,2016-09-25 11:20:00,2016-09-25,11:20:00,7,0,0,0,0,0,0,1,1,9,25,11,20,34,2371,150,50,63,2,21
1,"[2016-09-25 11:20:00,2016-09-25 11:40:00)",1,82,2016-09-25 11:20:00,2016-09-25,11:20:00,7,0,0,0,0,0,0,1,1,9,25,11,20,34,2371,150,50,63,2,21
2,"[2016-09-25 11:20:00,2016-09-25 11:40:00)",0,85,2016-09-25 11:20:00,2016-09-25,11:20:00,7,0,0,0,0,0,0,1,1,9,25,11,20,34,384,42,14,18,1,6
3,"[2016-09-25 11:20:00,2016-09-25 11:40:00)",0,91,2016-09-25 11:20:00,2016-09-25,11:20:00,7,0,0,0,0,0,0,1,1,9,25,11,20,34,2535,162,54,63,3,21
3,"[2016-09-25 11:20:00,2016-09-25 11:40:00)",1,89,2016-09-25 11:20:00,2016-09-25,11:20:00,7,0,0,0,0,0,0,1,1,9,25,11,20,34,2535,162,54,63,3,21
3,"[2016-09-25 11:40:00,2016-09-25 12:00:00)",0,82,2016-09-25 11:40:00,2016-09-25,11:40:00,7,0,0,0,0,0,0,1,1,9,25,11,40,35,2535,162,54,63,3,21
3,"[2016-09-25 11:40:00,2016-09-25 12:00:00)",1,86,2016-09-25 11:40:00,2016-09-25,11:40:00,7,0,0,0,0,0,0,1,1,9,25,11,40,35,2535,162,54,63,3,21
2,"[2016-09-25 11:40:00,2016-09-25 12:00:00)",0,63,2016-09-25 11:40:00,2016-09-25,11:40:00,7,0,0,0,0,0,0,1,1,9,25,11,40,35,384,42,14,18,1,6
1,"[2016-09-25 11:40:00,2016-09-25 12:00:00)",0,29,2016-09-25 11:40:00,2016-09-25,11:40:00,7,0,0,0,0,0,0,1,1,9,25,11,40,35,2371,150,50,63,2,21
1,"[2016-09-25 11:40:00,2016-09-25 12:00:00)",1,65,2016-09-25 11:40:00,2016-09-25,11:40:00,7,0,0,0,0,0,0,1,1,9,25,11,40,35,2371,150,50,63,2,21
1,"[2016-09-25 12:00:00,2016-09-25 12:20:00)",0,47,2016-09-25 12:00:00,2016-09-25,12:00:00,7,0,0,0,0,0,0,1,1,9,25,12,0,36,2371,150,50,63,2,21
1,"[2016-09-25 12:00:00,2016-09-25 12:20:00)",1,89,2016-09-25 12:00:00,2016-09-25,12:00:00,7,0,0,0,0,0,0,1,1,9,25,12,0,36,2371,150,50,63,2,21
2,"[2016-09-25 12:00:00,2016-09-25 12:20:00)",0,72,2016-09-25 12:00:00,2016-09-25,12:00:00,7,0,0,0,0,0,0,1,1,9,25,12,0,36,384,42,14,18,1,6
3,"[2016-09-25 12:00:00,2016-09-25 12:20:00)",0,95,2016-09-25 12:00:00,2016-09-25,12:00:00,7,0,0,0,0,0,0,1,1,9,25,12,0,36,2535,162,54,63,3,21
3,"[2016-09-25 12:00:00,2016-09-25 12:20:00)",1,126,2016-09-25 12:00:00,2016-09-25,12:00:00,7,0,0,0,0,0,0,1,1,9,25,12,0,36,2535,162,54,63,3,21
2,"[2016-09-25 12:20:00,2016-09-25 12:40:00)",0,65,2016-09-25 12:20:00,2016-09-25,12:20:00,7,0,0,0,0,0,0,1,1,9,25,12,20,37,384,42,14,18,1,6
3,"[2016-09-25 12:20:00,2016-09-25 12:40:00)",0,110,2016-09-25 12:20:00,2016-09-25,12:20:00,7,0,0,0,0,0,0,1,1,9,25,12,20,37,2535,162,54,63,3,21
3,"[2016-09-25 12:20:00,2016-09-25 12:40:00)",1,98,2016-09-25 12:20:00,2016-09-25,12:20:00,7,0,0,0,0,0,0,1,1,9,25,12,20,37,2535,162,54,63,3,21
1,"[2016-09-25 12:20:00,2016-09-25 12:40:00)",0,58,2016-09-25 12:20:00,2016-09-25,12:20:00,7,0,0,0,0,0,0,1,1,9,25,12,20,37,2371,150,50,63,2,21
1,"[2016-09-25 12:20:00,2016-09-25 12:40:00)",1,96,2016-09-25 12:20:00,2016-09-25,12:20:00,7,0,0,0,0,0,0,1,1,9,25,12,20,37,2371,150,50,63,2,21
1,"[2016-09-25 12:40:00,2016-09-25 13:00:00)",0,46,2016-09-25 12:40:00,2016-09-25,12:40:00,7,0,0,0,0,0,0,1,1,9,25,12,40,38,2371,150,50,63,2,21
1,"[2016-09-25 12:40:00,2016-09-25 13:00:00)",1,71,2016-09-25 12:40:00,2016-09-25,12:40:00,7,0,0,0,0,0,0,1,1,9,25,12,40,38,2371,150,50,63,2,21
3,"[2016-09-25 12:40:00,2016-09-25 13:00:00)",0,105,2016-09-25 12:40:00,2016-09-25,12:40:00,7,0,0,0,0,0,0,1,1,9,25,12,40,38,2535,162,54,63,3,21
3,"[2016-09-25 12:40:00,2016-09-25 13:00:00)",1,103,2016-09-25 12:40:00,2016-09-25,12:40:00,7,0,0,0,0,0,0,1,1,9,25,12,40,38,2535,162,54,63,3,21
2,"[2016-09-25 12:40:00,2016-09-25 13:00:00)",0,66,2016-09-25 12:40:00,2016-09-25,12:40:00,7,0,0,0,0,0,0,1,1,9,25,12,40,38,384,42,14,18,1,6
2,"[2016-09-25 13:00:00,2016-09-25 13:20:00)",0,64,2016-09-25 13:00:00,2016-09-25,13:00:00,7,0,0,0,0,0,0,1,1,9,25,13,0,39,384,42,14,18,1,6
1,"[2016-09-25 13:00:00,2016-09-25 13:20:00)",0,57,2016-09-25 13:00:00,2016-09-25,13:00:00,7,0,0,0,0,0,0,1,1,9,25,13,0,39,2371,150,50,63,2,21
1,"[2016-09-25 13:00:00,2016-09-25 13:20:00)",1,92,2016-09-25 13:00:00,2016-09-25,13:00:00,7,0,0,0,0,0,0,1,1,9,25,13,0,39,2371,150,50,63,2,21
3,"[2016-09-25 13:00:00,2016-09-25 13:20:00)",0,101,2016-09-25 13:00:00,2016-09-25,13:00:00,7,0,0,0,0,0,0,1,1,9,25,13,0,39,2535,162,54,63,3,21
3,"[2016-09-25 13:00:00,2016-09-25 13:20:00)",1,131,2016-09-25 13:00:00,2016-09-25,13:00:00,7,0,0,0,0,0,0,1,1,9,25,13,0,39,2535,162,54,63,3,21
3,"[2016-09-25 13:20:00,2016-09-25 13:40:00)",0,130,2016-09-25 13:20:00,2016-09-25,13:20:00,7,0,0,0,0,0,0,1,1,9,25,13,20,40,2535,162,54,63,3,21
3,"[2016-09-25 13:20:00,2016-09-25 13:40:00)",1,158,2016-09-25 13:20:00,2016-09-25,13:20:00,7,0,0,0,0,0,0,1,1,9,25,13,20,40,2535,162,54,63,3,21
2,"[2016-09-25 13:20:00,2016-09-25 13:40:00)",0,91,2016-09-25 13:20:00,2016-09-25,13:20:00,7,0,0,0,0,0,0,1,1,9,25,13,20,40,384,42,14,18,1,6
1,"[2016-09-25 13:20:00,2016-09-25 13:40:00)",0,56,2016-09-25 13:20:00,2016-09-25,13:20:00,7,0,0,0,0,0,0,1,1,9,25,13,20,40,2371,150,50,63,2,21
1,"[2016-09-25 13:20:00,2016-09-25 13:40:00)",1,110,2016-09-25 13:20:00,2016-09-25,13:20:00,7,0,0,0,0,0,0,1,1,9,25,13,20,40,2371,150,50,63,2,21
3,"[2016-09-25 13:40:00,2016-09-25 14:00:00)",0,137,2016-09-25 13:40:00,2016-09-25,13:40:00,7,0,0,0,0,0,0,1,1,9,25,13,40,41,2535,162,54,63,3,21
3,"[2016-09-25 13:40:00,2016-09-25 14:00:00)",1,131,2016-09-25 13:40:00,2016-09-25,13:40:00,7,0,0,0,0,0,0,1,1,9,25,13,40,41,2535,162,54,63,3,21
2,"[2016-09-25 13:40:00,2016-09-25 14:00:00)",0,83,2016-09-25 13:40:00,2016-09-25,13:40:00,7,0,0,0,0,0,0,1,1,9,25,13,40,41,384,42,14,18,1,6
1,"[2016-09-25 13:40:00,2016-09-25 14:00:00)",0,60,2016-09-25 13:40:00,2016-09-25,13:40:00,7,0,0,0,0,0,0,1,1,9,25,13,40,41,2371,150,50,63,2,21
1,"[2016-09-25 13:40:00,2016-09-25 14:00:00)",1,105,2016-09-25 13:40:00,2016-09-25,13:40:00,7,0,0,0,0,0,0,1,1,9,25,13,40,41,2371,150,50,63,2,21
3,"[2016-09-25 14:00:00,2016-09-25 14:20:00)",0,130,2016-09-25 14:00:00,2016-09-25,14:00:00,7,0,0,0,0,0,0,1,1,9,25,14,0,42,2535,162,54,63,3,21
3,"[2016-09-25 14:00:00,2016-09-25 14:20:00)",1,121,2016-09-25 14:00:00,2016-09-25,14:00:00,7,0,0,0,0,0,0,1,1,9,25,14,0,42,2535,162,54,63,3,21
1,"[2016-09-25 14:00:00,2016-09-25 14:20:00)",0,72,2016-09-25 14:00:00,2016-09-25,14:00:00,7,0,0,0,0,0,0,1,1,9,25,14,0,42,2371,150,50,63,2,21
1,"[2016-09-25 14:00:00,2016-09-25 14:20:00)",1,96,2016-09-25 14:00:00,2016-09-25,14:00:00,7,0,0,0,0,0,0,1,1,9,25,14,0,42,2371,150,50,63,2,21
2,"[2016-09-25 14:00:00,2016-09-25 14:20:00)",0,69,2016-09-25 14:00:00,2016-09-25,14:00:00,7,0,0,0,0,0,0,1,1,9,25,14,0,42,384,42,14,18,1,6
1,"[2016-09-25 14:20:00,2016-09-25 14:40:00)",0,59,2016-09-25 14:20:00,2016-09-25,14:20:00,7,0,0,0,0,0,0,1,1,9,25,14,20,43,2371,150,50,63,2,21
1,"[2016-09-25 14:20:00,2016-09-25 14:40:00)",1,100,2016-09-25 14:20:00,2016-09-25,14:20:00,7,0,0,0,0,0,0,1,1,9,25,14,20,43,2371,150,50,63,2,21
