tollgate_id,time_window,direction,volume,start_time,date,time,day_of_week,week_day_1,week_day_2,week_day_3,week_day_4,week_day_5,week_day_6,week_day_7,is_weekend,month,day,hour,minute,time_win_label,lengthSum,widthSum,lanesSum,laneWidthSum,intersectionNum,linkNum,max,mean,mean_1h,mean_20,mean_40,median,min,range,satrt_time,std,pressure,sea_pressure,wind_direction,wind_speed,temperature,rel_humidity,precipitation
1.0,"[2016-09-20 04:20:00,2016-09-20 04:40:00)",1.0,17.0,2016-09-20 04:20:00,2016-09-20,04:20:00,2,0,1,0,0,0,0,0,0,9,20,4,20,13,2371,150,50,63,2,21,18.0,10.166666666666666,11.0,18.0,15.5,10.0,2.0,16.0,2016-09-20 04:20:00,5.455883674224247,1012.818,1017.818,72.33800000000001,2.728,25.566999999999997,50.673,0.0
2.0,"[2016-09-20 04:20:00,2016-09-20 04:40:00)",0.0,0.0,2016-09-20 04:20:00,2016-09-20,04:20:00,2,0,1,0,0,0,0,0,0,9,20,4,20,13,384,42,14,18,1,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-09-20 04:20:00,0.0,1012.818,1017.818,72.33800000000001,2.728,25.566999999999997,50.673,0.0
1.0,"[2016-09-20 04:40:00,2016-09-20 05:00:00)",0.0,15.0,2016-09-20 04:40:00,2016-09-20,04:40:00,2,0,1,0,0,0,0,0,0,9,20,4,40,14,2371,150,50,63,2,21,10.0,7.5,7.666666666666668,5.0,6.5,7.5,5.0,5.0,2016-09-20 04:40:00,1.8708286933869709,1012.613,1017.613,31.168000000000003,3.138,26.035,48.398999999999994,0.0
1.0,"[2016-09-20 04:40:00,2016-09-20 05:00:00)",1.0,20.0,2016-09-20 04:40:00,2016-09-20,04:40:00,2,0,1,0,0,0,0,0,0,9,20,4,40,14,2371,150,50,63,2,21,18.0,10.166666666666666,11.0,18.0,15.5,10.0,2.0,16.0,2016-09-20 04:40:00,5.455883674224247,1012.613,1017.613,31.168000000000003,3.138,26.035,48.398999999999994,0.0
3.0,"[2016-09-20 04:40:00,2016-09-20 05:00:00)",0.0,11.0,2016-09-20 04:40:00,2016-09-20,04:40:00,2,0,1,0,0,0,0,0,0,9,20,4,40,14,2535,162,54,63,3,21,17.0,11.333333333333336,8.666666666666666,11.0,9.5,11.5,7.0,10.0,2016-09-20 04:40:00,3.614784456460257,1012.613,1017.613,31.168000000000003,3.138,26.035,48.398999999999994,0.0
3.0,"[2016-09-20 04:40:00,2016-09-20 05:00:00)",1.0,4.0,2016-09-20 04:40:00,2016-09-20,04:40:00,2,0,1,0,0,0,0,0,0,9,20,4,40,14,2535,162,54,63,3,21,8.0,5.166666666666667,5.0,6.0,4.5,5.0,3.0,5.0,2016-09-20 04:40:00,1.834847859269718,1012.613,1017.613,31.168000000000003,3.138,26.035,48.398999999999994,0.0
2.0,"[2016-09-20 04:40:00,2016-09-20 05:00:00)",0.0,0.0,2016-09-20 04:40:00,2016-09-20,04:40:00,2,0,1,0,0,0,0,0,0,9,20,4,40,14,384,42,14,18,1,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-09-20 04:40:00,0.0,1012.613,1017.613,31.168000000000003,3.138,26.035,48.398999999999994,0.0
2.0,"[2016-09-20 05:00:00,2016-09-20 05:20:00)",0.0,5.0,2016-09-20 05:00:00,2016-09-20,05:00:00,2,0,1,0,0,0,0,0,0,9,20,5,0,15,384,42,14,18,1,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-09-20 05:00:00,0.0,1012.438,1017.438,10.187999999999999,3.6289999999999996,26.421999999999997,46.328,0.0
1.0,"[2016-09-20 05:00:00,2016-09-20 05:20:00)",0.0,9.0,2016-09-20 05:00:00,2016-09-20,05:00:00,2,0,1,0,0,0,0,0,0,9,20,5,0,15,2371,150,50,63,2,21,10.0,7.5,7.666666666666668,5.0,6.5,7.5,5.0,5.0,2016-09-20 05:00:00,1.8708286933869709,1012.438,1017.438,10.187999999999999,3.6289999999999996,26.421999999999997,46.328,0.0
1.0,"[2016-09-20 05:00:00,2016-09-20 05:20:00)",1.0,27.0,2016-09-20 05:00:00,2016-09-20,05:00:00,2,0,1,0,0,0,0,0,0,9,20,5,0,15,2371,150,50,63,2,21,18.0,10.166666666666666,11.0,18.0,15.5,10.0,2.0,16.0,2016-09-20 05:00:00,5.455883674224247,1012.438,1017.438,10.187999999999999,3.6289999999999996,26.421999999999997,46.328,0.0
3.0,"[2016-09-20 05:00:00,2016-09-20 05:20:00)",0.0,12.0,2016-09-20 05:00:00,2016-09-20,05:00:00,2,0,1,0,0,0,0,0,0,9,20,5,0,15,2535,162,54,63,3,21,17.0,11.333333333333336,8.666666666666666,11.0,9.5,11.5,7.0,10.0,2016-09-20 05:00:00,3.614784456460257,1012.438,1017.438,10.187999999999999,3.6289999999999996,26.421999999999997,46.328,0.0
3.0,"[2016-09-20 05:00:00,2016-09-20 05:20:00)",1.0,12.0,2016-09-20 05:00:00,2016-09-20,05:00:00,2,0,1,0,0,0,0,0,0,9,20,5,0,15,2535,162,54,63,3,21,8.0,5.166666666666667,5.0,6.0,4.5,5.0,3.0,5.0,2016-09-20 05:00:00,1.834847859269718,1012.438,1017.438,10.187999999999999,3.6289999999999996,26.421999999999997,46.328,0.0
1.0,"[2016-09-20 05:20:00,2016-09-20 05:40:00)",0.0,4.0,2016-09-20 05:20:00,2016-09-20,05:20:00,2,0,1,0,0,0,0,0,0,9,20,5,20,16,2371,150,50,63,2,21,10.0,7.5,7.666666666666668,5.0,6.5,7.5,5.0,5.0,2016-09-20 05:20:00,1.8708286933869709,1012.298,1017.298,3.9410000000000003,4.135,26.714000000000002,44.513999999999996,0.0
1.0,"[2016-09-20 05:20:00,2016-09-20 05:40:00)",1.0,37.0,2016-09-20 05:20:00,2016-09-20,05:20:00,2,0,1,0,0,0,0,0,0,9,20,5,20,16,2371,150,50,63,2,21,18.0,10.166666666666666,11.0,18.0,15.5,10.0,2.0,16.0,2016-09-20 05:20:00,5.455883674224247,1012.298,1017.298,3.9410000000000003,4.135,26.714000000000002,44.513999999999996,0.0
3.0,"[2016-09-20 05:20:00,2016-09-20 05:40:00)",0.0,17.0,2016-09-20 05:20:00,2016-09-20,05:20:00,2,0,1,0,0,0,0,0,0,9,20,5,20,16,2535,162,54,63,3,21,17.0,11.333333333333336,8.666666666666666,11.0,9.5,11.5,7.0,10.0,2016-09-20 05:20:00,3.614784456460257,1012.298,1017.298,3.9410000000000003,4.135,26.714000000000002,44.513999999999996,0.0
3.0,"[2016-09-20 05:20:00,2016-09-20 05:40:00)",1.0,12.0,2016-09-20 05:20:00,2016-09-20,05:20:00,2,0,1,0,0,0,0,0,0,9,20,5,20,16,2535,162,54,63,3,21,8.0,5.166666666666667,5.0,6.0,4.5,5.0,3.0,5.0,2016-09-20 05:20:00,1.834847859269718,1012.298,1017.298,3.9410000000000003,4.135,26.714000000000002,44.513999999999996,0.0
2.0,"[2016-09-20 05:20:00,2016-09-20 05:40:00)",0.0,18.0,2016-09-20 05:20:00,2016-09-20,05:20:00,2,0,1,0,0,0,0,0,0,9,20,5,20,16,384,42,14,18,1,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-09-20 05:20:00,0.0,1012.298,1017.298,3.9410000000000003,4.135,26.714000000000002,44.513999999999996,0.0
3.0,"[2016-09-20 05:40:00,2016-09-20 06:00:00)",0.0,20.0,2016-09-20 05:40:00,2016-09-20,05:40:00,2,0,1,0,0,0,0,0,0,9,20,5,40,17,2535,162,54,63,3,21,17.0,11.333333333333336,8.666666666666666,11.0,9.5,11.5,7.0,10.0,2016-09-20 05:40:00,3.614784456460257,1012.2,1017.2,7.0,4.6,26.9,43.0,0.0
3.0,"[2016-09-20 05:40:00,2016-09-20 06:00:00)",1.0,18.0,2016-09-20 05:40:00,2016-09-20,05:40:00,2,0,1,0,0,0,0,0,0,9,20,5,40,17,2535,162,54,63,3,21,8.0,5.166666666666667,5.0,6.0,4.5,5.0,3.0,5.0,2016-09-20 05:40:00,1.834847859269718,1012.2,1017.2,7.0,4.6,26.9,43.0,0.0
1.0,"[2016-09-20 05:40:00,2016-09-20 06:00:00)",0.0,10.0,2016-09-20 05:40:00,2016-09-20,05:40:00,2,0,1,0,0,0,0,0,0,9,20,5,40,17,2371,150,50,63,2,21,10.0,7.5,7.666666666666668,5.0,6.5,7.5,5.0,5.0,2016-09-20 05:40:00,1.8708286933869709,1012.2,1017.2,7.0,4.6,26.9,43.0,0.0
1.0,"[2016-09-20 05:40:00,2016-09-20 06:00:00)",1.0,35.0,2016-09-20 05:40:00,2016-09-20,05:40:00,2,0,1,0,0,0,0,0,0,9,20,5,40,17,2371,150,50,63,2,21,18.0,10.166666666666666,11.0,18.0,15.5,10.0,2.0,16.0,2016-09-20 05:40:00,5.455883674224247,1012.2,1017.2,7.0,4.6,26.9,43.0,0.0
2.0,"[2016-09-20 05:40:00,2016-09-20 06:00:00)",0.0,21.0,2016-09-20 05:40:00,2016-09-20,05:40:00,2,0,1,0,0,0,0,0,0,9,20,5,40,17,384,42,14,18,1,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-09-20 05:40:00,0.0,1012.2,1017.2,7.0,4.6,26.9,43.0,0.0
1.0,"[2016-09-20 06:00:00,2016-09-20 06:20:00)",0.0,13.0,2016-09-20 06:00:00,2016-09-20,06:00:00,2,0,1,0,0,0,0,0,0,9,20,6,0,18,2371,150,50,63,2,21,15.0,9.5,7.666666666666668,10.0,7.0,9.5,4.0,11.0,2016-09-20 06:00:00,3.6193922141707713,1012.2,1017.2,7.0,4.6,26.9,43.0,0.0
1.0,"[2016-09-20 06:00:00,2016-09-20 06:20:00)",1.0,47.0,2016-09-20 06:00:00,2016-09-20,06:00:00,2,0,1,0,0,0,0,0,0,9,20,6,0,18,2371,150,50,63,2,21,37.0,26.0,33.0,35.0,36.0,23.5,17.0,20.0,2016-09-20 06:00:00,8.438009243891592,1012.2,1017.2,7.0,4.6,26.9,43.0,0.0
2.0,"[2016-09-20 06:00:00,2016-09-20 06:20:00)",0.0,33.0,2016-09-20 06:00:00,2016-09-20,06:00:00,2,0,1,0,0,0,0,0,0,9,20,6,0,18,384,42,14,18,1,6,21.0,7.333333333333332,14.666666666666664,21.0,19.5,2.5,0.0,21.0,2016-09-20 06:00:00,9.66781602362533,1012.2,1017.2,7.0,4.6,26.9,43.0,0.0
3.0,"[2016-09-20 06:00:00,2016-09-20 06:20:00)",0.0,31.0,2016-09-20 06:00:00,2016-09-20,06:00:00,2,0,1,0,0,0,0,0,0,9,20,6,0,18,2535,162,54,63,3,21,20.0,13.166666666666664,16.333333333333332,20.0,18.5,11.5,9.0,11.0,2016-09-20 06:00:00,4.355073669487885,1012.2,1017.2,7.0,4.6,26.9,43.0,0.0
3.0,"[2016-09-20 06:00:00,2016-09-20 06:20:00)",1.0,24.0,2016-09-20 06:00:00,2016-09-20,06:00:00,2,0,1,0,0,0,0,0,0,9,20,6,0,18,2535,162,54,63,3,21,18.0,9.666666666666666,14.0,18.0,15.0,9.0,4.0,14.0,2016-09-20 06:00:00,5.278888771954442,1012.2,1017.2,7.0,4.6,26.9,43.0,0.0
2.0,"[2016-09-20 06:20:00,2016-09-20 06:40:00)",0.0,31.0,2016-09-20 06:20:00,2016-09-20,06:20:00,2,0,1,0,0,0,0,0,0,9,20,6,20,19,384,42,14,18,1,6,21.0,7.333333333333332,14.666666666666664,21.0,19.5,2.5,0.0,21.0,2016-09-20 06:20:00,9.66781602362533,1012.2,1017.2,7.0,4.6,26.9,43.0,0.0
3.0,"[2016-09-20 06:20:00,2016-09-20 06:40:00)",0.0,43.0,2016-09-20 06:20:00,2016-09-20,06:20:00,2,0,1,0,0,0,0,0,0,9,20,6,20,19,2535,162,54,63,3,21,20.0,13.166666666666664,16.333333333333332,20.0,18.5,11.5,9.0,11.0,2016-09-20 06:20:00,4.355073669487885,1012.2,1017.2,7.0,4.6,26.9,43.0,0.0
3.0,"[2016-09-20 06:20:00,2016-09-20 06:40:00)",1.0,43.0,2016-09-20 06:20:00,2016-09-20,06:20:00,2,0,1,0,0,0,0,0,0,9,20,6,20,19,2535,162,54,63,3,21,18.0,9.666666666666666,14.0,18.0,15.0,9.0,4.0,14.0,2016-09-20 06:20:00,5.278888771954442,1012.2,1017.2,7.0,4.6,26.9,43.0,0.0
1.0,"[2016-09-20 06:20:00,2016-09-20 06:40:00)",0.0,20.0,2016-09-20 06:20:00,2016-09-20,06:20:00,2,0,1,0,0,0,0,0,0,9,20,6,20,19,2371,150,50,63,2,21,15.0,9.5,7.666666666666668,10.0,7.0,9.5,4.0,11.0,2016-09-20 06:20:00,3.6193922141707713,1012.2,1017.2,7.0,4.6,26.9,43.0,0.0
1.0,"[2016-09-20 06:20:00,2016-09-20 06:40:00)",1.0,59.0,2016-09-20 06:20:00,2016-09-20,06:20:00,2,0,1,0,0,0,0,0,0,9,20,6,20,19,2371,150,50,63,2,21,37.0,26.0,33.0,35.0,36.0,23.5,17.0,20.0,2016-09-20 06:20:00,8.438009243891592,1012.2,1017.2,7.0,4.6,26.9,43.0,0.0
1.0,"[2016-09-20 06:40:00,2016-09-20 07:00:00)",0.0,29.0,2016-09-20 06:40:00,2016-09-20,06:40:00,2,0,1,0,0,0,0,0,0,9,20,6,40,20,2371,150,50,63,2,21,15.0,9.5,7.666666666666668,10.0,7.0,9.5,4.0,11.0,2016-09-20 06:40:00,3.6193922141707713,1012.145,1017.145,14.513,4.978,26.976,41.818000000000005,0.0
1.0,"[2016-09-20 06:40:00,2016-09-20 07:00:00)",1.0,69.0,2016-09-20 06:40:00,2016-09-20,06:40:00,2,0,1,0,0,0,0,0,0,9,20,6,40,20,2371,150,50,63,2,21,37.0,26.0,33.0,35.0,36.0,23.5,17.0,20.0,2016-09-20 06:40:00,8.438009243891592,1012.145,1017.145,14.513,4.978,26.976,41.818000000000005,0.0
3.0,"[2016-09-20 06:40:00,2016-09-20 07:00:00)",0.0,80.0,2016-09-20 06:40:00,2016-09-20,06:40:00,2,0,1,0,0,0,0,0,0,9,20,6,40,20,2535,162,54,63,3,21,20.0,13.166666666666664,16.333333333333332,20.0,18.5,11.5,9.0,11.0,2016-09-20 06:40:00,4.355073669487885,1012.145,1017.145,14.513,4.978,26.976,41.818000000000005,0.0
3.0,"[2016-09-20 06:40:00,2016-09-20 07:00:00)",1.0,66.0,2016-09-20 06:40:00,2016-09-20,06:40:00,2,0,1,0,0,0,0,0,0,9,20,6,40,20,2535,162,54,63,3,21,18.0,9.666666666666666,14.0,18.0,15.0,9.0,4.0,14.0,2016-09-20 06:40:00,5.278888771954442,1012.145,1017.145,14.513,4.978,26.976,41.818000000000005,0.0
2.0,"[2016-09-20 06:40:00,2016-09-20 07:00:00)",0.0,54.0,2016-09-20 06:40:00,2016-09-20,06:40:00,2,0,1,0,0,0,0,0,0,9,20,6,40,20,384,42,14,18,1,6,21.0,7.333333333333332,14.666666666666664,21.0,19.5,2.5,0.0,21.0,2016-09-20 06:40:00,9.66781602362533,1012.145,1017.145,14.513,4.978,26.976,41.818000000000005,0.0
1.0,"[2016-09-20 07:00:00,2016-09-20 07:20:00)",0.0,38.0,2016-09-20 07:00:00,2016-09-20,07:00:00,2,0,1,0,0,0,0,0,0,9,20,7,0,21,2371,150,50,63,2,21,15.0,9.5,7.666666666666668,10.0,7.0,9.5,4.0,11.0,2016-09-20 07:00:00,3.6193922141707713,1012.132,1017.132,22.553,5.235,26.941,40.986999999999995,0.0
1.0,"[2016-09-20 07:00:00,2016-09-20 07:20:00)",1.0,88.0,2016-09-20 07:00:00,2016-09-20,07:00:00,2,0,1,0,0,0,0,0,0,9,20,7,0,21,2371,150,50,63,2,21,37.0,26.0,33.0,35.0,36.0,23.5,17.0,20.0,2016-09-20 07:00:00,8.438009243891592,1012.132,1017.132,22.553,5.235,26.941,40.986999999999995,0.0
3.0,"[2016-09-20 07:00:00,2016-09-20 07:20:00)",0.0,113.0,2016-09-20 07:00:00,2016-09-20,07:00:00,2,0,1,0,0,0,0,0,0,9,20,7,0,21,2535,162,54,63,3,21,20.0,13.166666666666664,16.333333333333332,20.0,18.5,11.5,9.0,11.0,2016-09-20 07:00:00,4.355073669487885,1012.132,1017.132,22.553,5.235,26.941,40.986999999999995,0.0
3.0,"[2016-09-20 07:00:00,2016-09-20 07:20:00)",1.0,83.0,2016-09-20 07:00:00,2016-09-20,07:00:00,2,0,1,0,0,0,0,0,0,9,20,7,0,21,2535,162,54,63,3,21,18.0,9.666666666666666,14.0,18.0,15.0,9.0,4.0,14.0,2016-09-20 07:00:00,5.278888771954442,1012.132,1017.132,22.553,5.235,26.941,40.986999999999995,0.0
2.0,"[2016-09-20 07:00:00,2016-09-20 07:20:00)",0.0,79.0,2016-09-20 07:00:00,2016-09-20,07:00:00,2,0,1,0,0,0,0,0,0,9,20,7,0,21,384,42,14,18,1,6,21.0,7.333333333333332,14.666666666666664,21.0,19.5,2.5,0.0,21.0,2016-09-20 07:00:00,9.66781602362533,1012.132,1017.132,22.553,5.235,26.941,40.986999999999995,0.0
1.0,"[2016-09-20 07:20:00,2016-09-20 07:40:00)",0.0,30.0,2016-09-20 07:20:00,2016-09-20,07:20:00,2,0,1,0,0,0,0,0,0,9,20,7,20,22,2371,150,50,63,2,21,15.0,9.5,7.666666666666668,10.0,7.0,9.5,4.0,11.0,2016-09-20 07:20:00,3.6193922141707713,1012.1610000000001,1017.1610000000001,28.3,5.354,26.8,40.514,0.0
1.0,"[2016-09-20 07:20:00,2016-09-20 07:40:00)",1.0,126.0,2016-09-20 07:20:00,2016-09-20,07:20:00,2,0,1,0,0,0,0,0,0,9,20,7,20,22,2371,150,50,63,2,21,37.0,26.0,33.0,35.0,36.0,23.5,17.0,20.0,2016-09-20 07:20:00,8.438009243891592,1012.1610000000001,1017.1610000000001,28.3,5.354,26.8,40.514,0.0
3.0,"[2016-09-20 07:20:00,2016-09-20 07:40:00)",0.0,141.0,2016-09-20 07:20:00,2016-09-20,07:20:00,2,0,1,0,0,0,0,0,0,9,20,7,20,22,2535,162,54,63,3,21,20.0,13.166666666666664,16.333333333333332,20.0,18.5,11.5,9.0,11.0,2016-09-20 07:20:00,4.355073669487885,1012.1610000000001,1017.1610000000001,28.3,5.354,26.8,40.514,0.0
3.0,"[2016-09-20 07:20:00,2016-09-20 07:40:00)",1.0,97.0,2016-09-20 07:20:00,2016-09-20,07:20:00,2,0,1,0,0,0,0,0,0,9,20,7,20,22,2535,162,54,63,3,21,18.0,9.666666666666666,14.0,18.0,15.0,9.0,4.0,14.0,2016-09-20 07:20:00,5.278888771954442,1012.1610000000001,1017.1610000000001,28.3,5.354,26.8,40.514,0.0
2.0,"[2016-09-20 07:20:00,2016-09-20 07:40:00)",0.0,86.0,2016-09-20 07:20:00,2016-09-20,07:20:00,2,0,1,0,0,0,0,0,0,9,20,7,20,22,384,42,14,18,1,6,21.0,7.333333333333332,14.666666666666664,21.0,19.5,2.5,0.0,21.0,2016-09-20 07:20:00,9.66781602362533,1012.1610000000001,1017.1610000000001,28.3,5.354,26.8,40.514,0.0
1.0,"[2016-09-20 07:40:00,2016-09-20 08:00:00)",0.0,31.0,2016-09-20 07:40:00,2016-09-20,07:40:00,2,0,1,0,0,0,0,0,0,9,20,7,40,23,2371,150,50,63,2,21,15.0,9.5,7.666666666666668,10.0,7.0,9.5,4.0,11.0,2016-09-20 07:40:00,3.6193922141707713,1012.227,1017.227,30.096999999999998,5.327999999999999,26.561999999999998,40.395,0.0
1.0,"[2016-09-20 07:40:00,2016-09-20 08:00:00)",1.0,139.0,2016-09-20 07:40:00,2016-09-20,07:40:00,2,0,1,0,0,0,0,0,0,9,20,7,40,23,2371,150,50,63,2,21,37.0,26.0,33.0,35.0,36.0,23.5,17.0,20.0,2016-09-20 07:40:00,8.438009243891592,1012.227,1017.227,30.096999999999998,5.327999999999999,26.561999999999998,40.395,0.0
3.0,"[2016-09-20 07:40:00,2016-09-20 08:00:00)",0.0,136.0,2016-09-20 07:40:00,2016-09-20,07:40:00,2,0,1,0,0,0,0,0,0,9,20,7,40,23,2535,162,54,63,3,21,20.0,13.166666666666664,16.333333333333332,20.0,18.5,11.5,9.0,11.0,2016-09-20 07:40:00,4.355073669487885,1012.227,1017.227,30.096999999999998,5.327999999999999,26.561999999999998,40.395,0.0
3.0,"[2016-09-20 07:40:00,2016-09-20 08:00:00)",1.0,122.0,2016-09-20 07:40:00,2016-09-20,07:40:00,2,0,1,0,0,0,0,0,0,9,20,7,40,23,2535,162,54,63,3,21,18.0,9.666666666666666,14.0,18.0,15.0,9.0,4.0,14.0,2016-09-20 07:40:00,5.278888771954442,1012.227,1017.227,30.096999999999998,5.327999999999999,26.561999999999998,40.395,0.0
2.0,"[2016-09-20 07:40:00,2016-09-20 08:00:00)",0.0,93.0,2016-09-20 07:40:00,2016-09-20,07:40:00,2,0,1,0,0,0,0,0,0,9,20,7,40,23,384,42,14,18,1,6,21.0,7.333333333333332,14.666666666666664,21.0,19.5,2.5,0.0,21.0,2016-09-20 07:40:00,9.66781602362533,1012.227,1017.227,30.096999999999998,5.327999999999999,26.561999999999998,40.395,0.0
1.0,"[2016-09-20 08:00:00,2016-09-20 08:20:00)",0.0,53.0,2016-09-20 08:00:00,2016-09-20,08:00:00,2,0,1,0,0,0,0,0,0,9,20,8,0,24,2371,150,50,63,2,21,38.0,26.83333333333333,33.0,31.0,30.5,29.5,13.0,25.0,2016-09-20 08:00:00,8.886319072972041,1012.326,1017.326,27.396,5.165,26.24,40.619,0.0
1.0,"[2016-09-20 08:00:00,2016-09-20 08:20:00)",1.0,132.0,2016-09-20 08:00:00,2016-09-20,08:00:00,2,0,1,0,0,0,0,0,0,9,20,8,0,24,2371,150,50,63,2,21,139.0,88.0,117.66666666666669,139.0,132.5,78.5,47.0,92.0,2016-09-20 08:00:00,37.223648397221886,1012.326,1017.326,27.396,5.165,26.24,40.619,0.0
2.0,"[2016-09-20 08:00:00,2016-09-20 08:20:00)",0.0,112.0,2016-09-20 08:00:00,2016-09-20,08:00:00,2,0,1,0,0,0,0,0,0,9,20,8,0,24,384,42,14,18,1,6,93.0,62.66666666666666,86.0,93.0,89.5,66.5,31.0,62.0,2016-09-20 08:00:00,27.163701269647824,1012.326,1017.326,27.396,5.165,26.24,40.619,0.0
3.0,"[2016-09-20 08:00:00,2016-09-20 08:20:00)",0.0,145.0,2016-09-20 08:00:00,2016-09-20,08:00:00,2,0,1,0,0,0,0,0,0,9,20,8,0,24,2535,162,54,63,3,21,141.0,90.66666666666669,130.0,136.0,138.5,96.5,31.0,110.0,2016-09-20 08:00:00,46.975170746540854,1012.326,1017.326,27.396,5.165,26.24,40.619,0.0
3.0,"[2016-09-20 08:00:00,2016-09-20 08:20:00)",1.0,154.0,2016-09-20 08:00:00,2016-09-20,08:00:00,2,0,1,0,0,0,0,0,0,9,20,8,0,24,2535,162,54,63,3,21,122.0,72.5,100.66666666666669,122.0,109.5,74.5,24.0,98.0,2016-09-20 08:00:00,35.84829145161593,1012.326,1017.326,27.396,5.165,26.24,40.619,0.0
2.0,"[2016-09-20 08:20:00,2016-09-20 08:40:00)",0.0,111.0,2016-09-20 08:20:00,2016-09-20,08:20:00,2,0,1,0,0,0,0,0,0,9,20,8,20,25,384,42,14,18,1,6,93.0,62.66666666666666,86.0,93.0,89.5,66.5,31.0,62.0,2016-09-20 08:20:00,27.163701269647824,1012.452,1017.452,20.624000000000002,4.881,25.846999999999998,41.163000000000004,0.0
1.0,"[2016-09-20 08:20:00,2016-09-20 08:40:00)",0.0,50.0,2016-09-20 08:20:00,2016-09-20,08:20:00,2,0,1,0,0,0,0,0,0,9,20,8,20,25,2371,150,50,63,2,21,38.0,26.83333333333333,33.0,31.0,30.5,29.5,13.0,25.0,2016-09-20 08:20:00,8.886319072972041,1012.452,1017.452,20.624000000000002,4.881,25.846999999999998,41.163000000000004,0.0
1.0,"[2016-09-20 08:20:00,2016-09-20 08:40:00)",1.0,151.0,2016-09-20 08:20:00,2016-09-20,08:20:00,2,0,1,0,0,0,0,0,0,9,20,8,20,25,2371,150,50,63,2,21,139.0,88.0,117.66666666666669,139.0,132.5,78.5,47.0,92.0,2016-09-20 08:20:00,37.223648397221886,1012.452,1017.452,20.624000000000002,4.881,25.846999999999998,41.163000000000004,0.0
3.0,"[2016-09-20 08:20:00,2016-09-20 08:40:00)",0.0,173.0,2016-09-20 08:20:00,2016-09-20,08:20:00,2,0,1,0,0,0,0,0,0,9,20,8,20,25,2535,162,54,63,3,21,141.0,90.66666666666669,130.0,136.0,138.5,96.5,31.0,110.0,2016-09-20 08:20:00,46.975170746540854,1012.452,1017.452,20.624000000000002,4.881,25.846999999999998,41.163000000000004,0.0
3.0,"[2016-09-20 08:20:00,2016-09-20 08:40:00)",1.0,209.0,2016-09-20 08:20:00,2016-09-20,08:20:00,2,0,1,0,0,0,0,0,0,9,20,8,20,25,2535,162,54,63,3,21,122.0,72.5,100.66666666666669,122.0,109.5,74.5,24.0,98.0,2016-09-20 08:20:00,35.84829145161593,1012.452,1017.452,20.624000000000002,4.881,25.846999999999998,41.163000000000004,0.0
1.0,"[2016-09-20 08:40:00,2016-09-20 09:00:00)",0.0,45.0,2016-09-20 08:40:00,2016-09-20,08:40:00,2,0,1,0,0,0,0,0,0,9,20,8,40,26,2371,150,50,63,2,21,38.0,26.83333333333333,33.0,31.0,30.5,29.5,13.0,25.0,2016-09-20 08:40:00,8.886319072972041,1012.6,1017.6,11.0,4.5,25.4,42.0,0.0
1.0,"[2016-09-20 08:40:00,2016-09-20 09:00:00)",1.0,131.0,2016-09-20 08:40:00,2016-09-20,08:40:00,2,0,1,0,0,0,0,0,0,9,20,8,40,26,2371,150,50,63,2,21,139.0,88.0,117.66666666666669,139.0,132.5,78.5,47.0,92.0,2016-09-20 08:40:00,37.223648397221886,1012.6,1017.6,11.0,4.5,25.4,42.0,0.0
3.0,"[2016-09-20 08:40:00,2016-09-20 09:00:00)",0.0,154.0,2016-09-20 08:40:00,2016-09-20,08:40:00,2,0,1,0,0,0,0,0,0,9,20,8,40,26,2535,162,54,63,3,21,141.0,90.66666666666669,130.0,136.0,138.5,96.5,31.0,110.0,2016-09-20 08:40:00,46.975170746540854,1012.6,1017.6,11.0,4.5,25.4,42.0,0.0
3.0,"[2016-09-20 08:40:00,2016-09-20 09:00:00)",1.0,210.0,2016-09-20 08:40:00,2016-09-20,08:40:00,2,0,1,0,0,0,0,0,0,9,20,8,40,26,2535,162,54,63,3,21,122.0,72.5,100.66666666666669,122.0,109.5,74.5,24.0,98.0,2016-09-20 08:40:00,35.84829145161593,1012.6,1017.6,11.0,4.5,25.4,42.0,0.0
2.0,"[2016-09-20 08:40:00,2016-09-20 09:00:00)",0.0,112.0,2016-09-20 08:40:00,2016-09-20,08:40:00,2,0,1,0,0,0,0,0,0,9,20,8,40,26,384,42,14,18,1,6,93.0,62.66666666666666,86.0,93.0,89.5,66.5,31.0,62.0,2016-09-20 08:40:00,27.163701269647824,1012.6,1017.6,11.0,4.5,25.4,42.0,0.0
1.0,"[2016-09-20 09:00:00,2016-09-20 09:20:00)",0.0,51.0,2016-09-20 09:00:00,2016-09-20,09:00:00,2,0,1,0,0,0,0,0,0,9,20,9,0,27,2371,150,50,63,2,21,38.0,26.83333333333333,33.0,31.0,30.5,29.5,13.0,25.0,2016-09-20 09:00:00,8.886319072972041,1012.6,1017.6,11.0,4.5,25.4,42.0,0.0
