date,time,pressure,sea_pressure,wind_direction,wind_speed,temperature,rel_humidity,precipitation
'2016-07-22','18:00:00',1000.9,1005.7,205.0,2.1,29.8,74.0,0.0,
'2016-07-22','18:20:00',1000.9,1005.7,205.000000002,2.10000000003,29.8000000001,73.9999999997,0.0,
'2016-07-22','18:40:00',1000.73173654,1005.53173653,213.735731308,2.19132554623,29.4362767672,74.7493203269,0.0,
'2016-07-22','19:00:00',1000.60144435,1005.40144434,221.759025211,2.24563670111,29.0486330703,75.6076538087,0.0,
'2016-07-22','19:20:00',1000.53095001,1005.33095,227.754336733,2.24164872304,28.658421997,76.6387119244,0.0,
'2016-07-22','19:40:00',1000.54111746,1005.34111745,230.357064043,2.15840484351,28.2936801265,77.8923265765,0.0,
'2016-07-22','20:00:00',1000.64966646,1005.44966646,228.306112093,1.97832516688,27.9878581711,79.3921893025,0.0,
'2016-07-22','20:20:00',1000.86843219,1005.66843218,220.648030103,1.69130238847,27.7776828974,81.1206170983,0.0,
'2016-07-22','20:40:00',1001.20000001,1005.99999999,207.000000003,1.30000000005,27.7000000003,82.9999999995,0.0,
'2016-07-22','21:00:00',1001.2,1006.0,207.0,1.3,27.7,83.0,0.0,
'2016-07-22','21:20:00',1001.20000001,1005.99999999,207.000000003,1.30000000005,27.7000000003,82.9999999995,0.0,
'2016-07-22','21:40:00',1001.63364684,1006.43364683,187.879356562,0.826517758446,27.7874383252,84.8705690913,0.0,
'2016-07-22','22:00:00',1002.14051691,1006.94051689,165.107723632,0.320598299998,28.0627265492,86.4641071361,0.0,
'2016-07-22','22:20:00',1002.66795664,1007.46795662,142.298254556,-0.130442108857,28.531484155,87.3732075294,0.0,
'2016-07-22','22:40:00',1003.13293047,1007.93293044,125.434868465,-0.389866588544,29.1732992497,87.0156708165,0.0,
'2016-07-22','23:00:00',1003.41443586,1008.21443583,123.55277785,-0.257553226811,29.9308965,84.5936115195,0.0,
'2016-07-22','23:20:00',1003.34483281,1008.14483277,149.530006429,0.546297088231,30.6971891737,79.04683155,0.0,
'2016-07-22','23:40:00',1002.70000002,1007.49999998,221.000000003,2.40000000012,31.3000000005,68.999999999,0.0,
'2016-07-23','00:00:00',1002.7,1007.5,221.0,2.4,31.3,69.0,0.0,
'2016-07-23','00:20:00',1002.7,1007.5,221.0,2.4,31.3,69.0,0.0,
'2016-07-23','00:40:00',1002.730861,1007.46656459,348.97858526,2.72374555762,33.0306996993,72.4361854443,0.0,
'2016-07-23','01:00:00',1002.78663595,1007.50145335,384.19961316,2.89463208828,34.1313932482,71.9353377754,0.0,
'2016-07-23','01:20:00',1002.82848062,1007.54823318,364.547465658,2.9520709264,34.829901555,69.0518707535,0.0,
'2016-07-23','01:40:00',1002.83100058,1007.5688961,317.428938583,2.92814023044,35.2909568456,64.9304348184,0.0,
'2016-07-23','02:00:00',1002.77976053,1007.54036753,261.806151703,2.84862663206,35.6286419303,60.3836857756,0.0,
'2016-07-23','02:20:00',1002.6690658,1007.45142512,209.959050501,2.73395281369,35.9171490841,55.9597129694,0.0,
'2016-07-23','02:40:00',1002.5,1007.3,169.0,2.6,36.2,52.0,0.0,
'2016-07-23','03:00:00',1002.5,1007.3,169.0,2.6,36.2,52.0,0.0,
'2016-07-23','03:20:00',1002.5,1007.3,169.0,2.6,36.2,52.0,0.0,
'2016-07-23','03:40:00',1002.27870294,1007.09083339,142.162076937,2.45883396743,36.4978626248,48.688755481,0.0,
'2016-07-23','04:00:00',1002.01487345,1006.83346213,129.881772527,2.31934279382,36.8150950273,46.094415773,0.0,
'2016-07-23','04:20:00',1001.72048201,1006.54050766,130.695924035,2.18779418901,37.1451407975,44.2040860684,0.0,
'2016-07-23','04:40:00',1001.4086785,1006.2262438,141.971799299,2.06831986543,37.4748948167,42.9516506418,0.0,
'2016-07-23','05:00:00',1001.09288079,1005.90541951,160.488364324,1.96333402613,37.7881525882,42.2402475199,0.0,
'2016-07-23','05:20:00',1000.78603019,1005.5923137,182.885870004,1.8738926659,38.0682506572,41.9597672644,0.0,
'2016-07-23','05:40:00',1000.5,1005.3,206.0,1.8,38.3,42.0,0.0,
'2016-07-23','06:00:00',1000.5,1005.3,206.0,1.8,38.3,42.0,0.0,
'2016-07-23','06:20:00',1000.5,1005.3,206.0,1.8,38.3,42.0,0.0,
'2016-07-23','06:40:00',1000.24514428,1005.03980023,227.095927732,1.74086795265,38.4710086015,42.2600192592,0.0,
'2016-07-23','07:00:00',1000.02997358,1004.82090613,244.016736422,1.69513425652,38.5724837906,42.6543556565,0.0,
'2016-07-23','07:20:00',999.860945347,1004.6501499,255.259762058,1.66104433242,38.5995992428,43.1164778405,0.0,
'2016-07-23','07:40:00',999.742356883,1004.53190471,259.993525114,1.63660173674,38.5515059088,43.6000626165,0.0,
'2016-07-23','08:00:00',999.676328897,1004.46809748,258.027022814,1.61969158296,38.43106047,44.0785005663,0.0,
'2016-07-23','08:20:00',999.662868432,1004.45831681,249.74225967,1.60818096137,38.2443392681,44.5430479362,0.0,
'2016-07-23','08:40:00',999.7,1004.5,236.0,1.6,38.0,45.0,0.0,
'2016-07-23','09:00:00',999.7,1004.5,236.0,1.6,38.0,45.0,0.0,
'2016-07-23','09:20:00',999.7,1004.5,236.0,1.6,38.0,45.0,0.0,
'2016-07-23','09:40:00',999.783954277,1004.58868377,218.02783206,1.59320682783,37.7085478158,45.4672255444,0.0,
'2016-07-23','10:00:00',999.909404037,1004.71830433,197.298739392,1.58603931986,37.3815568011,45.9703665648,0.0,
'2016-07-23','10:20:00',1000.06973736,1004.88153308,175.407480947,1.57695612191,37.0308921703,46.5389716959,0.0,
'2016-07-23','10:40:00',1000.25735853,1005.07013538,153.951187486,1.56466907159,36.6679728432,47.2027963448,0.0,
'2016-07-23','11:00:00',1000.46400738,1005.27534021,134.419687712,1.54816874982,36.303108421,47.9884669294,0.0,
'2016-07-23','11:20:00',1000.68108825,1005.48820996,118.10018356,1.5267445163,35.9449389245,48.9166710674,0.0,
'2016-07-23','11:40:00',1000.9,1005.7,106.0,1.5,35.6,50.0,0.0,
'2016-07-23','12:00:00',1000.9,1005.7,106.0,1.5,35.6,50.0,0.0,
'2016-07-23','12:20:00',1000.9,1005.7,106.0,1.5,35.6,50.0,0.0,
'2016-07-23','12:40:00',1001.11245904,1005.90249859,98.7902406841,1.46786463475,35.2724306454,51.2415339724,0.0,
'2016-07-23','13:00:00',1001.31080749,1006.08833892,96.7722867005,1.43060144785,34.9638348537,52.6342257335,0.0,
'2016-07-23','13:20:00',1001.48829911,1006.25127528,99.8681816722,1.38881092835,34.6733029144,54.1611017573,0.0,
'2016-07-23','13:40:00',1001.63935607,1006.38641686,107.635052376,1.34343041999,34.3975924605,55.7962652261,0.0,
'2016-07-23','14:00:00',1001.75978963,1006.49041301,119.302820018,1.29572810183,34.1314636929,57.5066492569,0.0,
'2016-07-23','14:20:00',1001.84697867,1006.561585,133.833563255,1.24729023852,33.8681575577,59.2544332902,0.0,
'2016-07-23','14:40:00',1001.9,1006.6,150.0,1.2,33.5999999999,61.0,0.0,
'2016-07-23','15:00:00',1001.9,1006.6,150.0,1.2,33.6,61.0,0.0,
'2016-07-23','15:20:00',1001.9,1006.6,150.0,1.2,33.5999999999,61.0,0.0,
'2016-07-23','15:40:00',1001.91970481,1006.60748376,166.479661013,1.1560057692,33.3191097588,62.7052745248,0.0,
'2016-07-23','16:00:00',1001.90873619,1006.58756968,181.960434219,1.11767647437,33.0181815171,64.3372522561,0.0,
'2016-07-23','16:20:00',1001.87148275,1006.54538233,195.252264661,1.08754110134,32.691310561,65.8714858625,0.0,
'2016-07-23','16:40:00',1001.81396383,1006.48745469,205.398900946,1.0682091591,32.3348194523,67.2952666661,0.0,
'2016-07-23','17:00:00',1001.74364232,1006.42147914,211.782684978,1.06226849065,31.948041559,68.610199926,0.0,
'2016-07-23','17:20:00',1001.66916112,1006.35599294,214.214487766,1.07215643945,31.5340106372,69.833838026,0.0,
'2016-07-23','17:40:00',1001.6,1006.29999999,213.0,1.1,31.0999999997,71.0000000001,0.0,
'2016-07-23','18:00:00',1001.6,1006.3,213.0,1.1,31.1,71.0,0.0,
'2016-07-23','18:20:00',1001.6,1006.29999999,213.0,1.1,31.0999999997,71.0000000001,0.0,
'2016-07-23','18:40:00',1001.54604976,1006.2625314,208.972692082,1.14742019964,30.657849153,72.1573702694,0.0,
'2016-07-23','19:00:00',1001.51710103,1006.25214821,203.482864221,1.21529557692,30.2240101308,73.3659339054,0.0,
'2016-07-23','19:20:00',1001.52224537,1006.27639066,198.331313184,1.3034792404,29.8192400937,74.690770171,0.0,
'2016-07-23','19:40:00',1001.56918682,1006.3411789,195.63524822,1.41046360986,29.4678611129,76.1926905322,0.0,
'2016-07-23','20:00:00',1001.66346218,1006.45017126,197.613194653,1.53298656053,29.1965023988,77.9151717717,0.0,
'2016-07-23','20:20:00',1001.80756896,1006.60408684,206.274729569,1.66557230931,29.0322345825,79.866999275,0.0,
'2016-07-23','20:40:00',1002.0,1006.79999999,223.000000001,1.8,28.9999999992,82.0000000003,0.0,
'2016-07-23','21:00:00',1002.0,1006.8,223.0,1.8,29.0,82.0,0.0,
'2016-07-23','21:20:00',1002.0,1006.79999999,223.000000001,1.8,28.9999999992,82.0000000003,0.0,
'2016-07-23','21:40:00',1002.23418445,1007.03061527,247.993079951,1.92469256341,29.1192372733,84.1812090804,0.0,
'2016-07-23','22:00:00',1002.49733473,1007.28353224,279.592328539,2.02401804626,29.3995928434,86.1587784462,0.0,
'2016-07-23','22:20:00',1002.76920005,1007.5405102,313.420017548,2.07749522118,29.835606417,87.5209003007,0.0,
'2016-07-23','22:40:00',1003.02072681,1007.77674401,341.352602559,2.05889490869,30.4002516839,87.6469827101,0.0,
'2016-07-23','23:00:00',1003.21262694,1007.96016284,350.292117829,1.93522806028,31.0372079662,85.6502790203,0.0,
'2016-07-23','23:20:00',1003.29385565,1008.05076467,320.718281046,1.66561126988,31.6517328262,80.311137243,0.0,
'2016-07-23','23:40:00',1003.2,1007.99999998,225.000000002,1.19999999999,32.0999999983,70.0000000007,0.0,
'2016-07-24','00:00:00',1003.2,1008.0,225.0,1.2,32.1,70.0,0.0,
'2016-07-24','00:20:00',1003.2,1008.0,225.0,1.2,32.1,70.0,0.0,
'2016-07-24','00:40:00',1004.08365856,1008.87408083,244.927620027,-0.400567054638,36.8016044885,47.4546731597,0.0,
'2016-07-24','01:00:00',1004.44724387,1009.22471838,236.370956505,-0.861548616955,38.8982896944,38.1358635177,0.0,
'2016-07-24','01:20:00',1004.47156753,1009.23373206,216.556805988,-0.63448384676,39.3871514757,36.8224418452,0.0,
'2016-07-24','01:40:00',1004.28916654,1009.03480375,196.498849087,-0.0499384478815,38.9952620939,39.7345519076,0.0,
'2016-07-24','02:00:00',1003.99416301,1008.7232215,182.46267242,0.659742091952,38.2316898066,44.2523960745,0.0,
'2016-07-24','02:20:00',1003.65068775,1008.36421326,177.203781684,1.34061179958,37.4325976659,48.6727446942,0.0,
'2016-07-24','02:40:00',1003.3,1008.0,181.0,1.9,36.8,52.0,0.0,
'2016-07-24','03:00:00',1003.3,1008.0,181.0,1.9,36.8,52.0,0.0,
'2016-07-24','03:20:00',1003.3,1008.0,181.0,1.9,36.8,52.0,0.0,
'2016-07-24','03:40:00',1002.96642968,1007.65569182,192.498702359,2.2918565867,36.4347319113,53.7687724669,0.0,
'2016-07-24','04:00:00',1002.66226281,1007.34414507,209.398393705,2.50434883553,36.3641639891,53.895054685,0.0,
'2016-07-24','04:20:00',1002.39168501,1007.06989286,228.98319486,2.54950087361,36.5651712894,52.5532049712,0.0,
'2016-07-24','04:40:00',1002.1538921,1006.83225565,248.5278572,2.45467596986,36.9828424978,50.0760800887,0.0,
'2016-07-24','05:00:00',1001.94547102,1006.62773297,265.589983666,2.25571086867,37.5453920488,46.8757835948,0.0,
'2016-07-24','05:20:00',1001.76214863,1006.45177158,278.205190406,1.99152044327,38.1757148351,43.3826234914,0.0,
'2016-07-24','05:40:00',1001.6,1006.3,285.0,1.7,38.8,40.0,0.0,
'2016-07-24','06:00:00',1001.6,1006.3,285.0,1.7,38.8,40.0,0.0,
'2016-07-24','06:20:00',1001.6,1006.3,285.0,1.7,38.8,40.0,0.0,
'2016-07-24','06:40:00',1001.45620213,1006.16901323,285.236313943,1.41506162014,39.3537971661,37.0730714357,0.0,
'2016-07-24','07:00:00',1001.32941309,1006.05678632,278.800368725,1.16464998036,39.785905312,34.8691733059,0.0,
'2016-07-24','07:20:00',1001.21985101,1005.96278937,266.148136547,0.969592148231,40.0604313686,33.5680929093,0.0,
'2016-07-24','07:40:00',1001.12914134,1005.88787124,248.218188401,0.843144903999,40.1573424676,33.2604288633,0.0,
'2016-07-24','08:00:00',1001.05999504,1005.8339733,226.322093933,0.791112194754,40.0718126313,33.9523921368,0.0,
'2016-07-24','08:20:00',1001.01577476,1005.80372909,202.021489182,0.812414382189,39.8126415564,35.5755323186,0.0,
'2016-07-24','08:40:00',1001.0,1005.8,177.0,0.9,39.4,38.0,0.0,
'2016-07-24','09:00:00',1001.0,1005.8,177.0,0.9,39.4,38.0,0.0,
'2016-07-24','09:20:00',1001.0,1005.8,177.0,0.9,39.4,38.0,0.0,
'2016-07-24','09:40:00',1001.01583662,1005.82539154,152.937265633,1.04199979199,38.8627331381,41.0500833048,0.0,
'2016-07-24','10:00:00',1001.06561028,1005.88178892,131.391363627,1.22303185686,38.2354301265,44.5208837465,0.0,
'2016-07-24','10:20:00',1001.15037743,1005.96994524,113.694993932,1.42557578062,37.555444952,48.195123747,0.0,
'2016-07-24','10:40:00',1001.26958196,1006.08914978,100.869836741,1.63134269261,36.8600305222,51.8592052998,0.0,
'2016-07-24','11:00:00',1001.4208195,1006.23699814,93.5625553126,1.82257723579,36.1837248031,55.3177664143,0.0,
'2016-07-24','11:20:00',1001.59972585,1006.40928076,92.0049716993,1.9832364973,35.55610467,58.4061091243,0.0,
'2016-07-24','11:40:00',1001.8,1006.6,96.0,2.1,35.0000000001,61.0,0.0,
'2016-07-24','12:00:00',1001.8,1006.6,96.0,2.1,35.0,61.0,0.0,
'2016-07-24','12:20:00',1001.8,1006.6,96.0,2.1,35.0000000001,61.0,0.0,
'2016-07-24','12:40:00',1002.01356664,1006.80152096,104.933978442,2.16307391059,34.5302373937,63.0224712503,0.0,
'2016-07-24','13:00:00',1002.23087699,1007.00485525,117.815098289,2.16676167511,34.152959769,64.4473776533,0.0,
'2016-07-24','13:20:00',1002.44134124,1007.20007114,133.336684252,2.10978234734,33.8655449364,65.299591707,0.0,
'2016-07-24','13:40:00',1002.63387998,1007.37681833,149.963137793,1.99532693075,33.6571231193,65.6518465376,0.0,
'2016-07-24','14:00:00',1002.7975761,1007.52494933,166.035411357,1.83085210946,33.5096702435,65.6183632607,0.0,
'2016-07-24','14:20:00',1002.92240315,1007.63521425,179.891938309,1.62761979865,33.3996306825,65.3455266342,0.0,
'2016-07-24','14:40:00',1003.0,1007.7,190.0,1.40000000001,33.3000000002,65.0000000001,0.0,
'2016-07-24','15:00:00',1003.0,1007.7,190.0,1.4,33.3,65.0,0.0,
'2016-07-24','15:20:00',1003.0,1007.7,190.0,1.40000000001,33.3000000002,65.0000000001,0.0,
'2016-07-24','15:40:00',1003.02445614,1007.71407909,195.091568097,1.16456350235,33.1827750964,64.7547976568,0.0,
'2016-07-24','16:00:00',1002.9930659,1007.67532784,194.296716995,0.939000022979,33.0216560173,64.7739599587,0.0,
'2016-07-24','16:20:00',1002.90700438,1007.58536793,187.266757814,0.740906439922,32.7948605539,65.19660359,0.0,
'2016-07-24','16:40:00',1002.77187179,1007.45007963,174.278302185,0.5864988203,32.4878896108,66.1212466089,0.0,
'2016-07-24','17:00:00',1002.5980473,1007.27992956,156.308520698,0.489311005098,32.0960581867,67.5914350112,0.0,
'2016-07-24','17:20:00',1002.40078767,1007.09004981,135.070917601,0.458951565357,31.6265836687,69.5838247125,0.0,
'2016-07-24','17:40:00',1002.2,1006.9,113.0,0.500000000014,31.1000000005,72.0000000002,0.0,
'2016-07-24','18:00:00',1002.2,1006.9,113.0,0.5,31.1,72.0,0.0,
'2016-07-24','18:20:00',1002.2,1006.9,113.0,0.500000000014,31.1000000005,72.0000000002,0.0,
'2016-07-24','18:40:00',1002.0196124,1006.73313791,93.1722765204,0.611132100301,30.5506431463,74.6634366541,0.0,
'2016-07-24','19:00:00',1001.88646035,1006.61551884,79.1500770677,0.784573460826,30.0259301287,77.3231450911,0.0,
'2016-07-24','19:20:00',1001.82860084,1006.57423805,74.7337420174,1.00598917219,29.5841307824,79.6656560344,0.0,
'2016-07-24','19:40:00',1001.8729606,1006.63512513,83.6067858569,1.25492678513,29.2903082203,81.3371383631,0.0,
'2016-07-24','20:00:00',1002.04221884,1006.81969334,108.857696984,1.50593869096,29.2100808742,81.9775659463,0.0,
'2016-07-24','20:20:00',1002.35081922,1007.14124148,152.361092059,1.73051911819,29.4008358246,81.2689774179,0.0,
'2016-07-24','20:40:00',1002.8,1007.59999999,214.000000001,1.90000000004,29.9000000011,79.0000000004,0.0,
'2016-07-24','21:00:00',1002.8,1007.6,214.0,1.9,29.9,79.0,0.0,
'2016-07-24','21:20:00',1002.8,1007.59999999,214.000000001,1.90000000004,29.9000000011,79.0000000004,0.0,
'2016-07-24','21:40:00',1003.37172537,1008.17720756,290.710107402,1.98955902261,30.7099526877,75.1489356334,0.0,
'2016-07-24','22:00:00',1004.02139531,1008.82799859,375.325853821,1.98350221832,31.7791396331,69.9878348178,0.0,
'2016-07-24','22:20:00',1004.66920553,1009.47297651,455.207322112,1.88199252428,32.97892592,64.2101107348,0.0,
'2016-07-24','22:40:00',1005.1900232,1009.98834205,510.625925633,1.70940478015,34.0757016111,59.0843733503,0.0,
'2016-07-24','23:00:00',1005.40163827,1010.19443999,512.885950866,1.52449669499,34.6977310473,56.6372903671,0.0,
'2016-07-24','23:20:00',1005.05124473,1009.84258231,422.158070652,1.43259436765,34.2962135325,59.8684090379,0.0,
'2016-07-24','23:40:00',1003.8,1008.59999998,185.000000001,1.60000000008,32.1000000022,73.0000000005,0.0,
'2016-07-25','00:00:00',1003.8,1008.6,185.0,1.6,32.1,73.0,0.0,
'2016-07-25','00:20:00',1003.8,1008.6,185.0,1.6,32.1,73.0,0.0,
'2016-07-25','00:40:00',1003.87245468,1008.8616345,247.8225007,3.4096185082,31.0771731508,89.6376874563,0.0,
'2016-07-25','01:00:00',1003.86270321,1008.92187578,264.042088778,4.23501582151,30.9878293854,94.120486751,0.0,
'2016-07-25','01:20:00',1003.78514483,1008.83889166,255.412667448,4.39127636347,31.5026143338,91.069020695,0.0,
'2016-07-25','01:40:00',1003.65119049,1008.65654932,236.582566634,4.12737627395,32.3711732138,83.8876541569,0.0,
'2016-07-25','02:00:00',1003.47028329,1008.40756193,216.709604448,3.63535640569,33.4081907474,74.995340367,0.0,
'2016-07-25','02:20:00',1003.25067648,1008.11611109,200.829393392,3.05870731457,34.4811977477,66.0258569699,0.0,
'2016-07-25','02:40:00',1003.0,1007.8,191.0,2.5,35.5,58.0,0.0,
'2016-07-25','03:00:00',1003.0,1007.8,191.0,2.5,35.5,58.0,0.0,
'2016-07-25','03:20:00',1003.0,1007.8,191.0,2.5,35.5,58.0,0.0,
'2016-07-25','03:40:00',1002.7256451,1007.47238949,187.245051626,2.02779592664,36.4075908183,51.4722003909,0.0,
'2016-07-25','04:00:00',1002.43499451,1007.14316647,188.316369191,1.68286963294,37.1724144213,46.6539240718,0.0,
'2016-07-25','04:20:00',1002.13552435,1006.81999174,192.296189706,1.4837770066,37.7818530274,43.5161131445,0.0,
'2016-07-25','04:40:00',1001.83480191,1006.50907129,197.058027452,1.43180208153,38.2368163297,41.8728220751,0.0,
'2016-07-25','05:00:00',1001.54040204,1006.21569265,200.604207748,1.51531498535,38.5473177701,41.448099274,0.0,
'2016-07-25','05:20:00',1001.25976283,1005.94456509,201.297092277,1.71357344091,38.7289277908,41.9280608794,0.0,
'2016-07-25','05:40:00',1001.0,1005.7,198.0,2.0,38.8,43.0,0.0,
'2016-07-25','06:00:00',1001.0,1005.7,198.0,2.0,38.8,43.0,0.0,
'2016-07-25','06:20:00',1001.0,1005.7,198.0,2.0,38.8,43.0,0.0,
'2016-07-25','06:40:00',1000.76769731,1005.48596474,190.142812711,2.34496696169,38.77957195,44.3802711118,0.0,
'2016-07-25','07:00:00',1000.56868881,1005.30604102,177.726239367,2.71812070232,38.6858479813,45.8325857463,0.0,
'2016-07-25','07:20:00',1000.40784711,1005.16331589,161.277698348,3.09027691874,38.5351773486,47.1782520457,0.0,
'2016-07-25','07:40:00',1000.28888992,1005.06023074,141.770761855,3.43491806073,38.3414466023,48.2997872037,0.0,
'2016-07-25','08:00:00',1000.21421567,1004.99841134,120.519091713,3.72932400318,38.1158109584,49.1392282479,0.0,
'2016-07-25','08:20:00',1000.18477706,1004.97849896,99.0547808775,3.95536678295,37.8666951482,49.6923630644,0.0,
'2016-07-25','08:40:00',1000.2,1005.0,79.0,4.1,37.6,50.0,0.0,
'2016-07-25','09:00:00',1000.2,1005.0,79.0,4.1,37.6,50.0,0.0,
'2016-07-25','09:20:00',1000.2,1005.0,79.0,4.1,37.6,50.0,0.0,
'2016-07-25','09:40:00',1000.25775332,1005.06116907,61.9398334578,4.1554732567,37.3194567613,50.1372908251,0.0,
'2016-07-25','10:00:00',1000.35437334,1005.15893759,49.3031742863,4.11930178385,37.0270769327,50.2020182731,0.0,
'2016-07-25','10:20:00',1000.48474534,1005.28889743,42.2575325176,3.99402117635,36.7236511398,50.3026558196,0.0,
'2016-07-25','10:40:00',1000.64244244,1005.44534627,41.6225964634,3.786756936,36.4092563324,50.5469037997,0.0,
'2016-07-25','11:00:00',1000.81992077,1005.62139897,47.8063715347,3.50863829347,36.083736356,51.0313024063,0.0,
'2016-07-25','11:20:00',1001.00876792,1005.80916634,60.7667062329,3.17408555572,35.7471267017,51.8324185494,0.0,
'2016-07-25','11:40:00',1001.2,1006.0,80.0000000002,2.8,35.4,53.0000000001,0.0,
'2016-07-25','12:00:00',1001.2,1006.0,80.0,2.8,35.4,53.0,0.0,
'2016-07-25','12:20:00',1001.2,1006.0,80.0000000002,2.8,35.4,53.0000000001,0.0,
'2016-07-25','12:40:00',1001.38440123,1006.18479965,104.557872658,2.40488510978,35.0437145805,54.5523866801,0.0,
'2016-07-25','13:00:00',1001.55289777,1006.35437596,133.091560217,2.00792772255,34.680554182,56.4743654019,0.0,
'2016-07-25','13:20:00',1001.69695623,1006.49986007,163.922786878,1.62806743397,34.3137526542,58.7175508004,0.0,
'2016-07-25','13:40:00',1001.80899549,1006.61314759,195.138848109,1.28308237725,33.947403252,61.2032716432,0.0,
'2016-07-25','14:00:00',1001.88279849,1006.68736274,224.708624709,0.988719271118,33.5862578828,63.8278381411,0.0,
'2016-07-25','14:20:00',1001.91390948,1006.71732523,250.615232835,0.757895404493,33.2354274254,66.4699623259,0.0,
'2016-07-25','14:40:00',1001.9,1006.7,271.000000001,0.600000000001,32.9,69.0000000002,0.0,
'2016-07-25','15:00:00',1001.9,1006.7,271.0,0.6,32.9,69.0,0.0,
'2016-07-25','15:20:00',1001.9,1006.7,271.000000001,0.600000000001,32.9,69.0000000002,0.0,
'2016-07-25','15:40:00',1001.84118539,1006.6349073,284.311442123,0.520322173431,32.5845998253,71.2905792041,0.0,
'2016-07-25','16:00:00',1001.74027208,1006.52446775,289.451901711,0.519632480439,32.2929150597,73.2280765882,0.0,
'2016-07-25','16:20:00',1001.60291379,1006.37425461,285.913492369,0.593944816383,32.0272287828,74.7242995157,0.0,
'2016-07-25','16:40:00',1001.43765362,1006.19312241,273.893979813,0.734485209712,31.7879930313,75.7276281649,0.0,
'2016-07-25','17:00:00',1001.25582673,1005.99317896,254.382214657,0.927893823718,31.5734915618,76.2327683374,0.0,
'2016-07-25','17:20:00',1001.07129714,1005.78956457,229.20171726,1.15668625608,31.3796427765,76.2881621217,0.0,
'2016-07-25','17:40:00',1000.9,1005.60000001,201.000000001,1.4,31.2000000001,76.0000000003,0.0,
'2016-07-25','18:00:00',1000.9,1005.6,201.0,1.4,31.2,76.0,0.0,
'2016-07-25','18:20:00',1000.9,1005.60000001,201.000000001,1.4,31.2000000001,76.0000000003,0.0,
'2016-07-25','18:40:00',1000.7592595,1005.44406177,173.170197352,1.63465170536,31.0260120614,75.5316744303,0.0,
'2016-07-25','19:00:00',1000.66685029,1005.34214091,149.690559212,1.83653065264,30.8476128888,75.0974113668,0.0,
'2016-07-25','19:20:00',1000.63976918,1005.31403857,134.866347984,1.98235362703,30.6542145886,74.9487126396,0.0,
'2016-07-25','19:40:00',1000.69268171,1005.37714911,132.957664926,2.05180615453,30.4361842351,75.3521385342,0.0,
'2016-07-25','20:00:00',1000.83600676,1005.54417873,147.675716376,2.03009483638,30.1868903591,76.5568563678,0.0,
'2016-07-25','20:20:00',1001.0736006,1005.820345,181.529015463,1.9109352926,29.905410882,78.750277293,0.0,
'2016-07-25','20:40:00',1001.4,1006.20000002,235.000000002,1.7,29.6000000001,82.0000000006,0.0,
'2016-07-25','21:00:00',1001.4,1006.2,235.0,1.7,29.6,82.0,0.0,
'2016-07-25','21:20:00',1001.4,1006.20000002,235.000000002,1.7,29.6000000001,82.0000000006,0.0,
'2016-07-25','21:40:00',1001.79718247,1006.6626171,305.53153229,1.41885008445,29.2924172852,86.1801764344,0.0,
'2016-07-25','22:00:00',1002.23079983,1007.16807849,386.301731568,1.10937490173,29.0232280229,90.8803110718,0.0,
'2016-07-25','22:20:00',1002.64583978,1007.65119864,464.764575002,0.838763015652,28.8581895742,95.2944017626,0.0,
'2016-07-25','22:40:00',1002.96166827,1008.01541513,520.932688003,0.705027956975,28.8958442998,98.0882265625,0.0,
'2016-07-25','23:00:00',1003.06640396,1008.12557656,525.377729857,0.843111920569,29.27644535,97.2424774329,0.0,
'2016-07-25','23:20:00',1002.81057414,1007.79975399,436.922765569,1.43159033342,30.1923473783,89.8693381247,0.0,
'2016-07-25','23:40:00',1002.00000001,1006.80000003,200.000000005,2.69999999999,31.9000000003,72.000000001,0.0,
'2016-07-26','00:00:00',1002.0,1006.8,200.0,2.7,31.9,72.0,0.0,
'2016-07-26','00:20:00',1002.0,1006.8,200.0,2.7,31.9,72.0,0.0,
'2016-07-26','00:40:00',1001.69733891,1006.41087339,444.084012465,2.24637118808,38.6478301109,56.7843772677,0.0,
'2016-07-26','01:00:00',1001.53583241,1006.20647097,518.006734417,2.1120895909,41.3634618933,50.3194438852,0.0,
'2016-07-26','01:20:00',1001.44482307,1006.10115403,492.308040865,2.16215065236,41.6227795969,49.0406594632,0.0,
'2016-07-26','01:40:00',1001.37354035,1006.03279956,417.355705476,2.30016561593,40.5703942674,50.4009603652,0.0,
'2016-07-26','02:00:00',1001.2877167,1005.95880482,327.434579194,2.46050730731,39.0033268253,52.6658154251,0.0,
'2016-07-26','02:20:00',1001.16655092,1005.85250775,244.264959041,2.60156355292,37.4435032487,54.7366231475,0.0,
'2016-07-26','02:40:00',1001.0,1005.7,180.0,2.7,36.2,56.0,0.0,
'2016-07-26','03:00:00',1001.0,1005.7,180.0,2.7,36.2,56.0,0.0,
'2016-07-26','03:20:00',1001.0,1005.7,180.0,2.7,36.2,56.0,0.0,
'2016-07-26','03:40:00',1000.78638092,1005.49730945,139.749948722,2.74593826767,35.421940232,56.2006103692,0.0,
'2016-07-26','04:00:00',1000.53026434,1005.2479298,123.678903673,2.73895952102,35.1429036988,55.3352897053,0.0,
'2016-07-26','04:20:00',1000.24064221,1004.9606752,128.717732197,2.68484772377,35.3176756913,53.566313341,0.0,
'2016-07-26','04:40:00',999.929351899,1004.64783831,149.934700831,2.59299098839,35.8521227086,51.1517644259,0.0,
