date,time,gate_dir,vehicle_model[0],vehicle_model[1],vehicle_model[2],vehicle_model[3],vehicle_model[4],vehicle_model[5],vehicle_model[6],vehicle_model[7],has_etc[0],has_etc[1],working_day,total_volume
'2016-09-22','00:00:00',1,0,89,9,1,7,3,0,1,83,27,1,110
'2016-09-22','00:00:00',2,0,1,0,0,0,0,0,0,0,1,1,1
'2016-09-22','00:00:00',3,0,9,1,0,0,1,0,0,10,1,1,11
'2016-09-22','00:00:00',4,0,131,3,5,1,2,0,0,110,32,1,142
'2016-09-22','00:20:00',0,0,4,0,0,0,1,0,0,4,1,1,5
'2016-09-22','00:20:00',1,0,51,9,5,1,5,0,3,63,11,1,74
'2016-09-22','00:20:00',2,0,1,0,0,0,0,0,0,0,1,1,1
'2016-09-22','00:20:00',3,0,11,0,0,0,2,0,0,11,2,1,13
'2016-09-22','00:20:00',4,0,90,5,7,1,2,0,1,75,31,1,106
'2016-09-22','00:40:00',0,1,9,2,0,1,3,0,0,14,2,1,16
'2016-09-22','00:40:00',1,0,33,8,2,6,0,0,0,39,10,1,49
'2016-09-22','00:40:00',2,0,0,0,0,0,0,0,0,0,0,1,0
'2016-09-22','00:40:00',3,0,10,1,0,0,1,0,0,12,0,1,12
'2016-09-22','00:40:00',4,0,63,5,2,0,1,0,1,60,12,1,72
'2016-09-22','01:00:00',0,0,3,1,0,1,1,0,0,6,0,1,6
'2016-09-22','01:00:00',1,0,6,0,0,0,0,0,0,6,0,1,6
'2016-09-22','01:00:00',2,0,0,0,0,0,0,0,0,0,0,1,0
'2016-09-22','01:00:00',3,1,13,2,0,0,0,0,0,16,0,1,16
'2016-09-22','01:00:00',4,0,3,2,0,0,0,0,0,3,2,1,5
'2016-09-22','01:20:00',0,1,5,1,0,0,2,0,0,9,0,1,9
'2016-09-22','01:20:00',1,0,7,0,0,0,2,0,0,5,4,1,9
'2016-09-22','01:20:00',2,0,0,0,0,0,0,0,0,0,0,1,0
'2016-09-22','01:20:00',3,0,8,1,0,0,1,0,0,10,0,1,10
'2016-09-22','01:20:00',4,0,6,0,1,0,1,0,0,7,1,1,8
'2016-09-22','01:40:00',0,0,6,1,3,0,2,0,0,11,1,1,12
'2016-09-22','01:40:00',1,0,5,1,2,0,2,0,0,8,2,1,10
'2016-09-22','01:40:00',2,0,0,0,0,0,0,0,0,0,0,1,0
'2016-09-22','01:40:00',3,0,12,0,0,0,1,0,0,13,0,1,13
'2016-09-22','01:40:00',4,0,4,1,0,0,0,0,0,3,2,1,5
'2016-09-22','02:00:00',0,0,2,0,1,0,1,0,0,4,0,1,4
'2016-09-22','02:00:00',1,0,8,2,0,0,1,0,0,10,1,1,11
'2016-09-22','02:00:00',2,0,0,0,0,0,0,0,0,0,0,1,0
'2016-09-22','02:00:00',3,0,14,1,0,0,0,0,0,12,3,1,15
'2016-09-22','02:00:00',4,0,2,0,0,0,3,0,0,5,0,1,5
'2016-09-22','02:20:00',0,0,3,2,3,0,0,0,0,7,1,1,8
'2016-09-22','02:20:00',1,0,3,2,2,0,1,0,0,7,1,1,8
'2016-09-22','02:20:00',2,0,0,0,0,0,0,0,0,0,0,1,0
'2016-09-22','02:20:00',3,0,8,0,0,0,0,0,0,7,1,1,8
'2016-09-22','02:20:00',4,0,3,0,0,0,2,0,0,3,2,1,5
'2016-09-22','02:40:00',0,0,3,4,2,0,1,0,0,9,1,1,10
'2016-09-22','02:40:00',1,0,3,1,0,0,0,0,0,4,0,1,4
'2016-09-22','02:40:00',2,0,0,0,0,0,0,0,0,0,0,1,0
'2016-09-22','02:40:00',3,0,11,1,0,0,0,0,0,12,0,1,12
'2016-09-22','02:40:00',4,0,3,0,1,0,2,0,0,5,1,1,6
'2016-09-22','03:00:00',0,0,4,1,1,0,1,0,0,6,1,1,7
'2016-09-22','03:00:00',1,0,4,5,0,0,0,0,0,9,0,1,9
'2016-09-22','03:00:00',2,0,0,0,0,0,0,0,0,0,0,1,0
'2016-09-22','03:00:00',3,0,11,4,1,0,0,0,0,14,2,1,16
'2016-09-22','03:00:00',4,0,5,0,0,0,0,0,0,5,0,1,5
'2016-09-22','03:20:00',0,1,4,0,2,0,1,0,0,7,1,1,8
'2016-09-22','03:20:00',1,0,12,1,1,0,1,0,0,15,0,1,15
'2016-09-22','03:20:00',2,0,0,0,0,0,0,0,0,0,0,1,0
'2016-09-22','03:20:00',3,0,12,1,2,0,3,0,0,18,0,1,18
'2016-09-22','03:20:00',4,0,2,1,1,0,0,0,0,4,0,1,4
'2016-09-22','03:40:00',0,0,4,2,0,0,0,0,0,5,1,1,6
'2016-09-22','03:40:00',1,0,13,0,0,0,0,0,0,13,0,1,13
'2016-09-22','03:40:00',2,0,0,0,0,0,0,0,0,0,0,1,0
'2016-09-22','03:40:00',3,0,9,1,0,0,2,0,0,11,1,1,12
'2016-09-22','03:40:00',4,0,1,1,0,0,0,0,0,2,0,1,2
'2016-09-22','04:00:00',0,0,1,1,0,0,2,0,0,4,0,1,4
'2016-09-22','04:00:00',1,0,15,0,1,0,5,0,0,21,0,1,21
'2016-09-22','04:00:00',2,0,0,0,0,0,0,0,0,0,0,1,0
'2016-09-22','04:00:00',3,0,9,1,0,0,1,0,0,10,1,1,11
'2016-09-22','04:00:00',4,0,7,1,0,0,0,0,0,6,2,1,8
'2016-09-22','04:20:00',0,0,3,2,1,0,4,0,0,9,1,1,10
'2016-09-22','04:20:00',1,0,10,1,0,0,1,0,0,11,1,1,12
'2016-09-22','04:20:00',2,0,0,0,0,0,0,0,0,0,0,1,0
'2016-09-22','04:20:00',3,0,9,1,0,0,6,0,0,15,1,1,16
'2016-09-22','04:20:00',4,0,3,1,0,0,1,0,0,5,0,1,5
'2016-09-22','04:40:00',0,0,4,3,1,0,3,0,0,11,0,1,11
'2016-09-22','04:40:00',1,0,18,2,0,0,2,0,0,22,0,1,22
'2016-09-22','04:40:00',2,0,0,0,0,0,0,0,0,0,0,1,0
'2016-09-22','04:40:00',3,0,8,0,2,0,0,0,0,9,1,1,10
'2016-09-22','04:40:00',4,0,1,2,1,1,0,0,0,5,0,1,5
'2016-09-22','05:00:00',0,0,2,3,0,0,0,0,0,5,0,1,5
'2016-09-22','05:00:00',1,0,17,6,0,0,4,0,0,26,1,1,27
'2016-09-22','05:00:00',2,0,5,13,0,0,0,0,0,18,0,1,18
'2016-09-22','05:00:00',3,0,7,9,0,0,0,0,0,13,3,1,16
'2016-09-22','05:00:00',4,0,7,0,2,1,4,0,0,12,2,1,14
'2016-09-22','05:20:00',0,0,2,0,0,0,0,0,0,1,1,1,2
'2016-09-22','05:20:00',1,0,22,3,1,0,1,0,0,26,1,1,27
'2016-09-22','05:20:00',2,0,9,11,0,0,0,0,0,19,1,1,20
'2016-09-22','05:20:00',3,0,10,10,0,0,0,0,0,20,0,1,20
'2016-09-22','05:20:00',4,0,3,3,1,0,2,0,0,9,0,1,9
'2016-09-22','05:40:00',0,0,2,1,0,0,0,0,0,2,1,1,3
'2016-09-22','05:40:00',1,0,30,2,2,0,5,0,0,33,6,1,39
'2016-09-22','05:40:00',2,0,12,9,0,0,0,0,0,16,5,1,21
'2016-09-22','05:40:00',3,0,11,12,0,1,0,0,0,20,4,1,24
'2016-09-22','05:40:00',4,0,7,1,1,0,1,0,0,7,3,1,10
'2016-09-22','06:00:00',0,3,2,1,0,0,0,0,0,6,0,1,6
'2016-09-22','06:00:00',1,0,31,6,1,0,4,0,0,37,5,1,42
'2016-09-22','06:00:00',2,0,24,6,0,0,0,0,0,25,5,1,30
'2016-09-22','06:00:00',3,0,20,6,0,0,0,0,0,21,5,1,26
'2016-09-22','06:00:00',4,0,23,2,4,0,4,0,0,30,3,1,33
'2016-09-22','06:20:00',0,0,7,2,1,0,0,0,0,8,2,1,10
'2016-09-22','06:20:00',1,0,44,10,3,0,3,0,1,54,7,1,61
'2016-09-22','06:20:00',2,0,25,6,0,0,0,0,0,29,2,1,31
'2016-09-22','06:20:00',3,0,22,11,0,0,0,0,0,27,6,1,33
'2016-09-22','06:20:00',4,0,29,5,3,0,0,0,0,26,11,1,37
'2016-09-22','06:40:00',0,0,25,8,1,2,0,0,0,31,5,1,36
'2016-09-22','06:40:00',1,0,46,5,3,0,6,0,0,52,8,1,60
'2016-09-22','06:40:00',2,0,30,8,0,0,0,0,0,29,9,1,38
'2016-09-22','06:40:00',3,14,60,23,1,2,0,0,0,76,24,1,100
'2016-09-22','06:40:00',4,0,43,3,1,1,2,0,0,38,12,1,50
'2016-09-22','07:00:00',0,0,22,6,0,0,0,0,0,23,5,1,28
'2016-09-22','07:00:00',1,0,62,10,2,2,2,0,1,62,17,1,79
'2016-09-22','07:00:00',2,0,63,7,1,1,0,0,0,39,33,1,72
'2016-09-22','07:00:00',3,0,93,25,0,4,0,0,0,79,43,1,122
'2016-09-22','07:00:00',4,0,57,3,1,1,1,0,0,44,19,1,63
'2016-09-22','07:20:00',0,0,37,3,0,0,0,0,0,28,12,1,40
'2016-09-22','07:20:00',1,0,81,5,2,2,5,0,1,75,21,1,96
'2016-09-22','07:20:00',2,0,76,2,1,0,0,0,0,43,36,1,79
'2016-09-22','07:20:00',3,0,99,11,1,1,0,0,0,70,42,1,112
'2016-09-22','07:20:00',4,0,82,3,1,0,1,0,1,71,17,1,88
'2016-09-22','07:40:00',0,0,32,2,0,0,0,0,0,21,13,1,34
'2016-09-22','07:40:00',1,0,86,7,3,2,2,0,0,76,24,1,100
'2016-09-22','07:40:00',2,0,94,4,0,2,0,0,0,58,42,1,100
'2016-09-22','07:40:00',3,0,118,14,0,2,0,0,0,82,52,1,134
'2016-09-22','07:40:00',4,0,84,3,2,3,1,0,0,65,28,1,93
'2016-09-22','08:00:00',0,0,46,2,0,2,0,0,0,36,14,1,50
'2016-09-22','08:00:00',1,0,95,6,1,2,2,0,0,77,29,1,106
'2016-09-22','08:00:00',2,0,98,10,0,0,0,0,0,74,34,1,108
'2016-09-22','08:00:00',3,0,146,16,1,1,0,0,0,107,57,1,164
'2016-09-22','08:00:00',4,0,109,6,3,0,3,0,0,81,40,1,121
'2016-09-22','08:20:00',0,0,49,7,2,0,0,0,0,43,15,1,58
'2016-09-22','08:20:00',1,0,86,4,2,4,1,0,1,72,26,1,98
'2016-09-22','08:20:00',2,0,99,10,1,0,0,0,0,76,34,1,110
'2016-09-22','08:20:00',3,0,135,24,1,0,0,0,0,115,45,1,160
'2016-09-22','08:20:00',4,0,115,5,3,0,2,0,2,98,29,1,127
'2016-09-22','08:40:00',0,0,48,1,2,0,0,0,0,31,20,1,51
'2016-09-22','08:40:00',1,0,93,9,2,4,2,0,1,75,36,1,111
'2016-09-22','08:40:00',2,0,87,14,0,0,0,0,0,69,32,1,101
'2016-09-22','08:40:00',3,0,149,20,1,2,0,0,0,122,50,1,172
'2016-09-22','08:40:00',4,0,129,4,2,1,0,0,0,87,49,1,136
'2016-09-22','09:00:00',0,0,38,4,0,1,0,0,0,30,13,1,43
'2016-09-22','09:00:00',1,0,106,8,3,3,2,0,1,99,24,1,123
'2016-09-22','09:00:00',2,0,83,10,1,0,0,0,2,68,28,1,96
'2016-09-22','09:00:00',3,0,132,16,2,1,0,0,0,102,49,1,151
'2016-09-22','09:00:00',4,0,107,2,4,1,1,0,1,86,30,1,116
'2016-09-22','09:20:00',0,0,47,5,0,0,0,0,0,46,6,1,52
'2016-09-22','09:20:00',1,0,94,8,1,3,1,0,0,77,30,1,107
'2016-09-22','09:20:00',2,0,70,11,0,0,0,0,0,61,20,1,81
'2016-09-22','09:20:00',3,0,108,22,1,1,0,0,0,101,31,1,132
'2016-09-22','09:20:00',4,0,97,7,4,2,0,0,0,78,32,1,110
'2016-09-22','09:40:00',0,0,52,6,1,0,0,0,0,46,13,1,59
'2016-09-22','09:40:00',1,0,94,7,3,3,2,0,1,85,25,1,110
'2016-09-22','09:40:00',2,0,58,7,0,0,0,0,0,53,12,1,65
'2016-09-22','09:40:00',3,0,85,16,0,0,0,0,0,74,27,1,101
'2016-09-22','09:40:00',4,0,86,8,2,0,0,0,0,67,29,1,96
'2016-09-22','10:00:00',0,0,44,2,0,1,0,0,0,37,10,1,47
'2016-09-22','10:00:00',1,0,83,6,3,3,3,0,0,76,22,1,98
'2016-09-22','10:00:00',2,0,70,12,0,0,0,0,1,64,19,1,83
'2016-09-22','10:00:00',3,0,73,17,1,1,0,0,0,73,19,1,92
'2016-09-22','10:00:00',4,0,71,5,3,0,3,0,0,69,13,1,82
'2016-09-22','10:20:00',0,0,45,3,0,1,0,0,0,37,12,1,49
'2016-09-22','10:20:00',1,0,88,9,3,2,3,0,1,81,25,1,106
'2016-09-22','10:20:00',2,0,44,4,0,0,0,0,0,34,14,1,48
'2016-09-22','10:20:00',3,0,93,17,1,1,0,0,0,78,34,1,112
'2016-09-22','10:20:00',4,0,81,6,1,0,3,0,0,68,23,1,91
'2016-09-22','10:40:00',0,0,38,5,0,0,0,0,0,34,9,1,43
'2016-09-22','10:40:00',1,0,76,4,2,2,1,0,0,64,21,1,85
'2016-09-22','10:40:00',2,0,39,4,0,0,0,0,1,29,15,1,44
'2016-09-22','10:40:00',3,0,78,21,1,0,0,0,0,83,17,1,100
'2016-09-22','10:40:00',4,0,90,7,3,0,2,0,0,85,17,1,102
'2016-09-22','11:00:00',0,0,23,3,0,1,0,0,0,22,5,1,27
'2016-09-22','11:00:00',1,0,58,7,5,2,3,0,1,57,19,1,76
'2016-09-22','11:00:00',2,0,49,11,0,0,0,0,0,47,13,1,60
'2016-09-22','11:00:00',3,0,63,23,0,1,0,0,0,73,14,1,87
'2016-09-22','11:00:00',4,0,56,3,3,0,2,0,0,48,16,1,64
'2016-09-22','11:20:00',0,0,32,2,1,0,0,0,0,27,8,1,35
'2016-09-22','11:20:00',1,0,70,10,3,0,2,0,0,64,21,1,85
'2016-09-22','11:20:00',2,0,47,4,0,1,0,0,0,35,17,1,52
'2016-09-22','11:20:00',3,0,78,28,0,1,0,0,0,90,17,1,107
'2016-09-22','11:20:00',4,0,62,4,2,1,3,0,0,55,17,1,72
'2016-09-22','11:40:00',0,0,41,8,0,0,0,0,0,43,6,1,49
'2016-09-22','11:40:00',1,0,63,8,5,3,5,0,0,69,15,1,84
'2016-09-22','11:40:00',2,0,32,13,0,0,0,0,0,37,8,1,45
'2016-09-22','11:40:00',3,0,61,27,0,3,0,0,0,64,27,1,91
'2016-09-22','11:40:00',4,0,57,2,2,0,1,0,0,52,10,1,62
'2016-09-22','12:00:00',0,0,31,3,0,0,0,0,0,23,11,1,34
'2016-09-22','12:00:00',1,0,86,14,4,0,0,0,1,92,13,1,105
'2016-09-22','12:00:00',2,0,45,17,0,1,0,0,0,55,8,1,63
'2016-09-22','12:00:00',3,0,58,14,0,2,0,0,1,49,26,1,75
'2016-09-22','12:00:00',4,0,82,3,2,0,1,0,0,66,22,1,88
'2016-09-22','12:20:00',0,0,36,3,2,2,0,0,0,28,15,1,43
'2016-09-22','12:20:00',1,0,78,7,2,3,1,0,0,68,23,1,91
'2016-09-22','12:20:00',2,0,48,13,0,0,0,0,0,49,12,1,61
'2016-09-22','12:20:00',3,0,67,23,0,1,0,0,0,60,31,1,91
'2016-09-22','12:20:00',4,0,99,5,2,0,1,0,0,73,34,1,107
'2016-09-22','12:40:00',0,0,36,4,0,1,0,0,0,30,11,1,41
'2016-09-22','12:40:00',1,0,82,7,6,2,1,0,0,74,24,1,98
'2016-09-22','12:40:00',2,0,46,13,0,0,0,0,0,47,12,1,59
'2016-09-22','12:40:00',3,0,76,23,0,2,0,0,0,76,25,1,101
'2016-09-22','12:40:00',4,0,81,5,4,0,2,0,0,72,20,1,92
'2016-09-22','13:00:00',0,0,41,3,2,0,0,0,0,36,10,1,46
'2016-09-22','13:00:00',1,0,84,9,1,0,2,0,0,82,14,1,96
'2016-09-22','13:00:00',2,0,48,9,2,0,0,0,0,36,23,1,59
'2016-09-22','13:00:00',3,0,78,26,0,2,0,0,0,92,14,1,106
'2016-09-22','13:00:00',4,0,75,1,2,0,0,0,0,59,19,1,78
'2016-09-22','13:20:00',0,0,55,5,0,4,0,0,0,47,17,1,64
'2016-09-22','13:20:00',1,0,84,11,2,4,1,0,1,73,30,1,103
'2016-09-22','13:20:00',2,0,64,8,2,1,0,0,1,56,20,1,76
'2016-09-22','13:20:00',3,0,72,18,3,5,0,0,0,69,29,1,98
'2016-09-22','13:20:00',4,0,88,6,3,1,0,0,0,82,16,1,98
'2016-09-22','13:40:00',0,0,38,2,0,1,0,0,0,30,11,1,41
'2016-09-22','13:40:00',1,0,107,9,2,1,0,0,1,91,29,1,120
'2016-09-22','13:40:00',2,0,62,12,1,0,0,0,0,51,24,1,75
'2016-09-22','13:40:00',3,1,78,22,0,1,0,0,0,90,12,1,102
'2016-09-22','13:40:00',4,0,107,6,0,1,1,0,0,89,26,1,115
'2016-09-22','14:00:00',0,0,52,4,2,0,0,0,0,36,22,1,58
'2016-09-22','14:00:00',1,0,62,6,3,1,1,0,0,59,14,1,73
'2016-09-22','14:00:00',2,0,55,6,0,0,0,0,0,49,12,1,61
'2016-09-22','14:00:00',3,0,107,22,2,2,0,0,0,96,37,1,133
'2016-09-22','14:00:00',4,0,72,7,2,0,2,0,0,62,21,1,83
'2016-09-22','14:20:00',0,0,38,3,0,0,0,0,0,32,9,1,41
'2016-09-22','14:20:00',1,0,74,12,0,1,3,0,0,72,18,1,90
'2016-09-22','14:20:00',2,0,56,11,1,0,0,0,0,54,14,1,68
'2016-09-22','14:20:00',3,0,81,19,0,4,0,0,0,78,26,1,104
'2016-09-22','14:20:00',4,0,71,4,2,0,1,0,0,56,22,1,78
'2016-09-22','14:40:00',0,0,27,6,0,0,0,0,0,22,11,1,33
'2016-09-22','14:40:00',1,0,79,8,0,1,2,0,0,70,20,1,90
'2016-09-22','14:40:00',2,0,75,8,0,0,0,0,0,67,16,1,83
'2016-09-22','14:40:00',3,0,81,17,0,0,0,0,0,77,21,1,98
'2016-09-22','14:40:00',4,0,95,3,1,0,6,0,0,80,25,1,105
'2016-09-22','15:00:00',0,0,53,8,0,0,0,0,0,43,18,1,61
'2016-09-22','15:00:00',1,0,80,7,2,1,0,0,0,68,22,1,90
'2016-09-22','15:00:00',2,0,54,7,0,1,0,0,0,49,13,1,62
'2016-09-22','15:00:00',3,0,81,18,0,1,0,0,0,77,23,1,100
'2016-09-22','15:00:00',4,0,85,5,2,1,1,0,0,73,21,1,94
'2016-09-22','15:20:00',0,0,45,1,2,0,0,0,0,33,15,1,48
'2016-09-22','15:20:00',1,0,103,7,2,2,1,0,0,88,27,1,115
'2016-09-22','15:20:00',2,0,65,8,0,0,0,0,0,58,15,1,73
'2016-09-22','15:20:00',3,0,92,26,1,2,0,0,0,99,22,1,121
'2016-09-22','15:20:00',4,0,94,5,2,0,0,0,0,74,27,1,101
'2016-09-22','15:40:00',0,0,52,4,1,0,0,0,0,43,14,1,57
'2016-09-22','15:40:00',1,0,79,6,1,2,1,0,0,71,18,1,89
'2016-09-22','15:40:00',2,0,62,8,0,1,0,0,0,58,13,1,71
'2016-09-22','15:40:00',3,0,95,22,1,2,0,0,0,89,31,1,120
'2016-09-22','15:40:00',4,0,70,2,1,1,2,0,0,56,20,1,76
'2016-09-22','16:00:00',0,0,56,2,0,0,0,0,0,45,13,1,58
'2016-09-22','16:00:00',1,0,94,5,2,1,0,0,0,77,25,1,102
'2016-09-22','16:00:00',2,0,43,8,0,0,0,0,0,43,8,1,51
'2016-09-22','16:00:00',3,0,80,25,0,1,0,0,0,89,17,1,106
'2016-09-22','16:00:00',4,0,82,2,1,0,4,0,0,60,29,1,89
'2016-09-22','16:20:00',0,0,50,1,0,1,0,0,0,39,13,1,52
'2016-09-22','16:20:00',1,0,92,6,2,3,1,0,0,77,27,1,104
'2016-09-22','16:20:00',2,0,81,11,0,1,0,0,0,72,21,1,93
'2016-09-22','16:20:00',3,0,107,24,0,1,0,0,0,103,29,1,132
'2016-09-22','16:20:00',4,0,75,9,2,1,0,0,0,65,22,1,87
'2016-09-22','16:40:00',0,0,40,2,0,0,0,0,0,29,13,1,42
'2016-09-22','16:40:00',1,0,97,8,3,1,3,0,1,87,26,1,113
'2016-09-22','16:40:00',2,0,89,7,0,0,0,0,0,77,19,1,96
'2016-09-22','16:40:00',3,0,121,24,1,0,0,0,0,111,35,1,146
'2016-09-22','16:40:00',4,0,79,4,1,0,1,0,1,57,29,1,86
'2016-09-22','17:00:00',0,0,27,2,0,0,0,0,0,22,7,1,29
'2016-09-22','17:00:00',1,0,105,3,5,1,0,0,0,78,36,1,114
'2016-09-22','17:00:00',2,0,66,5,0,0,0,0,0,52,19,1,71
'2016-09-22','17:00:00',3,0,111,19,0,1,0,0,0,92,39,1,131
'2016-09-22','17:00:00',4,0,71,5,2,0,0,0,0,54,24,1,78
'2016-09-22','17:20:00',0,0,35,1,0,0,0,0,0,27,9,1,36
'2016-09-22','17:20:00',1,0,85,6,4,6,1,0,0,68,34,1,102
'2016-09-22','17:20:00',2,0,65,9,1,1,0,0,0,51,25,1,76
'2016-09-22','17:20:00',3,0,105,16,0,1,0,0,0,89,33,1,122
'2016-09-22','17:20:00',4,0,75,4,2,0,5,0,0,62,24,1,86
'2016-09-22','17:40:00',0,0,29,4,0,0,0,0,0,26,7,1,33
'2016-09-22','17:40:00',1,0,101,6,2,2,2,0,0,81,32,1,113
'2016-09-22','17:40:00',2,0,66,4,0,0,0,0,0,54,16,1,70
'2016-09-22','17:40:00',3,0,93,23,0,1,0,0,0,97,20,1,117
'2016-09-22','17:40:00',4,0,67,4,2,1,4,0,0,54,24,1,78
'2016-09-22','18:00:00',0,0,26,0,0,0,0,0,0,17,9,1,26
'2016-09-22','18:00:00',1,0,76,3,2,0,0,0,0,63,18,1,81
'2016-09-22','18:00:00',2,0,77,5,0,1,0,0,0,62,21,1,83
'2016-09-22','18:00:00',3,0,65,16,1,1,0,0,0,60,23,1,83
'2016-09-22','18:00:00',4,0,46,3,0,2,3,0,0,38,16,1,54
'2016-09-22','18:20:00',0,0,20,1,0,0,0,0,0,16,5,1,21
'2016-09-22','18:20:00',1,0,81,0,2,0,0,0,0,58,25,1,83
'2016-09-22','18:20:00',2,0,57,6,0,0,0,0,0,45,18,1,63
'2016-09-22','18:20:00',3,0,67,16,0,3,0,0,0,71,15,1,86
'2016-09-22','18:20:00',4,0,50,1,1,0,1,0,0,34,19,1,53
'2016-09-22','18:40:00',0,0,21,3,0,0,0,0,0,16,8,1,24
'2016-09-22','18:40:00',1,0,77,5,4,1,1,0,0,62,26,1,88
'2016-09-22','18:40:00',2,0,46,6,0,1,0,0,0,38,15,1,53
'2016-09-22','18:40:00',3,0,51,14,0,0,0,0,0,51,14,1,65
'2016-09-22','18:40:00',4,0,96,2,0,1,0,0,0,72,27,1,99
'2016-09-22','19:00:00',0,0,25,5,0,0,0,0,0,23,7,1,30
'2016-09-22','19:00:00',1,0,39,0,2,0,0,0,0,34,7,1,41
'2016-09-22','19:00:00',2,0,35,4,0,0,0,0,0,31,8,1,39
'2016-09-22','19:00:00',3,0,37,9,0,1,0,0,0,38,9,1,47
'2016-09-22','19:00:00',4,0,49,3,1,0,4,0,0,44,13,1,57
'2016-09-22','19:20:00',0,0,17,1,0,0,0,0,0,15,3,1,18
'2016-09-22','19:20:00',1,0,42,2,3,0,0,0,0,39,8,1,47
'2016-09-22','19:20:00',2,0,27,3,0,1,0,0,0,21,10,1,31
'2016-09-22','19:20:00',3,0,34,18,0,0,0,0,0,48,4,1,52
'2016-09-22','19:20:00',4,0,65,4,2,0,1,0,0,50,22,1,72
'2016-09-22','19:40:00',0,0,32,1,0,0,0,0,0,25,8,1,33
'2016-09-22','19:40:00',1,0,37,2,1,0,1,0,2,37,6,1,43
'2016-09-22','19:40:00',2,0,23,6,0,0,0,0,0,20,9,1,29
'2016-09-22','19:40:00',3,0,29,10,0,0,0,0,0,30,9,1,39
'2016-09-22','19:40:00',4,0,39,2,1,0,2,0,0,29,15,1,44
'2016-09-22','20:00:00',0,0,24,0,0,0,0,0,0,18,6,1,24
'2016-09-22','20:00:00',1,0,29,4,0,0,1,0,0,26,8,1,34
'2016-09-22','20:00:00',2,0,27,3,0,0,0,0,0,18,12,1,30
'2016-09-22','20:00:00',3,0,33,17,0,0,0,0,0,44,6,1,50
'2016-09-22','20:00:00',4,0,39,3,0,1,1,0,0,33,11,1,44
'2016-09-22','20:20:00',0,0,18,0,0,0,0,0,0,17,1,1,18
'2016-09-22','20:20:00',1,0,19,1,0,0,1,0,1,19,3,1,22
'2016-09-22','20:20:00',2,0,35,10,0,0,0,0,0,33,12,1,45
'2016-09-22','20:20:00',3,0,35,5,1,1,0,0,0,30,12,1,42
'2016-09-22','20:20:00',4,0,35,2,0,0,2,0,0,32,7,1,39
'2016-09-22','20:40:00',0,0,17,1,0,0,0,0,0,12,6,1,18
'2016-09-22','20:40:00',1,0,23,2,1,0,3,0,0,20,9,1,29
'2016-09-22','20:40:00',2,0,25,4,0,0,0,0,1,21,9,1,30
'2016-09-22','20:40:00',3,0,28,7,1,1,0,0,0,27,10,1,37
'2016-09-22','20:40:00',4,0,36,0,1,0,1,0,0,27,11,1,38
'2016-09-22','21:00:00',0,0,15,2,0,0,0,0,0,11,6,1,17
'2016-09-22','21:00:00',1,0,24,3,2,0,0,0,0,19,10,1,29
'2016-09-22','21:00:00',2,0,18,0,0,0,0,0,0,14,4,1,18
'2016-09-22','21:00:00',3,0,28,13,0,0,0,0,0,28,13,1,41
'2016-09-22','21:00:00',4,0,28,1,1,0,2,0,0,24,8,1,32
'2016-09-22','21:20:00',0,0,17,1,0,0,0,0,0,14,4,1,18
'2016-09-22','21:20:00',1,0,16,2,0,0,2,0,0,18,2,1,20
'2016-09-22','21:20:00',2,0,20,8,0,0,0,0,0,20,8,1,28
'2016-09-22','21:20:00',3,0,14,13,0,0,0,0,0,24,3,1,27
'2016-09-22','21:20:00',4,0,37,3,1,0,2,0,0,32,11,1,43
'2016-09-22','21:40:00',0,0,18,2,0,0,0,0,0,13,7,1,20
'2016-09-22','21:40:00',1,0,18,5,1,0,0,0,0,20,4,1,24
'2016-09-22','21:40:00',2,0,14,2,0,0,0,0,0,13,3,1,16
'2016-09-22','21:40:00',3,0,22,10,0,0,0,0,0,29,3,1,32
'2016-09-22','21:40:00',4,0,30,3,0,1,1,0,1,27,9,1,36
'2016-09-22','22:00:00',0,0,7,2,0,0,0,0,0,6,3,1,9
'2016-09-22','22:00:00',1,0,6,5,0,1,2,0,1,12,3,1,15
'2016-09-22','22:00:00',2,0,16,4,0,0,0,0,0,17,3,1,20
'2016-09-22','22:00:00',3,0,23,4,0,0,0,0,0,22,5,1,27
'2016-09-22','22:00:00',4,0,22,3,0,0,2,0,0,23,4,1,27
'2016-09-22','22:20:00',0,0,7,0,0,0,0,0,0,7,0,1,7
'2016-09-22','22:20:00',1,0,22,2,1,0,1,0,0,22,4,1,26
'2016-09-22','22:20:00',2,0,10,3,0,0,0,0,0,9,4,1,13
'2016-09-22','22:20:00',3,0,15,8,0,0,0,0,0,22,1,1,23
'2016-09-22','22:20:00',4,0,14,0,0,0,1,0,0,11,4,1,15
'2016-09-22','22:40:00',0,0,7,0,0,0,0,0,0,7,0,1,7
'2016-09-22','22:40:00',1,0,21,1,0,0,1,0,0,19,4,1,23
'2016-09-22','22:40:00',2,0,14,4,0,0,0,0,0,14,4,1,18
'2016-09-22','22:40:00',3,0,10,7,0,0,0,0,0,17,0,1,17
'2016-09-22','22:40:00',4,0,20,2,0,0,0,0,0,14,8,1,22
'2016-09-22','23:00:00',0,0,2,0,0,0,0,0,0,2,0,1,2
'2016-09-22','23:00:00',1,0,11,6,0,0,1,0,0,15,3,1,18
'2016-09-22','23:00:00',2,0,8,4,0,0,0,0,0,8,4,1,12
